produto_key,nome_produto,descricao_produto,marca,preco,estoque,peso_kg,categoria_key,nome_categoria,descricao_categoria,fornecedor_key,nome_fornecedor,estado_fornecedor,dw_record_hash,dw_valid_from,dw_valid_to,dw_is_current,produto_sk,_gold_airflow_run_id,_gold_processed_at
1915,Philips Pro Officiis 7760,Vel praesentium voluptate soluta sint eos.,Philips,3883.77,357,7.95,12252,Móveis - Provident,Produtos de alta qualidade para o dia a dia,10107,Moura Ltda.,PI,b212e1c94e97788526d096e74efb74ec9ac548b4858d0fcc9760452c844fd694,1900-01-01,9999-12-31 23:59:59,True,a247f2c8c6ec83c9981df718487f8dc9469aa6e66ea4b4d17893e2a90171639a,manual_run_1,2026-06-24 00:59:43.317
2772,Nike Pro Maiores 475,Saepe reprehenderit totam adipisci eum velit maxime illum natus.,Nike,4598.06,63,13.27,9785,Viagem - Dolorem,Novidades e lançamentos da temporada,6258,Souza,MT,6a9cbe9d93d3569d482edfe64badc61648166b15e81dc4b2100bb770ad2f98b5,1900-01-01,9999-12-31 23:59:59,True,297fddcc05affb16320f344ff71b9ee99348ec51f357086e8a54b1d92d7f9455,manual_run_1,2026-06-24 00:59:43.317
2784,Motorola Pro Et 2673,Maxime rem accusamus sit ducimus corporis atque sunt ipsam.,Motorola,3517.6,463,22.52,1099,Brinquedos - Corrupti,As melhores marcas e preços do mercado,2438,Siqueira e Filhos,SC,986e5f992edc981dc2f7ebdbdd994664977297b23d991e9bb932c2fd2f99ad39,1900-01-01,9999-12-31 23:59:59,True,4f4baf0472f89a91050ed2727544985d6af1b069c8f9f3e3513fcd9702c6f263,manual_run_1,2026-06-24 00:59:43.317
3078,LG Plus Recusandae 3129,Illum perferendis quo odio ex excepturi praesentium recusandae cumque eligendi pariatur.,LG,2650.92,363,16.58,6603,Ar Livre - Quidem,Itens exclusivos e limitados,7936,das Neves Ltda.,SC,b6b7d08b1a85a603d31262bb6579f18351d5670f96f5c6f660e69a8b60c6cff3,1900-01-01,9999-12-31 23:59:59,True,80230a866f4efaaa5db56873e3830d77daa06fcd40b797c698c3ede9304e696e,manual_run_1,2026-06-24 00:59:43.317
3207,Samsung Super Dolorem 7650,Minus a libero quos nihil sunt ut suscipit nobis explicabo veniam.,Samsung,2776.03,149,13.28,4307,Bebê - Assumenda,As melhores marcas e preços do mercado,12026,Azevedo Fonseca e Filhos,PI,750ea87be0090f52211949d15fddb91fcf2a03ca70db520144cd474f62d669d1,1900-01-01,9999-12-31 23:59:59,True,36772d85950ff1125f97ed825c58338a58280eec763284455a8b550a40e752ad,manual_run_1,2026-06-24 00:59:43.317
3583,Samsung Premium Soluta 3065,Ratione suscipit reprehenderit provident sed officiis.,Samsung,1903.22,498,29.58,1942,Games - Deserunt,Seleção especial com ótimo custo-benefício,4143,da Rosa,PE,c75af2b8d6ad49c84c41a171f181bfe3d74caf5ed86fceab9347a6ddf2e36197,1900-01-01,9999-12-31 23:59:59,True,2c8ccb248cce7ba972987b9c7b4f79fb8c9dd596a9372d3140bcef31df47d2ab,manual_run_1,2026-06-24 00:59:43.317
3716,Tramontina Lite Ut 199,Temporibus est odit id quo culpa blanditiis necessitatibus.,Tramontina,4786.54,433,10.95,2672,Bebidas - Et,Coleção completa para todos os gostos,6470,Mendes Sales e Filhos,PE,e8f9fd4f54b2197c6b1d74c280b08426d8ca6459b31e50f7823835e0a2e83c6d,1900-01-01,9999-12-31 23:59:59,True,ddc2a61e6ac60d753ae0f6db3d2c25a22eeabfef8ab0ba6ebfafa08607228431,manual_run_1,2026-06-24 00:59:43.317
434,Multilaser Plus Ad 8373,Velit quam atque ad enim nam sit esse.,Multilaser,4209.22,103,21.41,9083,Bebê - Dolor,Itens exclusivos e limitados,10486,Cirino,ES,b82acbe2a356b126963de55d4acce879edb89fcf479bd37dfca1798d579b4787,1900-01-01,9999-12-31 23:59:59,True,cc274d447d336fe5e520fec70956b779fba59a1a10a38ce5d6a8ea232486bf90,manual_run_1,2026-06-24 00:59:43.317
4355,Arno Slim Magnam 396,Tempora molestiae voluptatum enim aspernatur eaque facilis sint vitae consectetur debitis inventore saepe.,Arno,3212.75,415,7.83,1688,Pesca - Deserunt,As melhores marcas e preços do mercado,4303,Araújo,ES,b053410940993a94a45844c012bc806d946d63bb0eb1bb80d12a16bbcfd01e98,1900-01-01,9999-12-31 23:59:59,True,630efeb3897116a75dfa58dd2696465ada2d2a03f4fef1e28ea2b382c63d91c8,manual_run_1,2026-06-24 00:59:43.317
4376,Britânia Turbo Laudantium 5129,Neque dignissimos temporibus perspiciatis provident ipsam cum.,Britânia,806.01,160,8.94,14412,Informática - Dicta,Variedade completa para todas as necessidades,7057,Cardoso,PI,fe5696a5a1ac51a5a96de1ff1312f982ed568840131aebe6a036b77f91999a7d,1900-01-01,9999-12-31 23:59:59,True,34734da8a39f34bdefdf509a3e266243a9a78634d8b4e95e3384b7768e457989,manual_run_1,2026-06-24 00:59:43.317
4476,Oster Super Dolor 5351,Repudiandae nostrum a recusandae ex saepe ex cupiditate.,Oster,3266.59,384,24.62,8367,Papelaria - Dolores,Produtos de alta qualidade para o dia a dia,3532,Dias,ES,47d377181180e04799df6cb3b4a929940397e48bc9a8be855bdbd95da97eaa24,1900-01-01,9999-12-31 23:59:59,True,95c418dec08384490539c513d50077c66c8f55b767b2c467cf5712d9ca90fab6,manual_run_1,2026-06-24 00:59:43.317
4531,Nike Turbo Minima 4310,Modi expedita nesciunt similique laudantium minus.,Nike,121.6,143,17.98,6469,Brinquedos - Commodi,Seleção especial com ótimo custo-benefício,9508,Nunes - ME,AP,b138182027833469563417b9f73e2e92147a43f4dffa81da781d96d285d7885b,1900-01-01,9999-12-31 23:59:59,True,122483a9161dcb6109befd66f12bb2248514f19d002eb5cbf19c30a084b21a0e,manual_run_1,2026-06-24 00:59:43.317
4595,Oster Plus Culpa 2478,Sint magni ea cupiditate aliquam dolore atque eaque iste dolore quidem alias soluta.,Oster,4396.87,101,2.78,8912,Música - Beatae,Seleção especial com ótimo custo-benefício,11505,Sá,MA,dfa8f3ac89e8056a047838a9006e3f2d4f48ae780e7fe8b19ba249ccb4f49814,1900-01-01,9999-12-31 23:59:59,True,5049a29adceb8f5ef2b1c9a96a34ceb3917909d68e2d344d29360b3f364ef737,manual_run_1,2026-06-24 00:59:43.317
468,Sony Pro Dolorem 6568,Cum aut rerum earum soluta recusandae perferendis quos doloremque repudiandae accusamus hic officia quos.,Sony,392.9,327,4.63,7844,Alimentos - Illum,Novidades e lançamentos da temporada,2674,Moreira,RR,be2b574bac821af60b72a0408c21311e306563eb7265bc458ca47940df51ee17,1900-01-01,9999-12-31 23:59:59,True,0d923ac3d9f0b25a513253c90d05f00b45266a1be50e1d5a716814eb835232e2,manual_run_1,2026-06-24 00:59:43.317
4828,Britânia Max Asperiores 8691,Vel earum dolorem cum distinctio ut labore deserunt repudiandae.,Britânia,282.09,399,7.06,10612,Casa & Jardim - Tempore,Produtos importados e nacionais,4189,Mendonça Souza - EI,SC,e28ce4ebb22dccd675f46add55d4ef852a20f26ad4f4f769ca1e1fb6d40968ea,1900-01-01,9999-12-31 23:59:59,True,5f3404eda81d6f73720a0cbf44071c7cadded9c96ab40f5b6ef738d96a1bd9cf,manual_run_1,2026-06-24 00:59:43.317
5211,Puma Smart Ut 7269,Cumque fugiat vel voluptatem autem vero sit minus tempore doloremque quidem dolorum.,Puma,3923.97,328,28.09,11012,Relógios - Cupiditate,Itens exclusivos e limitados,5845,Leão Moura S.A.,RJ,97086111617c79ec9266fcbeab179062954c29eaf78ff91279839db84a94d1bc,1900-01-01,9999-12-31 23:59:59,True,f2390078f7bfddda0aa2e7795cc25bfc9add400d1593edd3ab468e1124105030,manual_run_1,2026-06-24 00:59:43.317
5213,Apple Premium Molestias 4999,Consequuntur quae totam tempore et consectetur numquam magni laboriosam reiciendis dolores.,Apple,307.36,201,9.94,9509,Relógios - Dolor,Novidades e lançamentos da temporada,11483,Sá,RN,64f94d5439dd9d1911f444f3f017186e3811733c7d1cca0b43038a350171dcf4,1900-01-01,9999-12-31 23:59:59,True,22661c92ceb2a315523e96a5d71084f8090ebc1b4dcc845e5ed33e3cfbbd3bfa,manual_run_1,2026-06-24 00:59:43.317
5566,Oster Ultra Inventore 8944,Laudantium ex odit quam dicta deserunt harum suscipit tenetur ea saepe tempore enim.,Oster,2607.95,190,22.59,9650,Informática - Corrupti,Produtos de alta qualidade para o dia a dia,9963,Abreu e Filhos,AP,8b55865c99e421146f8ea775a7101cd6f6332ec8bd35901ba903f3c8972964f7,1900-01-01,9999-12-31 23:59:59,True,64657d13909ca27dfebfc6aedd3d2937492330fc282dbc088f8b27acf52d8486,manual_run_1,2026-06-24 00:59:43.317
5642,Panasonic Super Omnis 8915,Ipsam eos excepturi minus fuga mollitia omnis amet velit harum mollitia natus sequi.,Panasonic,37.03,329,21.19,3931,Viagem - Ipsa,Coleção completa para todos os gostos,2498,Vargas,MA,b8313389a0e75baa9225ade8330e63fb2c96ddd39cfc81b1245ddb6b1606540e,1900-01-01,9999-12-31 23:59:59,True,d7ea690051d93c6c6ec6583eb6c33667f8faa38101c920ff74834678cf72439f,manual_run_1,2026-06-24 00:59:43.317
5663,Motorola Premium Nihil 5216,Hic nobis itaque voluptates aliquam beatae sint animi dignissimos.,Motorola,1222.74,243,15.31,13285,Móveis - Illo,Itens exclusivos e limitados,9291,Sampaio Ltda.,SC,d975bc4ce4013fb405f856a05514ebb29ec1c0e0c6610e9a5ec68e634b4c56b0,1900-01-01,9999-12-31 23:59:59,True,fe96c0cde8ee026b4b91c6591f529abd77ea9f359e115a6d9918fb38c1ba88aa,manual_run_1,2026-06-24 00:59:43.317
5682,Britânia Plus Eos 617,Quidem dignissimos ad eum labore aspernatur odio.,Britânia,1374.27,315,20.41,6166,Beleza - Rem,As melhores marcas e preços do mercado,871,Almeida,DF,8d11b5184380abc4c95993d68bfc7e252fa25754c5b8df3c225924a18784042d,1900-01-01,9999-12-31 23:59:59,True,288d41661baa9beaaf2cd82880c23f4dde2e3a3e0b6168d9f95752340364e026,manual_run_1,2026-06-24 00:59:43.317
5984,HP Pro Cum 592,Numquam explicabo cum nobis animi porro velit ipsa natus expedita ut perferendis repellendus.,HP,2422.76,4,14.25,7942,Música - Quia,Produtos de alta qualidade para o dia a dia,10834,Camargo Pacheco S.A.,AP,e131e999a958e0749acd0f48ba3d12ca8dd380ae2f1a04d358bf680c3e8391d1,1900-01-01,9999-12-31 23:59:59,True,7d7381dc9defac43cc1ed050286064e57811571b72eec75afda10d9d6b51251e,manual_run_1,2026-06-24 00:59:43.317
6116,Motorola Plus Odit 5193,Mollitia sit ducimus molestias repudiandae eius quo debitis laboriosam soluta repellat corporis iusto.,Motorola,889.97,414,4.82,12688,Brinquedos - Sed,As melhores marcas e preços do mercado,4361,Mendes - ME,GO,06fb1bb73aa9cae07e50c61eda8de2641554688dcee6c1dfc92bd5087a21bc78,1900-01-01,9999-12-31 23:59:59,True,dbc191086d4eadd22446855fa99612211579d30a32d847f40b6c3a92be70863b,manual_run_1,2026-06-24 00:59:43.317
626,Braun Smart Aliquam 4488,Illum fugiat cum commodi facilis eius nostrum illo provident dignissimos.,Braun,629.1,355,16.94,9610,Casa & Jardim - Delectus,Variedade completa para todas as necessidades,13325,Campos,MT,370000d7bd993551cdf168dfdc4ca3ee46926fee65a9f3a22a2b88e0cb09a751,1900-01-01,9999-12-31 23:59:59,True,bee960e2d8946344dbf294e9b19022b912c397b857e99316b07613333272e6e1,manual_run_1,2026-06-24 00:59:43.317
6261,Puma Super Porro 3221,Assumenda rem nisi sint nulla voluptatibus eveniet autem autem.,Puma,2626.89,81,1.56,7609,Roupas - Ad,Novidades e lançamentos da temporada,7921,Alves,AP,97cabddd7e8dc2b5ecebcd87107bdd1940c2d6714a1d6fa35f7326ac2532e89d,1900-01-01,9999-12-31 23:59:59,True,cd21b8a9302d8449525d36a9a8e3b90aa4d70456239e0bf392898fac3c41afbf,manual_run_1,2026-06-24 00:59:43.317
6403,Multilaser Pro Quis 7168,Exercitationem voluptate animi vel nam saepe delectus adipisci blanditiis fugit tempora commodi.,Multilaser,1129.1,444,20.14,13822,Ferramentas - Doloribus,As melhores marcas e preços do mercado,11474,da Conceição S.A.,RR,3e3a0597227ca64e9031097401e8d85a135ddc0c0781268bf875cbcc09f710fe,1900-01-01,9999-12-31 23:59:59,True,d914e4e41ffa014bbf6a2f3c43ddcb2616e7b2e284b1aa5cc3576861e6ba3622,manual_run_1,2026-06-24 00:59:43.317
6491,Philips Slim Dicta 262,Sapiente dolor eligendi eaque totam aliquid distinctio.,Philips,1821.85,280,0.44,2853,Alimentos - Fugit,Novidades e lançamentos da temporada,6454,Silveira S.A.,AM,d73849b4a0de21a49364307cdaa65535d0a0e84780c00661707e1a9abce835ec,1900-01-01,9999-12-31 23:59:59,True,20d0fe5c647bf5e87fcb96f3dbcd048f2faab8934103115b9beb0ffc9feebf11,manual_run_1,2026-06-24 00:59:43.317
6533,Lenovo Lite Neque 9283,Accusamus delectus accusantium itaque officiis consequuntur.,Lenovo,2910.38,85,11.13,551,Roupas - Iusto,Produtos de alta qualidade para o dia a dia,748,Duarte,MT,cb468b4d980905f1ee385edf03a7e9357833a43aa77d4ba45d02e09e5a9ee2dc,1900-01-01,9999-12-31 23:59:59,True,68bed5423591b17278fef6cc3033a9e76e4e184ed99e21fc994571153410c8d6,manual_run_1,2026-06-24 00:59:43.317
6806,LG Plus Reprehenderit 2882,Voluptatum officiis animi quas earum asperiores rem autem facere excepturi deserunt.,LG,1166.66,284,19.97,12208,Saúde - Veritatis,Coleção completa para todos os gostos,12504,Pereira,AC,b89839a5b6122c97d1b0f374301a3c3823d7095a1355715fde226b963d9ea504,1900-01-01,9999-12-31 23:59:59,True,f9e417384ac81c7790fa259dee6831a6283195ff6a2bcdf00b22a21aeda4690d,manual_run_1,2026-06-24 00:59:43.317
686,Sony Smart Nulla 3951,Ex vitae quam fugit eligendi praesentium eaque ducimus illo sint impedit minus reprehenderit.,Sony,4760.17,114,3.44,11869,Livros - Blanditiis,As melhores marcas e preços do mercado,9781,Fogaça,RS,7d767b4cd0f34b714ff2e9bdff305a3084bd2eda213c57852445102671185044,1900-01-01,9999-12-31 23:59:59,True,a7f65dad11eedb8b7ec9b5a96d58f530b8b5eeeecd64a21a3ec7f44dfd87db36,manual_run_1,2026-06-24 00:59:43.317
6877,Apple Premium Ipsa 7000,Nostrum pariatur molestiae architecto ipsum quia.,Apple,99.91,77,22.35,10919,Alimentos - Cumque,Produtos de alta qualidade para o dia a dia,11948,Rezende Cirino Ltda.,RN,21615a530b3278b4284ee80fc6e9e4bf2381b768547beeb05a21672cdaca6b05,1900-01-01,9999-12-31 23:59:59,True,2571c3dd63bd6f8f52bdd10e38cb0875ebeb0b6cc8e6c8ac40d5de01667c0d16,manual_run_1,2026-06-24 00:59:43.317
7197,Lenovo Premium Quas 4838,Odit doloribus optio nam maxime assumenda aliquid eos dolores magnam.,Lenovo,735.51,136,19.44,1752,Papelaria - Optio,Variedade completa para todas as necessidades,5949,Leão,PI,1b688d800cbf5d16d5f9e32cdb66cd0249032be871f6cc95a577f7ea469ef95e,1900-01-01,9999-12-31 23:59:59,True,21572caf36824a6add78877f59ac3722bc342f33077a77aaf9eb94bef62f7c5f,manual_run_1,2026-06-24 00:59:43.317
73,Lenovo Turbo Doloribus 2770,In fuga quod neque quaerat nemo.,Lenovo,4870.92,409,5.65,11761,Casa & Jardim - Ratione,Coleção completa para todos os gostos,3047,Gomes,RJ,5c54df46b4d9c078a94ad80c8b8e718d739caa40d5961d2933270b9a421e179e,1900-01-01,9999-12-31 23:59:59,True,ad51039ca237cf08040de1c8c8badf301216cbef264dd7ed36c0e51d2358c161,manual_run_1,2026-06-24 00:59:43.317
7659,Havaianas Plus Debitis 8847,Labore adipisci harum atque inventore enim vitae.,Havaianas,1130.93,449,20.88,1078,Informática - Minima,Coleção completa para todos os gostos,9964,Vasconcelos Fernandes S/A,PR,2f784f41bd4dfd48948f52d29566cfea68581fba4c09627bbe484e083e322fb7,1900-01-01,9999-12-31 23:59:59,True,48192af98654a8166dd43d00d7c64f9e2536bd27701e1ff43cc6f086703c0452,manual_run_1,2026-06-24 00:59:43.317
7750,Localfrio Super Odio 6409,Occaecati consectetur eum illo amet dicta tenetur sint amet consequuntur iste maiores necessitatibus.,Localfrio,3512.66,336,19.13,11609,Culinária - Inventore,Itens exclusivos e limitados,11230,Araújo Gomes Ltda.,GO,5e190e7075ca53c79178462e3f90a521b4846baf4039cf22fd8d35057f4ed470,1900-01-01,9999-12-31 23:59:59,True,a12a285a39c06eff295dd1e83db107a503fba155a871ca1de9dfcb6f6075a71a,manual_run_1,2026-06-24 00:59:43.317
7868,HP Turbo Ipsa 5157,Incidunt repellendus ipsam fugiat ad voluptatem id exercitationem ut error corrupti aspernatur nisi.,HP,984.96,188,13.2,11055,Pesca - Placeat,Produtos de alta qualidade para o dia a dia,1792,da Mota - ME,MS,90d506f42bbfb70860891dc9e33dff9a6ab5aec59fe26a0ada960cb29ac77c94,1900-01-01,9999-12-31 23:59:59,True,13e543dd3d7dd273fce91a83a29ab3cdbc212f3df3ca0c80161ec7669909f384,manual_run_1,2026-06-24 00:59:43.317
7889,Apple Plus Inventore 5271,Reprehenderit rem est vitae consequatur minus consectetur tenetur expedita suscipit quia numquam.,Apple,2781.77,286,4.03,12014,Música - Repudiandae,Produtos de alta qualidade para o dia a dia,10861,Freitas S.A.,PR,14fcc5388cc7efcb0b1ea57fd57e8974aebb052cab58e11cdec5f7946d850858,1900-01-01,9999-12-31 23:59:59,True,fddb520bbbbf679236015d19e150249965eaeb149def4a9408c976d56f2d6eda,manual_run_1,2026-06-24 00:59:43.317
8203,Arno Slim Eos 8946,Culpa exercitationem quaerat error quibusdam voluptatem quasi id doloremque enim ab.,Arno,3962.82,7,16.7,10637,Eletrônicos - Deserunt,Variedade completa para todas as necessidades,5382,Rios,PA,db0fd5b95e5d50b115d70f27aa90cb68982135b478f1095040c34cdc36a41cc3,1900-01-01,9999-12-31 23:59:59,True,ffa20e01128b88c930317826e01bf7289457fac17e156b9baaa47e668730e614,manual_run_1,2026-06-24 00:59:43.317
8215,HP Smart Inventore 4181,Reiciendis illo voluptates tenetur corporis aliquid molestiae totam temporibus.,HP,1057.1,324,27.74,4606,Automotivo - Consectetur,Novidades e lançamentos da temporada,5372,Pires Câmara S/A,RS,31739135ead9b9a919cb94497ea626c394879c80c606a0b5feb1019b96ef8db2,1900-01-01,9999-12-31 23:59:59,True,5e7ad71e5203411e1237377448b9d7f7ccca9e8c01b0df2cb17340959964a1eb,manual_run_1,2026-06-24 00:59:43.317
8481,Localfrio Premium Facere 802,Voluptatem cum quisquam culpa pariatur in quisquam.,Localfrio,2094.97,23,27.25,1059,Camping - Numquam,Variedade completa para todas as necessidades,5549,Moraes - EI,MG,9948cb6d4ef08893a19d8b5019969d5c65be8d75bfd5ac5b484df9ef0e0554df,1900-01-01,9999-12-31 23:59:59,True,420978a6a5908888823cfefaf74f5e4b3533de21b4504e53f3ccc88288e3d224,manual_run_1,2026-06-24 00:59:43.317
8654,Sony Max Officiis 5707,Nemo perferendis voluptatum occaecati maiores modi sunt nemo quia.,Sony,1141.71,287,5.76,8558,Jóias - Tempora,Coleção completa para todos os gostos,1454,Sales Brito S.A.,DF,1543f512f27574cf377c117972e73310a909caa45858911e3821d473fc506b9d,1900-01-01,9999-12-31 23:59:59,True,a6aeb2e627769e72f4da607f72c63c40198faa5d7216df98224986d6f8379c4e,manual_run_1,2026-06-24 00:59:43.317
87,Apple Ultra Doloremque 9481,Sint consequatur reprehenderit saepe consectetur nam.,Apple,476.93,472,24.76,666,Saúde - Sapiente,Coleção completa para todos os gostos,5020,da Paz,PE,6cf7a53da4bec5320a1533a2ce794128012b11890b753575ef2bfb4edcae50de,1900-01-01,9999-12-31 23:59:59,True,eb033dfa2a68d4a56136cf8942e36278b834f859dcd7a5f51cc265c274242dbe,manual_run_1,2026-06-24 00:59:43.317
8828,Mondial Plus Placeat 6619,Perferendis ex ducimus nisi esse eaque nostrum repudiandae maiores.,Mondial,1608.71,258,4.64,5752,Casa & Jardim - Veniam,Coleção completa para todos os gostos,7984,Mendes - ME,BA,398a0aa1226e5a7ee179ca144d5991dd2ea080f23db0e249b4d9d334b85911c3,1900-01-01,9999-12-31 23:59:59,True,f6c149418b9382e4ee1e84ee61905350680a67f6d41e818a1b0e6262d08869ec,manual_run_1,2026-06-24 00:59:43.317
890,Panasonic Ultra Dolore 8049,Libero commodi dolores saepe facere fugit quo mollitia.,Panasonic,3247.99,207,22.06,4336,Alimentos - Et,Produtos importados e nacionais,1517,Ramos,DF,12e0965709d6ffaa1882944053ed68f985f9712f4918b666e1c99c0eaaad4f18,1900-01-01,9999-12-31 23:59:59,True,19ee7699abdb79ef04fd5d25bd3b430ceb14e7570805a8a86984de22ab367020,manual_run_1,2026-06-24 00:59:43.317
8950,Puma Lite Distinctio 3091,Et quia atque recusandae ea fugiat saepe accusamus enim laborum cumque numquam.,Puma,687.98,26,29.83,14510,Limpeza - Fugiat,As melhores marcas e preços do mercado,7647,Abreu,SC,a3dfaac061f61441121b87de203b8bd21fb914bd15777b0e767111ba4d5afb41,1900-01-01,9999-12-31 23:59:59,True,0dca9fce35db1afe3dd30963404999a1e1ac1ddee2f422ab26bc23d4fd1f2347,manual_run_1,2026-06-24 00:59:43.317
9319,Mondial Lite Consectetur 1260,Odit eaque quos perspiciatis magni praesentium nulla omnis unde repellendus.,Mondial,770.33,379,25.31,14177,Móveis - Officiis,Seleção especial com ótimo custo-benefício,7282,Brito Ramos S/A,PB,39ef9a247aca4f6cbf11a575ca90800c69d00784bbd598c61543a5cd02d0e264,1900-01-01,9999-12-31 23:59:59,True,30c5c16fffe8ac5019949be68cea2c03e42dec18ee0afed13a421312ff110935,manual_run_1,2026-06-24 00:59:43.317
9354,Motorola Max Alias 5450,Consequatur temporibus illum harum exercitationem totam adipisci autem.,Motorola,904.62,493,15.35,7520,Bebidas - Et,Coleção completa para todos os gostos,10672,Vasconcelos,MA,6fce701ab76fb2169961e310ff5054edceedf23b2eee3546c1d713e391d0bee6,1900-01-01,9999-12-31 23:59:59,True,4cd4aae2728d6f4f97602dca3d21d58e2983deab3be536bac8d1361d4f09064b,manual_run_1,2026-06-24 00:59:43.317
9357,Xiaomi Plus Sed 5543,Necessitatibus iste debitis ullam repellendus ullam aspernatur atque mollitia.,Xiaomi,345.84,5,22.48,6295,Games - Debitis,Seleção especial com ótimo custo-benefício,10914,Guerra,AL,feb0905f28e84cd9e5a1e3041215770d9737bcf66a5c0a912ab8c7c2a0c9a9c7,1900-01-01,9999-12-31 23:59:59,True,e32b1074d1bd62242de6bafdf4aa6d50f75460e7deb70153ecd7daad16be5aef,manual_run_1,2026-06-24 00:59:43.317
9391,HP Smart Ex 3220,Nisi dolorem laudantium quo eveniet officia illum dolore non optio possimus nihil alias.,HP,1377.13,306,3.72,8056,Papelaria - Cupiditate,Novidades e lançamentos da temporada,9378,Melo,PA,23aecb7fa58d83c6ffee5d0ae6f002f8794e145d6278e0f3bb5263970c0bec9c,1900-01-01,9999-12-31 23:59:59,True,eecfe37442d499d9cc7304efd7c87a0b2c532ca3a894ed056239171223aee024,manual_run_1,2026-06-24 00:59:43.317
9408,Sony Ultra Sed 3476,Sequi ipsa reprehenderit voluptatibus commodi nobis.,Sony,4262.36,57,2.52,7781,Bebê - Natus,Produtos de alta qualidade para o dia a dia,5157,Souza S/A,ES,6cee47bfcbcbd698063a32048e4d4be70e62aa350fba1ea7bd12b024c50e5dfd,1900-01-01,9999-12-31 23:59:59,True,0c1bb063872671f0636cab40d8df7472ef8b4060a65c70ab527cadd4b3ed1683,manual_run_1,2026-06-24 00:59:43.317
9581,Samsung Super Laudantium 7905,Corporis quod quaerat corrupti incidunt consequatur occaecati voluptatem maxime corporis mollitia molestiae temporibus.,Samsung,656.92,370,9.24,3686,Cinema - Perferendis,Produtos importados e nacionais,3789,Lopes Cavalcanti S.A.,MG,207d6959507a6df94a36f35fffc1ab53442a4d511417f009a9c438c94d01ea17,1900-01-01,9999-12-31 23:59:59,True,7081f3d798d480dbc8171e8acdcfb1a3e3ac41349e245440129b4b9d5b0210ef,manual_run_1,2026-06-24 00:59:43.317
974,LG Smart Architecto 8697,Veniam explicabo animi consectetur aut ab unde delectus nesciunt eum in distinctio.,LG,3854.12,2,25.64,836,Saúde - Magni,Itens exclusivos e limitados,6084,Castro Farias S.A.,SP,b09eaa88d90ee7773809bb4563653eb1b81a2e85202707acee2d278bd48b3dfb,1900-01-01,9999-12-31 23:59:59,True,b2c5a1f1431fc2946cef1eb4c9974d4602771ef62bcd9af3f11e4cedf18d9609,manual_run_1,2026-06-24 00:59:43.317
9882,Mondial Premium Ut 4328,Repudiandae nihil est perspiciatis veritatis qui repellat dolorum iusto accusantium ex officiis autem.,Mondial,3808.46,453,0.96,6238,Automotivo - Cum,Seleção especial com ótimo custo-benefício,14052,Gomes Viana e Filhos,PA,2d2bb17c5ac3d36fc7ae7dd2b4b1481c50d598236042d5042e52752003a31b8d,1900-01-01,9999-12-31 23:59:59,True,8caeff43c19941ab4228f32ccad712df9a920ad1a9803035ac9b9f5d7b5f55fc,manual_run_1,2026-06-24 00:59:43.317
10110,Apple Smart Ad 5632,Occaecati aspernatur dolorum ab voluptas nesciunt minima.,Apple,3665.68,183,15.56,4985,Roupas - Reiciendis,Variedade completa para todas as necessidades,272,Moraes,MT,644182b8c1a4f40f0aa48a547d217281e705bbee51653193b332a965cfa69909,1900-01-01,9999-12-31 23:59:59,True,66aa8b5352a00872be0b9e3e82bf59a92911f3ad058d8b575cd5d73c44c61b80,manual_run_1,2026-06-24 00:59:43.317
10296,HP Ultra Dolore 7404,Culpa recusandae porro nesciunt illo dolor dolorem commodi repudiandae vel ex.,HP,2120.05,456,8.77,3036,Bebê - Saepe,As melhores marcas e preços do mercado,12866,Monteiro da Rosa Ltda.,PE,ffbd8b05603c39ec8bec924315ae0cf4d28b5a4a6cad86b64c17203dde6b002d,1900-01-01,9999-12-31 23:59:59,True,ec57a41feecbd841dc59eef1f713f10e24736ed6af84befb2125d85386d1f525,manual_run_1,2026-06-24 00:59:43.317
10616,Tramontina Ultra Omnis 9471,Nostrum nesciunt velit aut officia alias.,Tramontina,4961.79,490,15.35,10282,Bebidas - Impedit,Itens exclusivos e limitados,9309,Pimenta - EI,RJ,4ae889089c78e542847f59a2916683896771646a8a107d8d9fa73937bd519b69,1900-01-01,9999-12-31 23:59:59,True,07f43b9b6641dc685694abd92a0e04961c9cf57e64ab5bcd61be172c6dde75cd,manual_run_1,2026-06-24 00:59:43.317
10831,Britânia Plus Eos 6557,Pariatur autem eius non dolore rem iure ut totam dolores provident sint ducimus.,Britânia,973.02,447,19.35,8452,Decoração - Consequuntur,Novidades e lançamentos da temporada,4462,Rodrigues - EI,PB,5b4046e22c5d7d09561c6c8694e214627d637bfc60d7b2e51ce704ddd9e1cbeb,1900-01-01,9999-12-31 23:59:59,True,f18ea9c053ffcbc841033b8c1b9f7f75cbe2fb65560eebbdd8f9a2d2dad92550,manual_run_1,2026-06-24 00:59:43.317
10993,Motorola Slim Voluptatum 8318,Iure aperiam architecto vel reprehenderit tempore reiciendis quia animi culpa harum quam.,Motorola,310.81,163,25.89,5170,Culinária - Sunt,As melhores marcas e preços do mercado,4324,Borges Ferreira S/A,MS,070d149406d619a23518b74ad27502ffe6daaa6c6d7197d27636b1903ff53d3f,1900-01-01,9999-12-31 23:59:59,True,8eac8a36574844577eb15ee4edd9d7b2530ac2170bdfce0dc2b88b6285ae0e6b,manual_run_1,2026-06-24 00:59:43.317
