venda_key,id_item,id_pedido,data_key,data_pedido,ano,cliente_key,produto_key,cupom_key,status_pedido,quantidade,valor_unitario,desconto_percentual,valor_bruto,valor_desconto,receita_liquida,quantidade_itens_registro,cliente_sk,produto_sk,cupom_sk,_gold_record_hash,_gold_airflow_run_id,_gold_processed_at
14945,14945,12961,20241104,2024-11-04,2024,13896,346,,entregue,3,2232.28,20.0,6696.84,1339.37,5357.47,1,e25392bf3420085d1f60eb8bdcebc48b7381b11aa06328e447bb14d5e5781e84,2fe94fbe8f23f0a0ffecbe5fa0dd6589e60141059fc2fb7a3cf94eb779724c2a,,0f0c40dc5b6d06b1783fd670c000752af1334d7cee38aacaa02a02f182ba8c9f,manual_run_1,2026-06-24 00:59:51.346
3340,3340,1408,20241005,2024-10-05,2024,9375,8788,,entregue,6,912.72,21.0,5476.32,1150.03,4326.29,1,56f303cb761484b4882d73b5a3ed712025fa56731479504bea7075255ac0643f,fb1d94a88627f984a42c9bf2fe775a63518316764f1b251ba38fcd66bccc50da,,63bbe2f6468359e1fd807173cd207cc6878b2f46c8b0b66aa9438fcdbbca6acd,manual_run_1,2026-06-24 00:59:51.346
6745,6745,14992,20240905,2024-09-05,2024,4082,2009,,entregue,4,775.03,3.0,3100.12,93.0,3007.12,1,feeaf930dbe394f2aa9d9a08b5b323f9b1be58a937c45653cc2f698db3519761,5f93730be65a7e58990d83d0f54801d1f4617ff7de09945acffd36be8b5628b3,,9f1745817fa22030d4f6b631b7a00a93f0507a963862f7a66cf08f102629cc22,manual_run_1,2026-06-24 00:59:51.346
5847,5847,14992,20240905,2024-09-05,2024,4082,7922,,entregue,2,1221.39,28.0,2442.78,683.98,1758.8,1,feeaf930dbe394f2aa9d9a08b5b323f9b1be58a937c45653cc2f698db3519761,406eaebaf0c9a13145a788ec7a7254d8cde4cb019fe55f080491ebddc7bd3102,,b2bac46f732f8b1e53d0a80ee3f67f704dde58ee446ef2eb04b76be44496957e,manual_run_1,2026-06-24 00:59:51.346
4695,4695,1585,20240622,2024-06-22,2024,11605,10715,,processando,3,523.13,19.0,1569.39,298.18,1271.21,1,13e709ca99a38c16865481e246b571273731bd5394d825d64c50f5c11dd74743,03c17012bddcd2331218f3583d08d93be73183b6ae18779cb4a856adbe683640,,7e23fb0d3fc12539c04042f7fb3ac1acff2d2574d5f62b06075e2b0c70cb812a,manual_run_1,2026-06-24 00:59:51.346
7075,7075,1585,20240622,2024-06-22,2024,11605,7773,,processando,9,233.0,1.0,2097.0,20.97,2076.03,1,13e709ca99a38c16865481e246b571273731bd5394d825d64c50f5c11dd74743,b8b3a037b24e0ed933e4946802499720635ec4b553d1767ffb7092e5429bffd8,,fb3b1704504891053d46f6f1e677e5a18f556dac47a42ab09ecd0835ff3702ae,manual_run_1,2026-06-24 00:59:51.346
14855,14855,1976,20240316,2024-03-16,2024,13595,2527,,cancelado,3,1353.32,14.0,4059.96,568.39,3491.57,1,c9eda4ebadeb864648d66e776dca723ec88222aaebe11db9627bb7beb4bf339a,613f639d04fda7026adcb7163cdaaf9c85bded731fc92a9d0218f8a629e2e346,,d3eea8ca269f709cfaae577fc3aa697bbefa6490661190ee9c3f23463bf05263,manual_run_1,2026-06-24 00:59:51.346
11197,11197,1976,20240316,2024-03-16,2024,13595,2172,,cancelado,7,1358.26,13.0,9507.82,1236.02,8271.8,1,c9eda4ebadeb864648d66e776dca723ec88222aaebe11db9627bb7beb4bf339a,ea8f3ce48642c888f564c1a88160b54b8b7284ec771574a2b87397b3897b401f,,6787a576506d9bd4b8563675a6ff8778ef3fbd59506fd62b0d7bce97f1cf630b,manual_run_1,2026-06-24 00:59:51.346
718,718,1976,20240316,2024-03-16,2024,13595,9771,,cancelado,3,470.08,8.0,1410.24,112.82,1297.42,1,c9eda4ebadeb864648d66e776dca723ec88222aaebe11db9627bb7beb4bf339a,3f03bcb8cc1d55db00fdd416f51be0ac59c9878d2132739c60d6af004eb74882,,74ce0113a26300b5a94aed68a008381bd1cdfdc8e981b25aeccb1f7b21e7e0e9,manual_run_1,2026-06-24 00:59:51.346
8020,8020,1976,20240316,2024-03-16,2024,13595,12813,,cancelado,9,808.79,22.0,7279.11,1601.4,5677.71,1,c9eda4ebadeb864648d66e776dca723ec88222aaebe11db9627bb7beb4bf339a,ff05ea4eaa61b30b3568c25946b916f7b18ed410c3adb608df843e100a11fa09,,3002b87be379188ff57e7d87184cf67d576e34289c9a5a74a631bf54fba607d4,manual_run_1,2026-06-24 00:59:51.346
6937,6937,3202,20240222,2024-02-22,2024,1356,8112,,entregue,5,773.35,4.0,3866.75,154.67,3712.08,1,f3fc3c3a2889c6f6561ea40eb31cfd70659e7705a9b5181e6d0fffeb2a1cf3ad,f6f75964e28852ca7c011da330c43a9c0b8facb17c24c6519adf679316534dcc,,770f478c8f357a7c0723475b8fbbd87cb5b1f8cc4c60a22aa68e2ca5e2fe140d,manual_run_1,2026-06-24 00:59:51.346
12755,12755,329,20240523,2024-05-23,2024,10205,7518,,processando,4,2214.49,19.0,8857.96,1683.01,7174.95,1,124a029b203d41fe29769eb571d3259b17921338d3b0e83f32be68d43ec7a1ec,3f5c985ee89f3a20f61f088828b608be9b7cd01c2fe95b0e2b55d251c9351540,,cff6cdab2579291a90c7454456853d006322e45753f5288a18f9550f2a1f4064,manual_run_1,2026-06-24 00:59:51.346
11765,11765,329,20240523,2024-05-23,2024,10205,5633,,processando,8,36.16,2.0,289.28,5.79,283.49,1,124a029b203d41fe29769eb571d3259b17921338d3b0e83f32be68d43ec7a1ec,cd526f75b2cb26ba33a08f265caf44e0f3ca63a150cf589ec3983aa398761326,,54e34dba919fdab892e6e1e74edfca3b2b1d97f555e6e1e5fd7679372030cf02,manual_run_1,2026-06-24 00:59:51.346
1174,1174,329,20240523,2024-05-23,2024,10205,10384,,processando,1,1828.86,26.0,1828.86,475.5,1353.36,1,124a029b203d41fe29769eb571d3259b17921338d3b0e83f32be68d43ec7a1ec,e462875d36b9b85f798a45e86b3242c047d0e51eee47ac645f4ca0be0a073cd2,,f8a2adce21b0230d60424c757a86f995dbcc71660e890436ecec106f57ced719,manual_run_1,2026-06-24 00:59:51.346
14015,14015,4899,20241106,2024-11-06,2024,3252,3418,,enviado,10,2817.05,28.0,28170.5,7887.74,20282.76,1,8f37f144d7e9d3b33bda1d72ac9221fb16b0c6011e4da9b2798a463374ecd244,5cfd29e7ac52387d552a181c6160898ac4c70ede0af630dc7b3998fd6640f0e3,,d70796c6d81e22b79e7f67757f707460179a55df1db295a99cc6c0b0dd4448d1,manual_run_1,2026-06-24 00:59:51.346
7613,7613,4899,20241106,2024-11-06,2024,3252,3256,,enviado,6,228.92,6.0,1373.52,82.41,1291.11,1,8f37f144d7e9d3b33bda1d72ac9221fb16b0c6011e4da9b2798a463374ecd244,7ef0aafe0e8b7ed86f54526405f78b6d4824cf6a23db4b5d1b0b0bbcfb9736cd,,5abe2b3ffa6e01ec3ec25cf5d1a4fc971301bdd26f91af57b31a4e707e84f378,manual_run_1,2026-06-24 00:59:51.346
4716,4716,4964,20240402,2024-04-02,2024,3020,11160,,entregue,6,1407.13,13.0,8442.78,1097.56,7345.22,1,55082298149d734280fd2801400f5894ca96c97f50da505316252d7ebd44ea20,d2a5b30163b3c9b497be10ad6b3c3b890716460a5d1da3e5d865d7c4bda620fd,,c5a151afeae6780995788248463e84b9d55e0158c3fea196ead97f47b0ff22f9,manual_run_1,2026-06-24 00:59:51.346
13239,13239,4964,20240402,2024-04-02,2024,3020,1326,,entregue,3,790.09,0.0,2370.27,0.0,2370.27,1,55082298149d734280fd2801400f5894ca96c97f50da505316252d7ebd44ea20,d213666315df2a26a5d8491c09d485d08874a1f148d37fc06b6d62de77ccba95,,9a12dae49fc3e4c61a133ed53716aa233b12b4d34718b85d4331936cb2014bfa,manual_run_1,2026-06-24 00:59:51.346
3652,3652,4964,20240402,2024-04-02,2024,3020,5875,,entregue,2,1903.78,9.0,3807.56,342.68,3464.88,1,55082298149d734280fd2801400f5894ca96c97f50da505316252d7ebd44ea20,a3fdd9b4bc0d57c309a3460a1a3d4d012638cc63bc939384768b51b4dd8b3377,,3c751e8c4bce6f445c4d8b473a93056ad272e4928415a76136b9a2902c1d0a65,manual_run_1,2026-06-24 00:59:51.346
2058,2058,9772,20241220,2024-12-20,2024,1940,4484,,entregue,4,969.31,23.0,3877.24,891.77,2985.47,1,faddc43818db40b85c2dab2bdc943edb4dea4de93a87431a4435f2f915d264e6,6ea69066aa1bba04989044af2a3645c88e495c8935bf3d79975991126d253134,,73cc0c5aa27a856ee81b44bb773df0859e19d447dbb549855cd907d501f1ec01,manual_run_1,2026-06-24 00:59:51.346
6867,6867,13571,20241219,2024-12-19,2024,11393,14384,,processando,10,23.21,6.0,232.1,13.93,218.17,1,77c441d328312639069633ae152e78335fca08e1a5f99c5dbff323b2dd3de938,35611980b1f1342bc52c65e82458f8d22c2e11c9de18d1a88db62f3f3a6f7729,,b34b2a8ce661902e2c6c146e71e6ce46dcf7e24539b84e0142c6a03814acc068,manual_run_1,2026-06-24 00:59:51.346
3503,3503,13672,20240301,2024-03-01,2024,1704,5187,,entregue,7,310.7,7.0,2174.9,152.24,2022.66,1,531d6ae4295d419e8bead035ccf3144ff77bfe88aea551393b034f63fd7ad209,544d24ddacf2001c3c08f485f147ef924538b57cbf02981ff538c7f44795c859,,297d769505019fd1dbcc62830747d1dfd0c83b7506b602032080904258aedd08,manual_run_1,2026-06-24 00:59:51.346
8482,8482,14164,20241108,2024-11-08,2024,5361,5094,,entregue,10,2984.72,20.0,29847.2,5969.44,23877.76,1,27ea07754d23908e3ffc56ca71c221ca281a8099985fbb5a57fcfbe98e702ae4,b88e5f096ef46839b8eb016376a4742ef2b4b807c7f7d84fa93b3f8e241d36dd,,311dcb68fb8b928d055760e5c301a6e1e17385b3fd6b51d67177d79b747d07ed,manual_run_1,2026-06-24 00:59:51.346
2185,2185,14244,20240721,2024-07-21,2024,3176,749,,entregue,6,545.54,9.0,3273.24,294.59,2978.65,1,bf97800afcd23d3d217312ed6c8fd5f0b5af92c52e1ec20101f5c678b70b6c32,791cbcc9d434baf072bc81ec767f896cd69379f08042174e1ebb0cf0f291d782,,f960fbb2d3e5901eff1068e98cfadfe70a63c064f2c721ff1f1bf4f255ac0070,manual_run_1,2026-06-24 00:59:51.346
4671,4671,14361,20241004,2024-10-04,2024,5140,2338,,entregue,1,168.16,5.0,168.16,8.41,159.75,1,c642cc707082326087bf6c3cbfc1c22d175e37a5dd4910a97f226f8576c79aa1,84f3b8acdcb23a7ac332812fc1fbab7df021fe611299982137a56ca025bb5971,,04d309c89a69df1e80a9467239fe5189fccf80109cda76d4bc341f3ac0cc16a1,manual_run_1,2026-06-24 00:59:51.346
8212,8212,14432,20240612,2024-06-12,2024,13686,7680,,entregue,2,1795.24,27.0,3590.48,969.43,2621.05,1,3a181a4ec2b77f247f59e1c0b938621b601256586fc303ebf91d6d8a35478dee,0c50d3ed97c1100d29f8f7f14b6efe809d897101783d6ce6ea34a1da51a8fac2,,a9902999749dac0442d8d35f04a89ad1fc00e50eab6de2b95b3ad065f47084f4,manual_run_1,2026-06-24 00:59:51.346
4943,4943,14432,20240612,2024-06-12,2024,13686,4913,,entregue,7,2407.1,14.0,16849.7,2358.96,14490.74,1,3a181a4ec2b77f247f59e1c0b938621b601256586fc303ebf91d6d8a35478dee,b67593260ebafa294c2455c441292f4731904b138ad40361171e92455341b49b,,b6c417a07227c82231754e78cf3e51d85a0056b5ba831d4c997bf260216bdd92,manual_run_1,2026-06-24 00:59:51.346
4895,4895,14443,20240415,2024-04-15,2024,9593,10939,,entregue,9,10.01,1.0,90.09,0.9,89.19,1,63e7f20692613c60a58d813d9c224d63560a7f19adea70fb29c7c0ff5f255216,49551985b4a8766cf35365375ed9b68b0509c5a83588894c472901660d025cf6,,726610fb29bc610419b5dc23820e6d23d426bd69d64d19bda4da6bffe9317d62,manual_run_1,2026-06-24 00:59:51.346
3733,3733,1880,20240109,2024-01-09,2024,9099,14949,,cancelado,10,2681.44,22.0,26814.4,5899.17,20915.23,1,0995a66f846d10e166305b0a8bd963dbbd8cdcc8d58182ad768a9094edc93fed,c0dbe5b934468e56573b8306e0a1423025b6a17cecba7da0881c5ccfe9fe0392,,c9ac6858c4ceb6c9bce7bc1578bab4182411826d7321d09f4a94a6dcb4473286,manual_run_1,2026-06-24 00:59:51.346
7743,7743,1987,20240620,2024-06-20,2024,2269,10782,,entregue,9,2405.55,3.0,21649.95,649.5,21000.45,1,469d26c28394d6f8190ecd47b9a4b70bb54cf534831022cee08a874f1d4b8122,bd4882d9ffa24971e907554536df8074b9d587b11e09c9b307b0b0f9335544a2,,4e5fefb78bbf32a32d91de5e8d5720260fc5098eb2cd39b26cfa52f9b074f65b,manual_run_1,2026-06-24 00:59:51.346
9941,9941,2495,20241212,2024-12-12,2024,4439,1830,,entregue,7,2644.92,23.0,18514.44,4258.32,14256.12,1,9a306681010d1a267db0bf28767e647eac1a1fd0fbe7a55ece062b18ddf5b2a9,28d134ac3e444b60759836d3e6501c7ae48a29a28eefe043b003a4e963512b95,,b641fa87c7a471e94786a7aaf20b8bec5f6403c68d85cbc855190111dd5a8a37,manual_run_1,2026-06-24 00:59:51.346
13100,13100,2789,20241018,2024-10-18,2024,2978,9447,,processando,8,65.77,10.0,526.16,52.62,473.54,1,ab0d655c15ce354fcde4aa2591eb0e9a0b2d653e3cc40ca02d5ea423c184f712,bef737dc9843f118724a7fe10d68e4a4486ba5a2369638545817bae912bab906,,c6e617d9fe9f762ec68eab227cd12c6e3dd2a9f995461ac5d867388ff11fbb01,manual_run_1,2026-06-24 00:59:51.346
14588,14588,2789,20241018,2024-10-18,2024,2978,623,,processando,5,151.03,10.0,755.15,75.52,679.63,1,ab0d655c15ce354fcde4aa2591eb0e9a0b2d653e3cc40ca02d5ea423c184f712,fe498176e5c9f513759012924c2c3a585c6b1e4c5e21b1d808888044e5395684,,5aae3ce582bd4f7889267e4c23ac58b094e5e2c3e83c97e5321e201fdcfc27bd,manual_run_1,2026-06-24 00:59:51.346
11993,11993,4719,20240813,2024-08-13,2024,7510,1723,,cancelado,6,2317.51,18.0,13905.06,2502.91,11402.15,1,233bc102dd70dd125ac94aa283e76ba73c9ea53379fd364e1caa4c4d30bd6922,c216f7801703d7d5d2dba99643621b6aa7fd1d52b1d07ed2030da3ab67989b24,,c56a1115967ad4f8f12eda3c6804f299c86dfa6a7555df809c982847883178ab,manual_run_1,2026-06-24 00:59:51.346
9314,9314,4719,20240813,2024-08-13,2024,7510,13076,,cancelado,7,1047.99,12.0,7335.93,880.31,6455.62,1,233bc102dd70dd125ac94aa283e76ba73c9ea53379fd364e1caa4c4d30bd6922,848fa4a593ab107567bf4473c2af3022df1971f827d3f05dd9e58fca27d06122,,f9606702e9013c2b44b214b87e13866b98834448cd2531e38aea4f0353baa402,manual_run_1,2026-06-24 00:59:51.346
13000,13000,4776,20241126,2024-11-26,2024,1985,6238,,cancelado,5,672.79,3.0,3363.95,100.92,3263.03,1,97cbbfb2f8979417344f678805f912f61115a9deebed7d47a9cf76f62639fede,7bb0b21c1ff3bff0c43a80e31432cbb4415c6d596ad881637b72a27c61b04534,,255a8b0d5604adb81b2f944a77420ca2c5197519d2ce8aafaafc378352b75167,manual_run_1,2026-06-24 00:59:51.346
4454,4454,6217,20240105,2024-01-05,2024,13716,1714,,cancelado,10,207.28,11.0,2072.8,228.01,1844.79,1,12ade2b1dd7a168a2d7b919d7da6c95b7936fe7ee328c661020ac21d66c2ccdf,ea116eb3fdd16de66b117215e6cc7128c6a55e8cbb0fb28570fab97545bd0fb3,,2c86918475faf71242343c56b50e0d60f513d3490a256cb3814fadac546ac2b9,manual_run_1,2026-06-24 00:59:51.346
8936,8936,9296,20240112,2024-01-12,2024,14403,8966,,entregue,7,2869.51,29.0,20086.57,5825.11,14261.46,1,ddb0baf26610b810a2e88f9bc2c89c6dbc91cb4566a52ff3655fe07ccea58afa,5b9edd58eb77f53cf6dade3a179e18588d51b1e3aa33bf81feee8e7ff2d0109a,,08ac45a5987d1c45ef82a65ede100323c335a00d21dcb053f2a0c014076f18d9,manual_run_1,2026-06-24 00:59:51.346
1077,1077,10381,20240129,2024-01-29,2024,5710,6798,,cancelado,2,1360.99,22.0,2721.98,598.84,2123.14,1,411898949baf4bc46eef9234513da06396778f5567fc0b8dcdb5221163197a03,d78d78123b28baa52291d3814317b113f04b070b5cd00c472339593ae0d4382a,,118ebb6e7adc57ee030d973fe67e504ddd200331c5e85a2ab0e931729a928980,manual_run_1,2026-06-24 00:59:51.346
2159,2159,11238,20241224,2024-12-24,2024,13622,4425,,pendente,4,872.52,19.0,3490.08,663.12,2826.96,1,f4019d6df8d53b7303a11f1a7ae1bbeff83ed2366be62f0b35b75784bc6573ca,8930d81c0d7ceb265a7a023ea1d5683af8dcb12b8fab195d0cce7a7d477ad488,,91d18fbf4b39733608ba37a30cb877adc27326c61d92306deff0acb955d781e3,manual_run_1,2026-06-24 00:59:51.346
7604,7604,11385,20241122,2024-11-22,2024,2687,14472,,entregue,9,425.27,3.0,3827.43,114.82,3712.61,1,674c8c5e76dfe3633db3cdc89f729dd9b76a9260694765e324cb2f5bd58a5b4e,ba39346f26cd9db4e5ad1a51e7cd85307a68ffe054ac50698ba13a49256e9715,,2603b4d4b261190fe2c16d4cb285d38d7600cb6bfaeafc28e6d2636ebc3cc395,manual_run_1,2026-06-24 00:59:51.346
5950,5950,12402,20240212,2024-02-12,2024,2233,14589,,entregue,2,2159.4,17.0,4318.8,734.2,3584.6,1,8092272ee8e22286f9b43028b1549756817dc798ac929c26ff30cc96267c8864,3c5df9326393e6101da2318fd1b8ba53d398f95bca9473d84b6630a737834c0b,,3b7dac8108f59e3412ad741cf57b70b4b1dd1b3ccdc147b56801dc8b0d148c4e,manual_run_1,2026-06-24 00:59:51.346
9006,9006,12402,20240212,2024-02-12,2024,2233,11373,,entregue,8,2749.09,1.0,21992.72,219.93,21772.79,1,8092272ee8e22286f9b43028b1549756817dc798ac929c26ff30cc96267c8864,e6f633f214f401c495a557bdb6c0f67afd1fa32b0eaeb201c51fd7f77751662c,,edeb4f3c75bcfbec51ea6c8139c69c8f99ec1eb9fe6258910459a04ec6ca278b,manual_run_1,2026-06-24 00:59:51.346
11600,11600,12402,20240212,2024-02-12,2024,2233,12063,,entregue,3,2155.42,13.0,6466.26,840.61,5625.65,1,8092272ee8e22286f9b43028b1549756817dc798ac929c26ff30cc96267c8864,f4dc4248fc8d3a275964b5dda3911593ea7adf3b665344b01554d81605195bf4,,b7822c539e16caaad99fefdc9ac5996db5378a2cc567603f3d67ad1a18807074,manual_run_1,2026-06-24 00:59:51.346
5901,5901,12532,20240712,2024-07-12,2024,9665,5880,,entregue,6,279.52,13.0,1677.12,218.03,1459.09,1,b2349ead060aba7062f65809fb4108a5fb0a1ed14d1eab3a31e3538da8c588c3,eb50e57dea1e9545237d94ee6a1645dda4582c9fc38d032555cea5f8be938295,,00212e4d5d225c8a2cddaac658dfe404deb90989c2803b44cb34a2fd1d658cc5,manual_run_1,2026-06-24 00:59:51.346
536,536,13782,20240329,2024-03-29,2024,5022,7978,,entregue,7,2461.72,25.0,17232.04,4308.01,12924.03,1,83073f1f55b41093389c8cdf3aa76c0d596a5f3e0d385ee65bce7af1e3d1de95,8cea533b502583db7a7f903ec9564605b0b1218815266c8a441979c5ff2cbbbe,,ff4081c6f7460728e7a3fabd2027b4ec8f6c534f659b48225f37661dca61b60f,manual_run_1,2026-06-24 00:59:51.346
3576,3576,1673,20240621,2024-06-21,2024,12422,9332,,processando,1,885.85,22.0,885.85,194.89,690.96,1,89be243d40c1517e5f9d68e95f0487c35ed84d977fdc1794d9909d0c092fabdc,3dff5f8ba062d5b748436ec29d37a576af7f7b489370e253454a7f1f9787edde,,4ab6a0f30e4939c47188de526b96175a7f0f9e0836b3e70a1bd1c5449f3831a4,manual_run_1,2026-06-24 00:59:51.346
13134,13134,2149,20240725,2024-07-25,2024,2301,5012,,entregue,1,1385.42,24.0,1385.42,332.5,1052.92,1,a048f1fa88564122c23100d9a442bd19a5d080554196abd2f13341b62a8e9053,d6779615a1226cb4a58d5d69e53341532f66b61f501eb70ba3f7768ebc525062,,730e39b297f64cb92213a36d49f672fe3b7a18dbbeb154d2249e7866dbb49f1d,manual_run_1,2026-06-24 00:59:51.346
14569,14569,2224,20240513,2024-05-13,2024,7355,7618,,entregue,6,488.41,6.0,2930.46,175.83,2754.63,1,56ee792cf0f3e9b9d51db970003279bd3cf13f5d48778b2fcbbc17f824e68b6c,8e1473811d110ff364e9b89282ac9b63dd2f7b7413eee328e8292bb4b6c774b0,,df85233ca69ed0048101591d543781fd1709995539bc94015346bdc0ba07a5ac,manual_run_1,2026-06-24 00:59:51.346
5947,5947,2224,20240513,2024-05-13,2024,7355,9209,,entregue,1,1521.93,10.0,1521.93,152.19,1369.74,1,56ee792cf0f3e9b9d51db970003279bd3cf13f5d48778b2fcbbc17f824e68b6c,cf29ff724022fbc5a80ecd5cb280e4e34780e0cf9383795363627a3eed2b27a6,,b0470df3712bd2c7cd1734e3a325ac61c99122c4ea46f1ef2eeab2d222d7dfa3,manual_run_1,2026-06-24 00:59:51.346
11672,11672,3582,20240501,2024-05-01,2024,13233,14378,,processando,9,2399.38,18.0,21594.42,3887.0,17707.42,1,795935b16dd8fa10da0067854c82d25ac9e28b524a483a8f7784e39123c39769,9afffbcc397b68eb1c77114d18d9fb060f253bf42bb364c1283543d8f34961cb,,fc5abb39ca833fc3ad2bff7b92dadc8bf67e44bd879ef7596949ba6bcd1191e9,manual_run_1,2026-06-24 00:59:51.346
5793,5793,3582,20240501,2024-05-01,2024,13233,1672,,processando,2,1332.64,17.0,2665.28,453.1,2212.18,1,795935b16dd8fa10da0067854c82d25ac9e28b524a483a8f7784e39123c39769,33392f8b049b498b8d3f0fc2586a13d9ba01e11b33784ad395bcfd2db5173553,,fa34ea04c50b802d1befa15b7b03dc22baa5cd9503526571c2f9ae9498a30385,manual_run_1,2026-06-24 00:59:51.346
1024,1024,3582,20240501,2024-05-01,2024,13233,6729,,processando,7,1378.2,5.0,9647.4,482.37,9165.03,1,795935b16dd8fa10da0067854c82d25ac9e28b524a483a8f7784e39123c39769,8faa393371e3051ca53d2a16cf0335a6d295460abcb8839b63544b8199f7d41f,,b123eb04328d108017fb368583d7d455e4281647b2d8835f9441728a31dab1b8,manual_run_1,2026-06-24 00:59:51.346
6602,6602,3646,20240906,2024-09-06,2024,1538,6348,,enviado,1,1542.89,23.0,1542.89,354.86,1188.03,1,c90085d33472577e5d4a89d953ed6c9fcb968b15a673162ea20b3095d36a9245,40385e3b58a44341ce2638ffe95a46e07c9543d77670ab7031453236b9a6ad14,,2aecd821901faabb59c04975675c40488449d73efd07882eacb9872bf67eaa2b,manual_run_1,2026-06-24 00:59:51.346
7,7,3646,20240906,2024-09-06,2024,1538,2101,,enviado,5,2351.74,16.0,11758.7,1881.39,9877.31,1,c90085d33472577e5d4a89d953ed6c9fcb968b15a673162ea20b3095d36a9245,e02072a29d186da4ef570a645be2e23c509229abdc7c7c069dc53aae8722ff3b,,bb9ad65c025f9fdc801d6352e1578f9df5c4bbc0a9ab393eba4fb42c295ace4a,manual_run_1,2026-06-24 00:59:51.346
5705,5705,4584,20240423,2024-04-23,2024,10653,1066,,cancelado,3,67.83,3.0,203.49,6.1,197.39,1,87f62889f3089f46a554538b635c8e8062ee16903b8981796cd5b4d9042dd16e,a8a2291e2d6db994811bebcdf721c64dd403907dfd30bb9eadbc082e1c5e18bd,,effea964dfc82de35e69887da78fdb198ca0b8998727f9e524be8f244828891b,manual_run_1,2026-06-24 00:59:51.346
6615,6615,6305,20240623,2024-06-23,2024,7591,293,,cancelado,8,2581.76,5.0,20654.08,1032.7,19621.38,1,2127c64dca81191da9d0971fe401caf73208831bbd94891cdc7bb06a64b5adc2,d049c4143d72dbb462e741d2a88956842676a82129ffe2cc7523aaa90451038b,,69db69adaade9f4ff43d3a6f6252c67ec3ccf5d05fef30f46f699b16c28b66a7,manual_run_1,2026-06-24 00:59:51.346
1018,1018,64,20240727,2024-07-27,2024,1539,2137,,entregue,10,133.81,12.0,1338.1,160.57,1177.53,1,192fa86349517be46241e450e0e921b9e5b272e36b5ab5b3d1f0b91be240b2ab,6500286b493251f1f5a4d282e5cbf3e7cc12b82411376d942ab41fba5867d0b4,,f925ded091c0b1798a64ee6af480bc1b4a66218c5d8d2f62d36af9f7fb53c327,manual_run_1,2026-06-24 00:59:51.346
12737,12737,64,20240727,2024-07-27,2024,1539,6899,,entregue,8,2819.47,13.0,22555.76,2932.25,19623.51,1,192fa86349517be46241e450e0e921b9e5b272e36b5ab5b3d1f0b91be240b2ab,4dc687fbd7053476f3c19d05975b6a30162ae0f8c19599ae0d559067444f3c24,,76a6f13169efa98132e6119b9c44379d2d5b3ee4325f60900b775bb64f6a800c,manual_run_1,2026-06-24 00:59:51.346
9580,9580,8742,20241102,2024-11-02,2024,9622,8395,,entregue,5,2224.43,26.0,11122.15,2891.76,8230.39,1,a0e3f5b5a5b5f0407392282c92488d700a20a9c5cb230672b88c367c799bc487,b370ef3124674f5a5770daadf06c538ae1ec6daa884c16140302904643b893aa,,aee7a7aa0f9c874a296551e9e3a25fc92728aa5693fbc1c111985c4b97ab492b,manual_run_1,2026-06-24 00:59:51.346
13193,13193,8742,20241102,2024-11-02,2024,9622,1342,,entregue,2,1265.73,12.0,2531.46,303.78,2227.68,1,a0e3f5b5a5b5f0407392282c92488d700a20a9c5cb230672b88c367c799bc487,eeafc05aa106eddaa5ded69881aca0ad0ac6e65197ad8e2631afdf00e0cee958,,dc487f540b24edabf3aa70c13eef4be4b246d21e93686bd9a9be707472ca8ab9,manual_run_1,2026-06-24 00:59:51.346
13736,13736,8742,20241102,2024-11-02,2024,9622,13287,,entregue,3,210.87,26.0,632.61,164.48,468.13,1,a0e3f5b5a5b5f0407392282c92488d700a20a9c5cb230672b88c367c799bc487,ad838f909e4cc8a1b641c47fb81db73e5b955d618bdd5e781ea1598c235ae1d1,,60de5c8701dbddb9af3e3c240c10d2d2ea0d20be472190098459a6e4c6f124e7,manual_run_1,2026-06-24 00:59:51.346
2734,2734,9880,20240808,2024-08-08,2024,8267,14142,,entregue,9,1883.7,9.0,16953.3,1525.8,15427.5,1,dab517d2ec61ebfe5060c779bc5f9712c8fbdd2989ef2ac3460b14216b579d0c,c3e8151721e36c950d87922e63301e7ab465fd23814aab9d8dcd8b685f0066b7,,ec9c8470367eacce3b5f1f03c1142057705777f5eea3a388df1a9066cd10c209,manual_run_1,2026-06-24 00:59:51.346
5071,5071,10034,20241003,2024-10-03,2024,6638,10202,,entregue,7,515.26,10.0,3606.82,360.68,3246.14,1,3d82888080907a094135051d246de132dd204e302c708dca19694861d49ba483,e4f314e8e50e99aae77ee3887c5b0c0ae9b909ac2d75bf7f475157111400490e,,7a88e1a1b9dec9d9d740b5c15ef30c99eb6519c02f70c0d2ad39a5bbb235832f,manual_run_1,2026-06-24 00:59:51.346
11463,11463,10034,20241003,2024-10-03,2024,6638,12380,,entregue,6,1066.57,14.0,6399.42,895.92,5503.5,1,3d82888080907a094135051d246de132dd204e302c708dca19694861d49ba483,dd507304d502884fd7fc697af8281ecae2c76b59d2fc7c0fec40db8c12b69855,,48385576e39d6e80ebe0a9f0938b6be666109deb6feb4e136782c135255170b5,manual_run_1,2026-06-24 00:59:51.346
