entrega_key,id_entrega,id_pedido,data_envio_key,data_prevista_key,data_real_key,data_envio,ano,cliente_key,status_entrega,transportadora,codigo_rastreio,prazo_previsto_dias,prazo_real_dias,atraso_dias,entrega_no_prazo,quantidade_entregas,cliente_sk,_gold_record_hash,_gold_airflow_run_id,_gold_processed_at
8728,8728,10076,20240328,20240409,20240407.0,2024-03-28,2024,14440,entregue,DHL,KU180482916BR,12,10.0,0.0,True,1,e3c01794f9391c338098c24c7711d77636ca66055e4c8fc96f07a27341d6d0a0,19cf705d779c6918b09f278c676ced015f9dc4e84f45c0b3c48d158142f74910,manual_run_1,2026-06-24 01:00:14.078
9352,9352,5235,20241016,20241029,20241031.0,2024-10-16,2024,10256,entregue,Loggi,WY603812668BR,13,15.0,2.0,False,1,7ee948f5f241bea413129d0b16b2d1e0abb1be07f67dfc5f1a9a7cd547dc7d86,422abd045eba26dd9739028f07c9876c2605fadd36a937a1acfb2a033631408b,manual_run_1,2026-06-24 01:00:14.078
1043,1043,4321,20240720,20240725,20240726.0,2024-07-20,2024,3146,entregue,Azul Cargo,PH940882961BR,5,6.0,1.0,False,1,53ae6bb9e4e3050ec78fe49ac0211e52d5accb807171063c559e40ec693e182d,1ef8d02a115380848f6ea7daac88cabfe80fdbde6788a0bc60d80a7141f4419a,manual_run_1,2026-06-24 01:00:14.078
10452,10452,4119,20241211,20241218,20241221.0,2024-12-11,2024,14108,entregue,JadLog,OX602224346BR,7,10.0,3.0,False,1,a261eca4d17f59b91bb8d90e69adf6c5167774766e267b710c5a7d89b0b12d30,84256caa1d1c26621f341adfe0f12385493162fc15ab2a672f6f1a2f07f3e5a9,manual_run_1,2026-06-24 01:00:14.078
13071,13071,13653,20240414,20240422,20240424.0,2024-04-14,2024,2923,entregue,Total Express,XK202173153BR,8,10.0,2.0,False,1,f4e9be9650187033f10f6ba75c7876ebafbf1150b9a390642b3a6cd6f1cb1962,c88c459bd673790006dceac5081d5dad5f51be764f3bcb24eecfc8d340022edf,manual_run_1,2026-06-24 01:00:14.078
13571,13571,3955,20240818,20240904,20240904.0,2024-08-18,2024,5170,entregue,Correios,RU100203876BR,17,17.0,0.0,True,1,3ed6c0edc334941aa2ccdaff6e69819f268be79e57728529f5d0004e97bdf8e6,6f78823df846dc70c23d25aef70217d44e832c52761ff0512fa66f6164b745bf,manual_run_1,2026-06-24 01:00:14.078
14244,14244,5761,20240520,20240601,20240604.0,2024-05-20,2024,2849,entregue,FedEx,XH972022459BR,12,15.0,3.0,False,1,fd9a335012a4d425dca3cf76c43bc35a7e30f3eb7304a0492e2afaa5f1aaf98b,ccf132dbec89377c51adaa69685c2b01685dc88c63a980709d8b40008e092457,manual_run_1,2026-06-24 01:00:14.078
14986,14986,5451,20240624,20240627,20240702.0,2024-06-24,2024,12503,entregue,Loggi,AD261926142BR,3,8.0,5.0,False,1,d6079b81806b7f582d5d0478855e793fda00043cdd21940f49384f6a6db05eb4,2d8c710278bc0f69d245ce18780232fc4535b1e095e16182814ce6ce2a1e07d7,manual_run_1,2026-06-24 01:00:14.078
169,169,1103,20240121,20240127,20240201.0,2024-01-21,2024,5260,entregue,Latam Cargo,VU182307693BR,6,11.0,5.0,False,1,c81503de493b559ceaca7609ec69704abea4cda7614de2c9450f55601f2e0d0a,1054468a7cb8ce5844dd2c89e432d549b5114256013707480fe6337d78cb0f90,manual_run_1,2026-06-24 01:00:14.078
205,205,13279,20241004,20241010,20241017.0,2024-10-04,2024,9835,devolvido,DHL,XH921068040BR,6,13.0,7.0,False,1,1d6799cd385972604473dd4bcd02b57b84474a826a336c4dfd8d4722f08be691,7bcd4684494cd05a4fadbb404d94f5589e2d97b14c84dd2b036c021848ce45ab,manual_run_1,2026-06-24 01:00:14.078
2915,2915,539,20240609,20240621,20240626.0,2024-06-09,2024,6907,entregue,Latam Cargo,HW774086607BR,12,17.0,5.0,False,1,51be092b719ea43242679a3eeba16d87604ecb1bb6951e5e9e5be0dae29b33ed,9d918666e1248350ed469e92442eb563ca4ffe762a34496c37528916b90bab9d,manual_run_1,2026-06-24 01:00:14.078
3299,3299,10841,20241128,20241210,,2024-11-28,2024,13192,em_transito,DHL,TK202089377BR,12,,,,1,ad4ebbb2d21bb3dd2c9b5ff62fc45db0d8e8e3939ed5e5a680bd24d5e33c34cb,37a71781e9bf6941a4ae61a85c4c83d9982b8d8f242e6c47ae5365dbf9a4814f,manual_run_1,2026-06-24 01:00:14.078
4465,4465,11595,20240830,20240910,20240910.0,2024-08-30,2024,14582,entregue,Azul Cargo,EA759034263BR,11,11.0,0.0,True,1,796fb8cf27f6e5e167e076457ed1e3483f18484efa171cabd5a6795982b055ea,9dd7f777a34477309760524dc3beba6d91f8cc4e32c3b74c6fac5a663a8bb6ea,manual_run_1,2026-06-24 01:00:14.078
4690,4690,8124,20241009,20241015,,2024-10-09,2024,560,pendente,Latam Cargo,TU272344458BR,6,,,,1,70877523d294fd95f4794e22be20d53f09211520f8a46c8e3a3bb156333508d6,bacde32ea719a4113afdb9d9039a49341f481cb42e29b8813ba2c4e173c8d3d4,manual_run_1,2026-06-24 01:00:14.078
4736,4736,5397,20240618,20240703,,2024-06-18,2024,9092,em_transito,Loggi,QY700401669BR,15,,,,1,38c4797f0d0df69344b9921a446c298c9a421b91d6e119ae9e0ce5160a2ee049,78180b1d7c7e6d788226aa246c6f778c112cfdf72e5f07afd12bd7d43deec713,manual_run_1,2026-06-24 01:00:14.078
5291,5291,1056,20240406,20240416,20240415.0,2024-04-06,2024,6938,entregue,Correios,TL726037544BR,10,9.0,0.0,True,1,8f257f85d95452b1a32b731f30ff0d035785eff9823d3a520deff7e01e2b58e8,5b0f7c09b2667cbda425fa1621624f225dad8c0e5e7e65220613bb0b59ac3ab9,manual_run_1,2026-06-24 01:00:14.078
5434,5434,12434,20240307,20240327,,2024-03-07,2024,7455,em_transito,Azul Cargo,NX420292639BR,20,,,,1,a5d848c9af2b38416ce339ed188b446390f78f84987b26120662d08e312b3395,6e83ddf184a6a2f2664491aabb33d0a13eb766640b13d29ed13fce1e2b5bbc2f,manual_run_1,2026-06-24 01:00:14.078
5543,5543,11857,20240926,20241001,20241004.0,2024-09-26,2024,12505,entregue,Loggi,WA960543401BR,5,8.0,3.0,False,1,da4966e371670396025e9d1b2b5a2b15990bf04ae488b701a2a3a2f0c6275573,5603516e9391dbf675bee390bde7a92667ca57f6e91681077aaa92a5b3ac64b9,manual_run_1,2026-06-24 01:00:14.078
6217,6217,13064,20240212,20240216,,2024-02-12,2024,10569,em_transito,Azul Cargo,QT880619958BR,4,,,,1,a4ceba65037f468a5b7e496f127711efa610554bbbe605ecc944c7f9a0271765,ec9328e9061b572bd270f2816b9805057fb3d96ec7aad15a0a3a15516aca0533,manual_run_1,2026-06-24 01:00:14.078
6605,6605,5984,20240211,20240223,20240228.0,2024-02-11,2024,11367,entregue,Azul Cargo,BN459471655BR,12,17.0,5.0,False,1,b61a3960d10f168cdd093e1862bb8bbe524df245f82d523b82d0c878be4a014b,099c57bae8ee2b5fda2afb392dba8aa43d8db3debcc63914c2871a8d9b61962a,manual_run_1,2026-06-24 01:00:14.078
7746,7746,13184,20241123,20241204,20241210.0,2024-11-23,2024,12996,devolvido,Latam Cargo,UM900849168BR,11,17.0,6.0,False,1,b97d11a486ee42ff873c7e39fcb70f0185234de2a60a4b0a5715cbcbec392cbf,3fd5ea18dcff9b13f00682e0a5703b52e5ccab65ed46bef690c747e3c623bdce,manual_run_1,2026-06-24 01:00:14.078
9296,9296,6418,20240225,20240308,,2024-02-25,2024,4538,pendente,JadLog,XH145344795BR,12,,,,1,537f11db3e29430ef16de5b1397526ec4e5c9d088d17366686c201100261a497,a72941b36e8f0ddb786f11df511518ee04ce59dcdcd971cfcc8b3c8124adf152,manual_run_1,2026-06-24 01:00:14.078
10014,10014,6175,20240515,20240604,20240602.0,2024-05-15,2024,5471,entregue,Loggi,BV463145976BR,20,18.0,0.0,True,1,2fcd9dd28cbfeb26adb72d313a7506065df2571111cab00064f351e04c0cf6b8,58248bb96e6cd7768782a59bcde2080b5b20262b9fc32d5c661f3b022c3b3eea,manual_run_1,2026-06-24 01:00:14.078
1022,1022,4868,20240329,20240403,20240401.0,2024-03-29,2024,13543,entregue,Azul Cargo,CW326227944BR,5,3.0,0.0,True,1,c8f84945a3e8f8fe779e926601c55d2a59d19dfbdc4ddb1ce628c734a36f3338,6a4c9e11f02ecc7d5fb3dec7ab157080e3f88bd64e4bb4b071815e0d5a4b9b33,manual_run_1,2026-06-24 01:00:14.078
10305,10305,4427,20240413,20240502,,2024-04-13,2024,5596,em_transito,Loggi,XV697233223BR,19,,,,1,39c3627d40d0b9050745b7055d20a31df5a8f797c077ca397a3475a7b5b255d9,f62fcecc50b0aca0cb54941c7bc0e3081b29013e8b3cd98688c6f1a238436ee9,manual_run_1,2026-06-24 01:00:14.078
10978,10978,1618,20240117,20240123,20240126.0,2024-01-17,2024,10676,entregue,JadLog,ZA167741293BR,6,9.0,3.0,False,1,504e8e36c389be463dc94a350f4ddc8cd15f19072742ec7a2a8357a8c26b7dfa,ce8dfca1ee937b5ac51389be2187091480b485bc4ac7ccb16b0f1c1444b1ebf6,manual_run_1,2026-06-24 01:00:14.078
11216,11216,14690,20240813,20240827,20240825.0,2024-08-13,2024,14,entregue,DHL,KQ727916479BR,14,12.0,0.0,True,1,f5aba1a7aa7c40b6cfa4b4805e79d4eb62d77142b6a90e566494430794b13fab,33a43922b2d79ea6e50f84a0314987fa2d9181a2e7546532f1ce5312e38fe370,manual_run_1,2026-06-24 01:00:14.078
11540,11540,2479,20241126,20241207,20241208.0,2024-11-26,2024,13529,entregue,FedEx,BR211612748BR,11,12.0,1.0,False,1,2b081ccdf86310f816b6e2049e03535808652d6eb27c3948c83d8df9409480ba,98bfec5a9c638db8d0604771da6e1afc23e9ad7e718c994e390e160ca9a7a7d0,manual_run_1,2026-06-24 01:00:14.078
12258,12258,1767,20240617,20240701,20240710.0,2024-06-17,2024,12817,devolvido,FedEx,XY943570667BR,14,23.0,9.0,False,1,32405761720a833b916bacc2d0a8f8ff3ab0eb1f418eaa4892dc004635181e98,3b8b31bd11ca3f39d1e7b665c4b17a0c4104fe10a0f388bdca6ce3bd7740000b,manual_run_1,2026-06-24 01:00:14.078
13145,13145,6291,20240823,20240830,20240830.0,2024-08-23,2024,7157,entregue,FedEx,XH302156729BR,7,7.0,0.0,True,1,fcd2dc0485671e9da280927d9f86d2b60c0980ce471dc1d7cd3519b483aebec3,089e2740f590a03c79dbace5dddcf3f1c16a1062f5875745c4cd406fba830ef1,manual_run_1,2026-06-24 01:00:14.078
13619,13619,11036,20240429,20240507,20240508.0,2024-04-29,2024,5421,entregue,Loggi,SM179088632BR,8,9.0,1.0,False,1,633e4e2f6b035f7224cc0a788ab55ab5cf02ee1f428854491be32f88c6c225be,534a15b65736bc49613970766f8c8c39bd0eef424d5f6eaca51e4074c2db7136,manual_run_1,2026-06-24 01:00:14.078
14549,14549,2882,20240723,20240802,20240801.0,2024-07-23,2024,445,entregue,FedEx,XD435612661BR,10,9.0,0.0,True,1,6147b3fa3535c286130ab428d09fdff90b2fe720b1fe88287c8ae4dc853947b7,046fe7cbb2a847c2746a0898e6eeaf58aa99fe0a8e9527facd3070ab0ec44856,manual_run_1,2026-06-24 01:00:14.078
163,163,7882,20240122,20240207,20240207.0,2024-01-22,2024,13595,entregue,Total Express,OS746122789BR,16,16.0,0.0,True,1,c9eda4ebadeb864648d66e776dca723ec88222aaebe11db9627bb7beb4bf339a,d3fe3938dcb24a33c6baaf0b22a874d3f299686185e7e165ee6bd61d5b103991,manual_run_1,2026-06-24 01:00:14.078
1782,1782,3231,20241025,20241109,20241114.0,2024-10-25,2024,5426,entregue,FedEx,ZJ799044216BR,15,20.0,5.0,False,1,740e6e8ec227a7274098c9423b141ef86fea374527569a78189b1196fd9fd2d9,5e2ea552160b9a8416b5419633fb13831d7f376ae56b2c0e6fdf4720056d05a4,manual_run_1,2026-06-24 01:00:14.078
2183,2183,11467,20241030,20241110,20241108.0,2024-10-30,2024,6886,entregue,Total Express,ET138565860BR,11,9.0,0.0,True,1,9958d78b61a858452afc01d1d6103311b2984698942996f1d2ca0946497f0bf1,ddfbe55d93b679354c5d2ccf08b7b17c9fe06dd0b1031180efd0bf59d104de9a,manual_run_1,2026-06-24 01:00:14.078
2626,2626,12205,20240510,20240518,20240520.0,2024-05-10,2024,9069,entregue,JadLog,NJ280815065BR,8,10.0,2.0,False,1,6f6a773c930bd69fa752171cc89e4347fb6422130e53bfb349b684f25693e0c9,1ce60f3b58724dca2578cfce152f02d9ffce41b139fd9b07487d672cccdf6783,manual_run_1,2026-06-24 01:00:14.078
2737,2737,10845,20241031,20241110,20241112.0,2024-10-31,2024,8279,entregue,Total Express,SS593008611BR,10,12.0,2.0,False,1,d130abc1f980566789be63a2197a1c914526d7f5b3371b46f5d9029e084e079b,3de035530c5e151546551706bb8b8496ba66f62c95180aa6b0b344f93c4da9ae,manual_run_1,2026-06-24 01:00:14.078
31,31,11073,20241103,20241123,20241121.0,2024-11-03,2024,5298,entregue,Latam Cargo,MF910171041BR,20,18.0,0.0,True,1,7593d759338a5c3bce181c8cf2c46b15c703730868d0a5b578ebe1c42e8ffcac,0df468ce74a8ed5ebc52a1059ee6da22479e8dafa5c6346e32f1df94e9d95be9,manual_run_1,2026-06-24 01:00:14.078
3117,3117,7068,20240822,20240906,20240911.0,2024-08-22,2024,7801,entregue,Azul Cargo,EQ694799147BR,15,20.0,5.0,False,1,6a7f5a0d98448caa3f33284801ccda16c91fb14490f7b4a36df6c1d5f5c7bdea,7d0cca17e3f5fb3835307fea4d9af72c4177392f9a88aef496b1d1c4f0017250,manual_run_1,2026-06-24 01:00:14.078
3194,3194,4954,20240616,20240624,,2024-06-16,2024,3414,em_transito,DHL,GT840224636BR,8,,,,1,eb7c3389571dde13401980bed877ec739e3803bb7c9967621d696306330a6420,d7ff12f0ba073ae8c9d377285d6e14abbd35e7d74b6b4ddc9a91740503e01e30,manual_run_1,2026-06-24 01:00:14.078
4160,4160,4782,20240326,20240329,20240413.0,2024-03-26,2024,2828,devolvido,DHL,IO044624612BR,3,18.0,15.0,False,1,6bddd5b8c251c0475c18dd507273389c266ad742a908f212634686ce3e3f8e8d,849370fcfb02e40e39ec52f75610aca9c474963ed378e5d5aec6b17ce214f84d,manual_run_1,2026-06-24 01:00:14.078
4986,4986,6287,20240616,20240626,20240628.0,2024-06-16,2024,9074,entregue,Correios,AT796847715BR,10,12.0,2.0,False,1,ab4cef23c311474cf3c7f6ec832baf06b6f40a54716a4539407cd79c314d8a6b,4a859e8903f885a9908bf7d1d904a84628697e14ab7c8defa49487dbf0aec39d,manual_run_1,2026-06-24 01:00:14.078
5183,5183,2429,20240513,20240520,,2024-05-13,2024,2318,em_transito,Latam Cargo,TK092080856BR,7,,,,1,449de326ac4a111412ce87ace814ac206bab4b576c964b06c8ec1c105b2b4261,c1cb485c8b3409160ac493539819f4d9604e8788db7e5acd292ea45c5e286c61,manual_run_1,2026-06-24 01:00:14.078
5692,5692,2171,20240903,20240909,20240909.0,2024-09-03,2024,9359,entregue,Latam Cargo,KW925470000BR,6,6.0,0.0,True,1,5583e302d8b2216a1acc03b04a5242e622880a0879ad0b99e8bee7d50846c8ab,a5c4fa1a9c9b843192bccbc6b7e1144bd29dfbb3e14256aadcb340ca412dcf67,manual_run_1,2026-06-24 01:00:14.078
6093,6093,9505,20240522,20240529,20240528.0,2024-05-22,2024,9635,entregue,Latam Cargo,LN606213610BR,7,6.0,0.0,True,1,1abc8bc773236b36ea3803a2738baa615e5b867e8922aed67a9e93b8dd1a8961,262c5545f2bb0fedf8951f32a6194914c715a083c487655336e90aae63882989,manual_run_1,2026-06-24 01:00:14.078
6213,6213,2860,20240630,20240710,20240708.0,2024-06-30,2024,5947,entregue,DHL,MK021419041BR,10,8.0,0.0,True,1,fb58ee01c8a7b19e99b29d5e95943162928fbe0ef9c0b89a740a8c308f35b0d0,4e5b2c7d9b95d72d1e64f58e14bc1595090caa34d5120d07e8a9e5237915eb1b,manual_run_1,2026-06-24 01:00:14.078
6368,6368,8671,20240319,20240325,,2024-03-19,2024,10963,em_transito,Correios,BL042849408BR,6,,,,1,e5117499f647ad9199822cd3bf7e1b01332d39dfbf5e7a6e3ad0f792e51c94ad,ebfc9273d683c1f6c49bf46e99da036a1b1b8d9c4ff3b7e43c87cac5f2122049,manual_run_1,2026-06-24 01:00:14.078
8825,8825,8205,20240725,20240805,,2024-07-25,2024,11825,em_transito,JadLog,CK487894994BR,11,,,,1,6c96fe77b1d197d20e5f7c461dea57564666778ee5ffbdf339ff177bf7f22dc7,94174ef94b92d753fd16531cab7f02d03454f0d20229d4c4097bd3b542cd8f66,manual_run_1,2026-06-24 01:00:14.078
9083,9083,7948,20241204,20241212,20241219.0,2024-12-04,2024,10844,devolvido,Total Express,ND973607061BR,8,15.0,7.0,False,1,672fa6052e91835138e6909fd351331d65ff478df21aa48b650fb31498213bff,57d8975c30d915e9ef7364041518cd57d3c17bc8dade37f2348864f6c554c529,manual_run_1,2026-06-24 01:00:14.078
10171,10171,11178,20241203,20241211,20241211.0,2024-12-03,2024,3481,entregue,Azul Cargo,GW664963152BR,8,8.0,0.0,True,1,320345242991197b0d727ace5ccf045167f1334bcc3f9d2afb6f1c1ac7dd26dd,80411dfe17e247d98d2e6ba9c636ffcf6ce31cc99455ed3fa9d3ba8a2bbceca7,manual_run_1,2026-06-24 01:00:14.078
10316,10316,13132,20240326,20240329,20240328.0,2024-03-26,2024,13277,entregue,Total Express,WZ557037451BR,3,2.0,0.0,True,1,d613131a75b64bcc8b5ade9dc5c91f8b2342d9d592a71867590a486c240cfa09,98f4aa97c87713f8175b95a803457928c8f7a29dc2efe4d248648beac2575573,manual_run_1,2026-06-24 01:00:14.078
10673,10673,14908,20240604,20240609,20240614.0,2024-06-04,2024,9410,entregue,Latam Cargo,QV215442014BR,5,10.0,5.0,False,1,acd38e94e315b5ce8274f6d71552cad2e80a5155c57345bfaf1ce88911fb5945,d4cb98a0497c5d818f7b56cf0fd50b94164ba39799b3ad7a39725e287dea6996,manual_run_1,2026-06-24 01:00:14.078
10969,10969,7052,20240704,20240723,20240805.0,2024-07-04,2024,12496,devolvido,Correios,AG853283205BR,19,32.0,13.0,False,1,c3e65295d3f25098b4efa46324d639d7d3c54a1bc5680827c610093b030ae9cb,62db49e25b5cbe15cbaaee937098be5bee0e79844e766b46bac0c3485d6250ae,manual_run_1,2026-06-24 01:00:14.078
11229,11229,12803,20240225,20240228,20240227.0,2024-02-25,2024,2694,entregue,Total Express,FB467127356BR,3,2.0,0.0,True,1,5a86d8dae88e85c0dc33bf802c13df6d92392a7ee7a22d15df1beb0729950fea,8156dd7e72d2d01e69432b5225948a059e3cf0c70a7c7a21bd1ba2778a4bb598,manual_run_1,2026-06-24 01:00:14.078
11898,11898,3403,20240117,20240204,20240207.0,2024-01-17,2024,12268,entregue,Loggi,HJ834445784BR,18,21.0,3.0,False,1,bbeb262feb0933658715c3ebb021b8ebe837688f80b5143f3a87c5a4c663fbc1,8fa38435ec5ac00c75e5ff6bac391f329621c8585d6087f189b2c6ffe0590e52,manual_run_1,2026-06-24 01:00:14.078
12579,12579,1785,20241119,20241130,20241130.0,2024-11-19,2024,11180,entregue,Total Express,IJ269324704BR,11,11.0,0.0,True,1,254be424be7d69b184230a699493d6b81c93cb52fa3544a520716c1005c1d165,6f9481b653bc395e6e2fc53605ecb26c3608e9ac59ea625400a25cdb6f787d90,manual_run_1,2026-06-24 01:00:14.078
12649,12649,12643,20241018,20241101,20241103.0,2024-10-18,2024,7306,entregue,Total Express,QK648489348BR,14,16.0,2.0,False,1,45cdb913f0a91164470602cf74b82670c759fcc47337eaf61dc28a8fcd05ecda,e9181df431316a81f3047ae888b4ab49bb4b0471a60cd6e86c9c7693d806bc85,manual_run_1,2026-06-24 01:00:14.078
12989,12989,7054,20241203,20241222,20241223.0,2024-12-03,2024,6297,entregue,DHL,JZ338944895BR,19,20.0,1.0,False,1,8adb0782a0aaf6c093889230918c8e7c490d9a7b59f22fac6af1a29d36d2cd9d,9e352e9dd6c680352f67e9c91043b4562bdcd982bc8a43a9f7a7e4b2c7969fc3,manual_run_1,2026-06-24 01:00:14.078
13106,13106,7422,20241022,20241105,20241110.0,2024-10-22,2024,9163,entregue,DHL,FT705960675BR,14,19.0,5.0,False,1,507d55e7ed701bd2d7b3bf510bc17b11effc77e3b6a1a58f0c62c4b27f740aa6,ced0709ed3a5f5c98fd774a3e860b0a265e4c3e49bfbc8bcb6e6473c6f411c26,manual_run_1,2026-06-24 01:00:14.078
13870,13870,12403,20240817,20240904,20240905.0,2024-08-17,2024,9180,entregue,Total Express,LQ425481925BR,18,19.0,1.0,False,1,77735ab1bb0cbe627961b297c713b73bdc6b95589a14927dcf74d50e72b27b48,934be5dd0f794d0d6412818845a55262d403ab2fbea2d654551e9e38e92011d7,manual_run_1,2026-06-24 01:00:14.078
14341,14341,8995,20240927,20241011,20241014.0,2024-09-27,2024,14471,entregue,Total Express,QI461533160BR,14,17.0,3.0,False,1,aa0d4d8d0274f506d6c227f9d2dc0379d7d0e2da8abdbdb51f61357cdbab7f7b,4a60709abb21b62551d346dba4399b643eac43bd8db0edfbef6b711c158fe65c,manual_run_1,2026-06-24 01:00:14.078
14368,14368,6912,20240602,20240614,,2024-06-02,2024,12152,em_transito,Azul Cargo,LN773882402BR,12,,,,1,14d9d0ae85973f1eac67fc4a4bfd22156b53668a80fc8b70b6b48ed7c8b42fd0,875c12a42b7b3385feb046e58a9600e0f144f567be6cb48bb65bfe97ff299bd2,manual_run_1,2026-06-24 01:00:14.078
14788,14788,12170,20240116,20240201,,2024-01-16,2024,14089,pendente,Latam Cargo,DC346905755BR,16,,,,1,fa4600ccbf118116e5c31b83286555eea9237fb1af655a7a13504fea82494da8,a31e0e6a5357fd2a9db279e592ad8eb011fb12bebb2a79f609352b02c28abbfa,manual_run_1,2026-06-24 01:00:14.078
1733,1733,8228,20240116,20240201,20240203.0,2024-01-16,2024,7984,entregue,JadLog,HA749751387BR,16,18.0,2.0,False,1,1c6b21bdf6d67c934b8e1b100c9e26d2a5ed0a098c49d0919c15d9137c08f0f3,eccf68ff7f499754ba34913b5e504348a5f5a600c12ee77b497f117155becede,manual_run_1,2026-06-24 01:00:14.078
2979,2979,7898,20240224,20240227,20240227.0,2024-02-24,2024,6815,entregue,Total Express,FY865269365BR,3,3.0,0.0,True,1,6b6a4f902a44b07f308f1dc41b13ae67fe89ac59854eeb1347e6fd2e7a45e5ef,1ea961be1b1938a67157b6525de5ced52acbb973ef3c98a84675651279f78a4c,manual_run_1,2026-06-24 01:00:14.078
320,320,12041,20240610,20240618,20240622.0,2024-06-10,2024,14845,entregue,DHL,SG969227287BR,8,12.0,4.0,False,1,29f60f136e391c23a1c952d69fed4f76066db71e403708c023dbaa0add5eb44f,1f46454aba63d4ab4699bbdde94ccd02ad065bbf818a10f84032b49e66f32978,manual_run_1,2026-06-24 01:00:14.078
3347,3347,1645,20240923,20240930,20241001.0,2024-09-23,2024,3137,entregue,Correios,IA289794236BR,7,8.0,1.0,False,1,19e4edc73181ec8f8a086637cef9104e0d5f57ffa9ff668c21f48483685965e2,5552f3193d5fef4ef09af976a2835f83f1cb64e10ebc7508448cd286da378726,manual_run_1,2026-06-24 01:00:14.078
3350,3350,8178,20240911,20240919,20240921.0,2024-09-11,2024,6677,entregue,Azul Cargo,RG806978012BR,8,10.0,2.0,False,1,49f41aa70ffba5300cc38296167bf462676383cb2ff86b122d865f39a9ade01b,a4f476169d028b9dad2af5df5201bcbfcf07cad6e91db2db38d70a4a27bf92a5,manual_run_1,2026-06-24 01:00:14.078
3619,3619,9525,20241001,20241016,20241015.0,2024-10-01,2024,5116,entregue,Latam Cargo,LF956577527BR,15,14.0,0.0,True,1,19514cb9f32ec3d4fe0e71c620fef4d6647bbeee0f35e6745712b6e544b3315b,f6c2940ed4e34d8244097852fc27eff760515dd0d89df9ddf25ef052915cdf96,manual_run_1,2026-06-24 01:00:14.078
4892,4892,4305,20241028,20241113,20241112.0,2024-10-28,2024,12312,entregue,Azul Cargo,VR033657253BR,16,15.0,0.0,True,1,9d4df18ed23ac6991989b96d9faf92431aa9fb16d4ea266d2183aa2fa15938b9,c4f8c80903e90292b0712b72e1e74b00ffc9b69c7888378a5055f1d9747a64cc,manual_run_1,2026-06-24 01:00:14.078
5349,5349,8946,20241226,20241229,20250103.0,2024-12-26,2024,10833,entregue,Azul Cargo,MT057519724BR,3,8.0,5.0,False,1,61c65772b3133e426a4a5f2166df35c3085f6b60863d59aaf22cd4d08209c419,0618e12dadaa218a814ab46d52be2de1c539dcd69f57268a72c4d77efc27270a,manual_run_1,2026-06-24 01:00:14.078
5769,5769,4357,20241002,20241010,,2024-10-02,2024,11249,pendente,Loggi,AT526530101BR,8,,,,1,47efa51fdeee774b44f189a96bf46df4e098bdc687926b8f1e058a39d60fd61f,daaeb3c53168aa973dfd28c0de345b9bd68c8d1baa663d66ad829557103f9b16,manual_run_1,2026-06-24 01:00:14.078
6573,6573,5794,20240501,20240512,20240521.0,2024-05-01,2024,5717,devolvido,Loggi,VH136248989BR,11,20.0,9.0,False,1,f4dc0a52457bccd58701e685cf3f1ccf66ae2231f0a84903f14b2d9aeb859d6f,9a77275870fb0adfe5fb164ff0d13d6039d16bf5b892b18ea1310c309b3f2eb4,manual_run_1,2026-06-24 01:00:14.078
6859,6859,10785,20240618,20240626,20240701.0,2024-06-18,2024,14314,devolvido,Latam Cargo,VO898945822BR,8,13.0,5.0,False,1,63282586246d7da4d7f153e7d2a32a406243a162e637a67ee226111f4e44a71d,25c409925d6a3a2cf86652cadff105d43bc496a11b9c399b4f1a78e6d5e90872,manual_run_1,2026-06-24 01:00:14.078
7022,7022,8522,20240301,20240310,20240309.0,2024-03-01,2024,1659,entregue,Loggi,MV363269953BR,9,8.0,0.0,True,1,6895b476b2b537e7314d336cc13b45432c44ac51a58970a82ab938eeeebf4bfa,e4b7ba6288db5b5017af18cd942759a0c98028cae79b4e61b460d03258b50a94,manual_run_1,2026-06-24 01:00:14.078
7764,7764,10836,20240329,20240417,20240422.0,2024-03-29,2024,12172,entregue,Total Express,MU547168975BR,19,24.0,5.0,False,1,2d6656f68b6e9ea924b6f5a53c112182e15898a6b51970ec7bc6dafe49ad7d0b,4564c9c3b8c419bc17e4db30ff174ef095310a8ec38cdad7857d121aacaf5be9,manual_run_1,2026-06-24 01:00:14.078
8282,8282,12009,20240212,20240226,20240229.0,2024-02-12,2024,12003,entregue,JadLog,ID198492994BR,14,17.0,3.0,False,1,03598e71c362f29ea76c14d78c96c1dbf65165d7882561676a87885cf624742d,22578128a212ca532ecc1fd92b847b1eb76c63bdf5d69a46173b8fd61eee021e,manual_run_1,2026-06-24 01:00:14.078
8620,8620,2032,20241007,20241022,,2024-10-07,2024,9091,pendente,DHL,QH878790992BR,15,,,,1,756047d6f02bc8e655b344b5fdfc83e122e10a002ba6523586b7293d6e2d37a7,65381695b17acd2b789d8739dc58a4823bfa2b4f04c94864a673220a11a2569a,manual_run_1,2026-06-24 01:00:14.078
9542,9542,1181,20241212,20241230,20250101.0,2024-12-12,2024,7459,entregue,Latam Cargo,JA819513698BR,18,20.0,2.0,False,1,48f05a5eb2599cf48c5b837b780075143dd465971d8b4544a65f092a362f1bfe,cf39ac278719fa40eb710ad3304f33f38f11867c3e69d9ec9aafcbbfe63d4d71,manual_run_1,2026-06-24 01:00:14.078
