avaliacao_key,id_avaliacao,id_pedido,data_key,data_avaliacao,ano,cliente_key,produto_key,nota,comentario,avaliacao_positiva,quantidade_avaliacoes,cliente_sk,produto_sk,_gold_record_hash,_gold_airflow_run_id,_gold_processed_at
6027,6027,1887,20230618,2023-06-18,2023,14999,9855,3,"Poderia ter mais opções, mas está bom.",False,1,9bea358972cf904183b90c2b1337ac4cef78fe559fde5060393331cca5442d56,dd4612987576238b4d6b11d1f0cbf5af4cf367e790f6afe81785a1e7720e5f84,78ae0c16c22f189d88d1b8afd03a31895b43b2357fbcb8ceb42b00f69828c11d,manual_run_1,2026-06-24 01:00:31.919
6630,6630,13640,20230406,2023-04-06,2023,186,7883,3,Qualidade mediana pelo preço cobrado.,False,1,a5e6e8df1753dbd5b4e6a4ffd80f4feab5bb13d3ba4a49a8e613d83e8a2ddb84,6f2f12de30ac6ed670fe8bf2814d0118d97074b78dc851e9f1cf49d99f9420a9,ea4a5e6e3c5ecad1015f8b0f6cb5af77ed0a21641e7b6d9cafa3a8bf5180a76e,manual_run_1,2026-06-24 01:00:31.919
6871,6871,2344,20230420,2023-04-20,2023,11521,2999,4,"Produto excelente, superou minhas expectativas!",True,1,2dd990075a8e9ef1e712ffdc726b29d35571ef97849bc964a2a7967adfa6e1f5,19ab8798970d4124e9878b4aae8a07c09b7f158863f78e1cb237dddff27ad795,ae10a9c4408484135ad6c60287a80e1145b80ad48d803abe03d9788c2a56131c,manual_run_1,2026-06-24 01:00:31.919
7053,7053,1463,20230428,2023-04-28,2023,3886,4891,5,"Ótimo custo-benefício, chegou antes do prazo.",True,1,04c05f6cea6b3670352a497bebbd7f4b996d333ee395f72f90862454020463e7,0a28c1842ebf4f62d0415d9cca76610442db9358159abb436030830d28359ab2,be7426690f3882889da7367430a0b3de72bf36de4ba7c6b5ca5041fb619348f6,manual_run_1,2026-06-24 01:00:31.919
7602,7602,10590,20230904,2023-09-04,2023,10829,1939,4,"Produto excelente, superou minhas expectativas!",True,1,63b4e97afb76ea5a3e20732fd6cbefd2116ca7cde619b548629b08074dfefc59,49dacbd98bc3f45d58f23600d3fe01ceecb61473d899f588789865fc5e81334d,868eb9f210cfad12814c9afcc264146a5e3dd37eadd8a2750c9366c50440cadf,manual_run_1,2026-06-24 01:00:31.919
8131,8131,2879,20230827,2023-08-27,2023,12526,4811,5,"Ótimo custo-benefício, chegou antes do prazo.",True,1,534f9535807b3ad2f02d9c31d6b76ee74adbc7f630e8ffec4503d576ca7e5683,fa52fd4f7db871d5277abfc86262309c09506def41dd6f08be51eec2a441f37e,777d217c5618b69342527927b82d469c721efa2eda950681be02241bc27a07ff,manual_run_1,2026-06-24 01:00:31.919
8260,8260,4717,20231229,2023-12-29,2023,13423,9864,4,Comprei e já quero comprar de novo. Perfeito!,True,1,2b7c00812c58ee079dfe24ee6d37f217c7c63eb8b0b0ac60c2ed8c28b1301d38,f732f8f39b323883ca7f7f118fa970d2d256a133a641a72d8feca36a6a18c39e,652afcf825f0122973c0e335df3e3417d942deb712a2cc955e3f3751ddf6c181,manual_run_1,2026-06-24 01:00:31.919
9629,9629,1886,20230203,2023-02-03,2023,11146,13745,5,"Ótimo custo-benefício, chegou antes do prazo.",True,1,28944df2f3127d15b69d2ce553737444ddbb01d06618800916edc0fc21dbf12e,f1ba232ad49186634b29cad605627554e5639579ea26659f79e19245c9babe5d,98cccfc1e260d91dee5d0cdd4ef1655f46e5324d7701fda5332b0e06243ea874,manual_run_1,2026-06-24 01:00:31.919
11096,11096,5770,20230613,2023-06-13,2023,4389,7341,4,"Muito satisfeito com a compra, recomendo!",True,1,044de0e6bee8fce6bf860a91cf0c94e4d42167077738b577a1e2a6b4f571c513,4492bd5cf60fc3e04df377b9992b20862f034f3c33e456d78982a24f5f383669,c5dd5c2ec92ef8ec91dac5bca74762c9c50149d6b18dd966e304accc57f0e423,manual_run_1,2026-06-24 01:00:31.919
11404,11404,14975,20230330,2023-03-30,2023,12857,1012,3,"Produto ok, dentro do esperado.",False,1,de69ef6b17955677efcd653287dff5826b782b40fa29df4226999525a70aaedc,a8a8eb63e106a71db991f793f00a902c93029304437e0707f33a4569448e109f,9c167720eb9c63f10b6243a244267928f41bfbe35d9bcc73de7e7905d4eed2c8,manual_run_1,2026-06-24 01:00:31.919
11409,11409,1762,20230216,2023-02-16,2023,1564,6538,2,Demorou muito para chegar e veio errado.,False,1,3f959a12149b45aa88068feb8a312043166b9fac23bad42d6af0a8424c5e0067,2eead127e2e6b45ab87dba58de542cc305d622b256ece333a005a2dff42f114e,bfb7bf2d0141370787d20338d578e98003737950aac3e4ce5b03ce5d52fc8331,manual_run_1,2026-06-24 01:00:31.919
11868,11868,7595,20230510,2023-05-10,2023,3339,11609,5,Comprei e já quero comprar de novo. Perfeito!,True,1,1f4afe41fa6fae39b9817a01f56cd68f112c658ff281e888a8191ee27f3eed28,96d86b13627783d4ea05be8de48c9ea2ce5fb4f2a4841e4cee5f0af3b9b4e489,d3ff0ae4ed3a324e062b452fe9d6a90e2773a9a82909f1f91be55c78957d1e24,manual_run_1,2026-06-24 01:00:31.919
1246,1246,1381,20230305,2023-03-05,2023,7365,13664,4,"Muito satisfeito com a compra, recomendo!",True,1,8afe85bd0fa8294adfcb7314f69c141e80f3c25c346464c528af89ec2ce70c26,e759abf13632bc200cc2fdccd755822be74a2500953db893547750177b99660a,aaea30e26331a2511dc414dc8055a0578f566b57b8d4a3694bd6be58368c1bfb,manual_run_1,2026-06-24 01:00:31.919
12590,12590,6024,20231218,2023-12-18,2023,4149,11856,5,Atendimento incrível e produto top!,True,1,7118ca9007a3091eb8e75cffc623e57614c9d74863b76e90e740f2cb6828d0db,87372fade4aedaaa722c9b76d187c3bc19eaaf3069c6cc2ea60aab049cd384d7,900d9454516f04e2169d92e76bef118e830c1d9bfc8eab944db396aaf97913f3,manual_run_1,2026-06-24 01:00:31.919
1350,1350,12566,20230507,2023-05-07,2023,10524,7450,4,"Produto conforme descrito, embalagem perfeita.",True,1,dd552b257c3826a53c5b027c18d63f096fe28f65fd0cc18e8fd98df9bf14d76a,8ddf00d15c41886099bb7037373e3d7e6887792193db5ae31b1dfa1c16110e9a,991300806b5957d7da9a3148b2eaa1eb79eee14514b99e00de7d4cd5207a72df,manual_run_1,2026-06-24 01:00:31.919
14015,14015,14550,20230904,2023-09-04,2023,14009,99,5,"Produto excelente, superou minhas expectativas!",True,1,f3dc35e2cbfbae56e1ee89a323836111d1114079ee027d0ed0bee84e178cb1bd,f1d2531c5431f8df5035503d200211da3318afe1bbe34ff8aa805b194b7fe0a5,9e53c0a70a1db4af8d41d40eccafa96b756cf536683cfc3f1cd97fa8456d1559,manual_run_1,2026-06-24 01:00:31.919
14312,14312,4942,20231212,2023-12-12,2023,9278,3740,4,"Produto conforme descrito, embalagem perfeita.",True,1,b1aa0528d39b30ff85092b751b618196ae0a36fb94cd31a23d0d0f9f0aecd830,df85890c625d28f147f94b89cfb8b143ccca28c3f47047a08a536ab5d8b22fa0,63cb46c1e75bc8e1574b0e9f29c54710058aca254de8a0ddfb82a18ef63cec8d,manual_run_1,2026-06-24 01:00:31.919
14360,14360,14328,20230412,2023-04-12,2023,7631,12925,3,"Poderia ter mais opções, mas está bom.",False,1,2632e80d4d2bd6686a62adbfad6850a7d8a0819adbb6c9afccaaa04a0763dc56,6e7322e246310db2486d492ea56bb7c02b13b24abc50c06ab828d93db6a56f2b,c514583894dc9f28c66b5eed98da7de53ecbe2bb2341d33057b0b0366435300f,manual_run_1,2026-06-24 01:00:31.919
4010,4010,12575,20231112,2023-11-12,2023,12013,5772,5,"Produto excelente, superou minhas expectativas!",True,1,a8e6a143925ed59e88f13d8ad6546f32b0153d307a7a9f3af207e292ee425562,ab224fc9d9397b04f0a431dd182f5e2a4ef90d16b9a5c2655b713bc17343069b,f4494693556311a64570602e597a0f545d0728b053683986cd8744652055b823,manual_run_1,2026-06-24 01:00:31.919
4153,4153,137,20230815,2023-08-15,2023,5041,4314,4,Atendimento incrível e produto top!,True,1,1d8a94ac7604d381d461dc53d374c41c711d9b85f5bed7d6c307d5d4b58ad8d6,ba767ca8be016926b8b25d0f7e5712399804a5041726debf69cb42b140556b45,720dc6e731f2d0753d1fc089638ee3ed3b43af27168bfdbff673da4655dfa612,manual_run_1,2026-06-24 01:00:31.919
4155,4155,11747,20231108,2023-11-08,2023,12098,9525,5,"Produto conforme descrito, embalagem perfeita.",True,1,c01b0e6bb7013425062c16189a25e626d155e84dd0d35383992dc6e6d253aa39,ccd5425548cf79a55f6c78bb4448b9362848ac7937bba108c843f39827d1449b,2fae2e7143f1e95c3d93ae2c3f76121196bae90befecf3f2b20a602cf3d67672,manual_run_1,2026-06-24 01:00:31.919
4213,4213,9967,20230626,2023-06-26,2023,11527,7459,3,"Nada de mais, mas cumpre o que promete.",False,1,6146902b8a740c64ca8732fe741f48f5acb9b60112f743c7b03d8c6dbb87bcd8,48f05a5eb2599cf48c5b837b780075143dd465971d8b4544a65f092a362f1bfe,8c3f428e9290d6c6a0a7cf27f75137828febf07010a67cf72fea78e84a18f9e7,manual_run_1,2026-06-24 01:00:31.919
5293,5293,220,20230820,2023-08-20,2023,5521,9434,2,"Produto com defeito, decepcionante.",False,1,ef06e35effee8275ac4f720cef24652e090555eb8bab1e33a57fdaf3a83fc6bf,84b705b674701ff93ca0436b70f109bd1f74416831579f82019d00855b558300,dd1ebc59654ed483061d9b0662348cbe2cc220d8399ed2a0d454802411eecc1f,manual_run_1,2026-06-24 01:00:31.919
676,676,13039,20230502,2023-05-02,2023,3880,14182,5,Atendimento incrível e produto top!,True,1,25b9f9df72a80f7a87ab014beae1fdb356dad8149f53291c1c7725518c824049,9f69b93a279c3dbb75ed5fd47b35b13d744eec5c3544383cdacff67d51d1ab63,2868f962f4cab9219dd6e5bb86969a58f2636c28e56197d891f56e0a35f1d79d,manual_run_1,2026-06-24 01:00:31.919
7403,7403,6769,20230805,2023-08-05,2023,10481,1289,4,Entrega rápida e produto de ótima qualidade.,True,1,49df215efe81f6bafb6527f2b78078509d746ad1b4b19f5d4d8e5b389e3e6550,98d6e2424c0ac518986df2a7e0741c2e3a3b8b7321a6ac2a3ce9323af04fdaff,b7fec72a405c98d2e80438e4f89c08497d5bfb0d7d0b60432c01d1ece9623e42,manual_run_1,2026-06-24 01:00:31.919
810,810,1855,20230724,2023-07-24,2023,14177,2832,5,"Muito satisfeito com a compra, recomendo!",True,1,a3cb1af3e5e4beef4989598834303b8cb0e15ba1301174fa1ed9ccad1743d790,5ab7888ed4309b6ffedca3ad8db560c13e29b581dba0ce38ef757093ac613bae,5150cc0e78c6cc5a57422a9617748f592368a776391a5e224562c7f773378c3a,manual_run_1,2026-06-24 01:00:31.919
8238,8238,6052,20230703,2023-07-03,2023,11210,12486,4,Entrega rápida e produto de ótima qualidade.,True,1,7b86932bdffe21587c61319885e66fa74439453507da5c2f1dd33248c850d330,3c3ed413975bf00384b668cc27def82a2f1aa5e5b797530c91c8a2d48cc4c668,d308a4b54a5db06d50e03686cf67a9132785e7b97f5a55acca814d6699181eba,manual_run_1,2026-06-24 01:00:31.919
9213,9213,12881,20230320,2023-03-20,2023,7524,8594,4,"Ótimo custo-benefício, chegou antes do prazo.",True,1,7c89f05b01faee867e75d236322675d5b22a900df382ee76c46f676870b51574,399d5cc3415f03d7673bd3fa86a88965c815ebf1c5d3f795435262d35cdfacc6,8458e0675fe8961509ee32c11978e295e2f7ccdd6870b76f8fc71155c483cca7,manual_run_1,2026-06-24 01:00:31.919
9382,9382,6555,20230717,2023-07-17,2023,11423,7404,4,Atendimento incrível e produto top!,True,1,600921dcd9a516c8136364ac7f0122cb94c4e4147e0cc3203bbf8b77e06e76df,5da3bd2ad8d4dbf689e96901b0df53af1d0532524c9dff002d0ce97444d7e6fe,0c900aef215752c472afeae575a48a64caed581a7bdd82eb3146faa0a2348dfa,manual_run_1,2026-06-24 01:00:31.919
9709,9709,12149,20230719,2023-07-19,2023,8387,13088,3,"Produto ok, dentro do esperado.",False,1,e01cbb48a04efe7696831376682f658d9735d52c64c8f9f477061e13fc563ff3,3a9b64525e40993d70f40adcae40ffff8455d5e79723fd1cdbfb859b3af94a3c,80ac9f6009bf4d31a4df0b5fb42adc3db9ea92bb24f7bf2ffb9718ba15d99233,manual_run_1,2026-06-24 01:00:31.919
11458,11458,7366,20230312,2023-03-12,2023,14524,12547,3,"Poderia ter mais opções, mas está bom.",False,1,25f4849cc356fb802b558362f6823acdf0170ff9d86c1aa17bcfaaa350ef0f91,c42bc810cfa30431fff3ecc7e4233a6bbe674947f8d017f489d8d97050607ccf,c4507b966ac79d9768e7bc65292da47191d2282a9979b04abfb8bae65a655ba6,manual_run_1,2026-06-24 01:00:31.919
11647,11647,6161,20231107,2023-11-07,2023,59,209,5,"Ótimo custo-benefício, chegou antes do prazo.",True,1,9094bafbc933ac19cb4e1f1ed7d16a99f8691bc038cfaaf214b7eca8666d7d28,8ea3209744e4b5403083d5910c4651bca8ca5fa38c83c838de1df66132ab6802,e1999e28a49cd7694c77f1051582f4778fba677ea63f9e9e8903313a175aa8c1,manual_run_1,2026-06-24 01:00:31.919
11885,11885,3597,20230111,2023-01-11,2023,10490,9485,4,"Produto excelente, superou minhas expectativas!",True,1,fc8888396cca6cdc3c2892aadb9785ed68cbc7bc801083a3b954acd26a6aec5f,70566bd7093ca6b5f32fa8f0e8f5d9790dfc18ff0214bf994cbd570e3ff6ee9d,79b4fb2b5887545bd0ae80b4d3598b1f86b9f894f5fa2fca67421ea2b7d47116,manual_run_1,2026-06-24 01:00:31.919
12867,12867,5463,20230313,2023-03-13,2023,13895,8248,3,"Produto ok, dentro do esperado.",False,1,82d440f925423a073336c59ffbbbb15d125d81059d612f88d81a4751b4f9fdc9,4a519c7e64cea5fc61e798240163329a0ff2ee6ab7837ba987507303752512be,d145be08a7198dc1eb3f0d0ffd4c8742d5db4403ca3d26a596f38af3b14a0482,manual_run_1,2026-06-24 01:00:31.919
13505,13505,3195,20230727,2023-07-27,2023,10576,7217,5,"Produto excelente, superou minhas expectativas!",True,1,8f63e9eb380323016357bdbe8a7ac3bcd27050ededaa1ccf724ffa4f5c78c03c,749579b6b6a678a7be544f990f1209d952872ddd07531366b02295cc310cb976,fdcd2502079d53abb77dca78aa683ccab822b7a168a4cf2828010dffdafb00d2,manual_run_1,2026-06-24 01:00:31.919
14006,14006,2972,20231205,2023-12-05,2023,4635,6698,4,"Muito satisfeito com a compra, recomendo!",True,1,c2596adcba267f2b2ff343aabd9b435b6f649ad1c8b3cd0fb61647b72a61b7bd,e04b841732e8b116542655ee10a53bcd9bfd9d6ee441f4cd3b9f8393fdc28007,4813bdd4fde5bac05680e85a11e6f13f90bb97e2eb4c2e59789a2bf65cf8bb6f,manual_run_1,2026-06-24 01:00:31.919
14031,14031,7866,20230618,2023-06-18,2023,3293,3588,3,"Produto ok, dentro do esperado.",False,1,772eedaa447e87a5cc6287a9a8ec995fc426d08ceebc0d3335497f375816e832,cfe7f5fe57780eb7911273d7a668f6ab602061134b672782f68ba5acacd43256,78582094f1c32accf49c118d26dc9a30a38b49759cf2bddfc58a0f85adb8bfb8,manual_run_1,2026-06-24 01:00:31.919
14765,14765,13393,20230806,2023-08-06,2023,3105,332,3,Qualidade mediana pelo preço cobrado.,False,1,3266f2138eefa0ac26110e4a4437d60ef5429c7826089739d594ab49d3c7a249,285545057525734a94b323db853475bc52d2eb8575a7323e9c7f0d508548cb48,e3dfebfbf65b83864e84a50710a3447114c6018037fcb20715d6b4b7e1353776,manual_run_1,2026-06-24 01:00:31.919
1913,1913,7000,20230307,2023-03-07,2023,5585,6678,5,"Produto excelente, superou minhas expectativas!",True,1,d539cf24ec47a8ea85065deda2c4b02b84104599929fbd49d3ec877f3eb25cd6,e9dc644674a66f2ecfe789bfa20ea9c7fba05eb92cd7f0ffd9ec555dc9462a63,76383be7d2b0438d28745c8888acac4c53f25759695d1bd5d24c842f7945ad1e,manual_run_1,2026-06-24 01:00:31.919
4534,4534,3592,20231005,2023-10-05,2023,7761,11394,3,Qualidade mediana pelo preço cobrado.,False,1,7552efbd008a6bdb3b65e4d00757549d96b17229dc7feb6f9d108d436abfc647,d587a2fe48d7e610ec8c32f8e94c50bf1da8e294054f4a6c1ad3bdecef88ba1f,4f2db67c3936bd629067024917bbb6e46d531fc04f665eadc3bcbc89039307ea,manual_run_1,2026-06-24 01:00:31.919
5371,5371,11057,20230721,2023-07-21,2023,10198,1202,3,"Chegou no prazo, produto razoável.",False,1,cfd24302a19fe1c04d6c2c4ec6f9c3b60b1684bfe50f06295b4d6073c554a043,621802f598694e16c6ca196150125f1e29414be63e4c59d37068b5949fc6f185,9df2a7e737200c858f96dd480b2aabe890c9502faa5fb5b32e0d0a41fe388b99,manual_run_1,2026-06-24 01:00:31.919
6505,6505,8858,20230714,2023-07-14,2023,6394,9688,3,"Poderia ter mais opções, mas está bom.",False,1,9958242899608a236503a1b90371c55e7836caff022736bcf1a3303ec3117c8b,bb0bd329dc492498f13ebb1d7ec219abd40e382ca05b910108bd6c5a5503c7f0,912e0a1871a585f37909a04afca1595087dd86544de394add14c99433db1b5c1,manual_run_1,2026-06-24 01:00:31.919
6553,6553,8792,20230221,2023-02-21,2023,8155,14637,1,Demorou muito para chegar e veio errado.,False,1,f8cc725fab11fbc24172e09fdc2180379719f0c754df10a86bfe9429f3031c2a,30287c2077e5f9ae6a94bafb0b25459b93d15c75b54ba5b20a2293ad65e8888b,6bbd19040f90b2e776d8ce85bc1aa76e8bbbed46287688f078ddc8631fc31aa6,manual_run_1,2026-06-24 01:00:31.919
7275,7275,1640,20230213,2023-02-13,2023,8921,2530,5,"Muito satisfeito com a compra, recomendo!",True,1,01dc31e10f443ce4bc6e5200fa716cd6da84fd5640560bdbfcb8b4865b25ac57,9554b5fcd190cd94ebd5fe4dcdc32d819d87ca32a166b349c93015b32d3b2c65,1ce581931ce5d714d801dffd5ebecdf634ad61af4020dfa207ad1604ccd40abc,manual_run_1,2026-06-24 01:00:31.919
7285,7285,6016,20230106,2023-01-06,2023,12145,8718,4,Comprei e já quero comprar de novo. Perfeito!,True,1,fdfe0cd8ae901ecf7137e8a08499e83230409d53f871f4e11f8560de85583244,edaddc033be2c31f3a259169411b1ec4445c34fd0cb41983c708f9eb052fd7af,ca01fffab3ea07a6eb035f5ba995efc1b1393cfdec6d3fcf6031c6c007e46023,manual_run_1,2026-06-24 01:00:31.919
7536,7536,5650,20230408,2023-04-08,2023,8242,4183,5,"Muito satisfeito com a compra, recomendo!",True,1,dcad7e7eae52103916f286f06c08e1668e04f0d618353d58c1aa0ab37f5b24f1,f28ee5b972c56f3a679ba97418a4e50ad42fee60f392b244d181968ed0630d19,f824e6fab4c2280492b0bd3b2b4946cde41c66ec864de186cde79666055006be,manual_run_1,2026-06-24 01:00:31.919
758,758,12158,20231203,2023-12-03,2023,9277,13615,4,"Produto excelente, superou minhas expectativas!",True,1,fc94d6c363ded7f88ddd5a1187e491b47bf2394873790d86c8b31684ef1fb978,c29bd5a0e65b865b2045cd6ab0d9cf65798d96f0252ab6cda70fea0c8f190b1d,8c66dbffe39a539fe775ecf479b6881d2b5735a6444353e19806d83676bca3f7,manual_run_1,2026-06-24 01:00:31.919
8696,8696,3934,20231123,2023-11-23,2023,9949,392,2,"Péssima experiência, não voltarei a comprar.",False,1,2733be6e61fb9321f0136d170d23b04ce5e7b567913fccb5e58357d977d2ae43,e84c27ceb37e1e6584a835ad00adb14c49aff57a3ddf997668a38c242b558931,02a265cfdfc84a783e6600eb1a2e6ce6654f54809fdf87811d51a42dc51e8fec,manual_run_1,2026-06-24 01:00:31.919
8924,8924,2942,20231003,2023-10-03,2023,11634,11613,4,Entrega rápida e produto de ótima qualidade.,True,1,9f152379a920feccb7dc0ce324b1b07145b6ec769d7e905c0c493248c1859371,f4006a27d82a7d9564f4494c9c66e0c746942a04b0c5746df00a7183843a372c,819d9ec64ca774876f1154ccb069df717fc81662ea4da71fcd215c10d931db4d,manual_run_1,2026-06-24 01:00:31.919
10424,10424,11674,20230311,2023-03-11,2023,14766,2216,4,Comprei e já quero comprar de novo. Perfeito!,True,1,a1690fa10f3ef9492d68a9bc092bf591301990edf416d4fa5b541b42ff1c996a,f1c78e1c70848f89a11dd06494efe25a7c4b5cfb1e7990c4c60159958b2b86d5,54a87c54deb5793fbb8a8c9f9465636bb0e8ef3a427d52c28e00c3767b777e99,manual_run_1,2026-06-24 01:00:31.919
10837,10837,14954,20230318,2023-03-18,2023,5310,987,5,"Ótimo custo-benefício, chegou antes do prazo.",True,1,a3d90df43587995f16f17fc860e66d5f5233ebd48fbe102bb9d6616f6f1941f9,f5f945a941360374a328143bd5ed6bae2255c84b9e95151141a41e3f6e10dd32,b5d683598853b8b77c6f13c6702a66a91c9de0b994249de07955056b0f42fa56,manual_run_1,2026-06-24 01:00:31.919
11343,11343,14638,20230106,2023-01-06,2023,12579,12193,3,"Chegou no prazo, produto razoável.",False,1,6dd2e313b454907f587bc8d1090b7dcd302844a94e7f8a39978c7d0995e6e2d4,d9ed41985fd5faa2c875a945ed3f933522603158f1d552feac41c4a5c7943866,366f038b3c9c5747583f179365263ac052d352ab288fe120631e886f3df4c1c1,manual_run_1,2026-06-24 01:00:31.919
11802,11802,2911,20231107,2023-11-07,2023,10040,4671,5,Atendimento incrível e produto top!,True,1,ebc33a16066e8ce944fb5c763edccb050e053a2b910dc2eae46f7b7c8d773e70,06e4400aaa52690de691deedaa1e503b21f22abbbcba887a76daa6a7b0e07814,bfedbd378a2f9cf6b3dac236a7ccfbb5a817212ba403d0cc34acf016e3da2a36,manual_run_1,2026-06-24 01:00:31.919
11843,11843,11811,20230510,2023-05-10,2023,2544,12318,2,"Não recomendo, produto diferente do anunciado.",False,1,b8541b5043e7a75c2d32e35be8fbef687bac45bddef1a7550e8ca991336cf2f8,5c67fa23b0dcf52c7d26e361f81824a40f67b3ee7acf375076d319ed547c72d7,5a2295ef5952839cafb4617acc7e2991f96325a4389644b8c0f315476171696b,manual_run_1,2026-06-24 01:00:31.919
11870,11870,14397,20231019,2023-10-19,2023,10809,6167,4,Atendimento incrível e produto top!,True,1,2a1d9ed9acad32267115528d26e95702fd51eb898cb57062e1b60e724eac634e,c5171bf0dcbfc72645eb343938ad155154d7af3748f85ff731edd742eb238ed2,1498278372108bb97912dfc47350d3467a8abf7e019b1f6f89af7d18ad4dd270,manual_run_1,2026-06-24 01:00:31.919
11984,11984,2255,20230727,2023-07-27,2023,6947,3285,3,"Poderia ter mais opções, mas está bom.",False,1,dbf441066d3afcc81eb98d76ee09d8d5e250ad1d859fde99fd5f746efee651e9,f9bf6cae9a47ff4afcd996a98e6f1f5f6f6c87f8ef003cf85d8d8c4ca0c99281,d04662d13e7503df455439c0fe73ce36b2bf7caf529b4294b3595fa56259070c,manual_run_1,2026-06-24 01:00:31.919
12430,12430,4093,20230626,2023-06-26,2023,3609,1191,2,Demorou muito para chegar e veio errado.,False,1,fca5b93fde08b79a086326808429c0db5d68cc500a28f8ff1e304584364df6b7,9039c36461f790a73139c86d2c3393a29bb0bda11c107b8029453e9f3082519e,cbef77d8b02da75fd8eae50126f7bfa72a7eef9a444fd18e16570fab2b28ea9e,manual_run_1,2026-06-24 01:00:31.919
12666,12666,2688,20230310,2023-03-10,2023,5731,824,1,"Não recomendo, produto diferente do anunciado.",False,1,b99c4df99176093434c036bc420e3a38966e5eed6793b630800e66eff35ee23b,c5ee3cfa6ac92b2fdd79b3fd96c452e7b4c160fd6e5cf3f8a2804128501caa2a,0215c863624d06bd9271e7fd8f90c8c3a7903f8c89543ceb06f2fdbe22237f1a,manual_run_1,2026-06-24 01:00:31.919
1303,1303,9279,20230828,2023-08-28,2023,5482,10860,3,"Chegou no prazo, produto razoável.",False,1,8fa6bad82b662f824a2edaff1e1b9240fef93d0a6fe12ae39d04586e3929d6ff,54842387a5205568882b357e3c4f583ae9007b6bf4ff627dcf5c423fb9624f17,cd4b2c2b0327f7b5ec55cb242ff708b8f39e14e3a8fd8dd71b74194380101527,manual_run_1,2026-06-24 01:00:31.919
13063,13063,8145,20231007,2023-10-07,2023,5084,10259,2,Demorou muito para chegar e veio errado.,False,1,1bdf541f34fa7592205ba3654b4f359efb68ecb4bd0b54482f9f0cf9abd9b317,64bb316c8fdc367ddfc4268665f249321f74bff742e6d2a41aeda3fb24415184,f827ab0fef7642b442d6d97e300429de5477e44104d00dbb5989627e5cc6a5c2,manual_run_1,2026-06-24 01:00:31.919
13094,13094,9471,20231013,2023-10-13,2023,12936,5869,3,"Poderia ter mais opções, mas está bom.",False,1,315dbcfe4fd2253aac46a252495bfefe7671457be15a16267e069cae32af230f,32be2db1f718f7baeabd7f51897254ef48f1780f2090c2e5b9862e902b6c8475,a0ee7de5f22d8f1e561e7df5cdaa3efb6aafdbe053e7fa27ce6a1aa8673dc6af,manual_run_1,2026-06-24 01:00:31.919
14383,14383,11934,20231105,2023-11-05,2023,4458,13464,5,"Muito satisfeito com a compra, recomendo!",True,1,1da393dae3358fd2f799f2eee9b8d113e697d76d129d0221701ad769a4b9fcc8,dca8a73e5c3652433437598e0f93087ba64acf60f5caf84b0543ac9a038397b8,9d392dda902d28f95e39b6807fd0147cdb00ee35b2e9772e9c1722ce707f0b16,manual_run_1,2026-06-24 01:00:31.919
1457,1457,4796,20231215,2023-12-15,2023,9597,14171,5,"Muito satisfeito com a compra, recomendo!",True,1,b4f53453fc3c7b1ba0d31c31771aac258dc49b7921f15e0cca3f553dabfd075e,dfea30595dced6e2e7a8817435ca0ee01a1030d6d52c4aef7eb7c6f91d5ad245,2751de2fe0177cbd781aed2972e25918e7f03dcd241a1f8dadd300d794240af3,manual_run_1,2026-06-24 01:00:31.919
1476,1476,10701,20230305,2023-03-05,2023,7928,6580,5,"Produto excelente, superou minhas expectativas!",True,1,0220525114a494e5501a69f4f83d28c4eb9b84d862decc73bb11d8fb29b42ef9,aded528d1343357dc3f8c52f8cd8e4e4901d6fdca637674d4a1c33975f8069bb,1e1d2d2a839eb93f94337c87f87b8a524701011761839caa95f1c4e778214b69,manual_run_1,2026-06-24 01:00:31.919
14936,14936,10864,20230428,2023-04-28,2023,3045,11,5,Atendimento incrível e produto top!,True,1,9ef3d4e317fbedebd3d18e61496c4884e35f39ef6b50c575deac505e6852dd87,9b3d09c599298143b9705e78f194315e54e5fe5da4bd8539f383ec336ebf7ad9,2bf53146da368f11530852a813d27cb5a323458af8bd617e945fb1c6827ce763,manual_run_1,2026-06-24 01:00:31.919
3279,3279,14628,20230125,2023-01-25,2023,13831,1809,5,Atendimento incrível e produto top!,True,1,b629444ef8bfbe0934203b2cd610800b5d1dc599764a7e0f4d591522d8924673,231eb24063dc13e6be47a90bb8c189b28d9927ae9c81b8f7e82a7334a4d4d396,6d3744e39004472049e9e5de33bb5d26ac465a1e2f180d9f0fa9bd2878a7c75c,manual_run_1,2026-06-24 01:00:31.919
3548,3548,8163,20230302,2023-03-02,2023,1682,9476,3,"Chegou no prazo, produto razoável.",False,1,856cbd221de66d21e3e8d0ee267f44e79d02a79a2e1bd4049a0e047a0ca27ca7,de930c202b812be58b055910f3046f248ecaa0113a3ce36463cba5b6f41b32d9,f38db457c4a355ec53ced6a3e7c4af955e5e2fae601dc73cc92218d1fab6ef71,manual_run_1,2026-06-24 01:00:31.919
4511,4511,11223,20231001,2023-10-01,2023,9168,11857,4,Comprei e já quero comprar de novo. Perfeito!,True,1,fccc899c35ea8ba04406a952e51b253ccfbc5a68a93405f66951b6a2494dc500,9d8129bafb15f72cd41ae3abb89ebec9208f6d4470905faf10788633f119f226,14e1acaec1c0c08d9b0f69d490d1ccfe057c42c32cac64a906dc5a14c96b1d99,manual_run_1,2026-06-24 01:00:31.919
