pagamento_key,id_pagamento,id_pedido,data_key,data_pagamento,ano,cliente_key,forma_pagamento,status_pagamento,valor,valor_aprovado,parcelas,quantidade_pagamentos,cliente_sk,_gold_record_hash,_gold_airflow_run_id,_gold_processed_at
6544,6544,11203,20250315,2025-03-15,2025,8619,cartao_credito,aprovado,2154.04,2154.04,1,1,60af6737a2da7f882309799cdefb4cfa9de42380905d887f861499ab0f6ee539,66e45e010a2979c6fcb858ce84d86c20c9b32adf7f0177d61717ab3d650404ef,manual_run_1,2026-06-24 01:00:04.939
11547,11547,11213,20250813,2025-08-13,2025,6889,cartao_credito,aprovado,2256.65,2256.65,9,1,16d27c105a59c563dfb27098db1a568129254a4b02634f9de2a92adfb987c998,e71cd1f167b309bc2764439da4b509eca569ecf84053a873d23a8aac37dc6b12,manual_run_1,2026-06-24 01:00:04.939
9071,9071,12425,20250127,2025-01-27,2025,8896,cartao_credito,aprovado,1036.74,1036.74,3,1,b7f935e73c9658075b9e628d0681ea7e932b1b0c5e6ee59f5914da440726fb9e,c9ad5cc550ea2a61dd1903bcfb6c43454038636ec711680fd0bd10d7fa89d091,manual_run_1,2026-06-24 01:00:04.939
8047,8047,13140,20250901,2025-09-01,2025,14315,cartao_credito,aprovado,825.8,825.8,12,1,7fff830fdc26a4883ff60688690d7995ad98de5d573f2f582c5307a07679535f,e75ecdb5a36c00995d7f8a9b6e70606d86492262172ca06428ec741f72faac1f,manual_run_1,2026-06-24 01:00:04.939
7621,7621,109,20251117,2025-11-17,2025,8806,cartao_credito,aprovado,730.31,730.31,11,1,a16b40efe3e666a90e9419981cd64fa0ca4aab3eda1ed12023f1fc5f20e64302,f624ddc757c0aba1df640f31a88231ae6ef61c4e741d2fab0f95c1d5817105ff,manual_run_1,2026-06-24 01:00:04.939
6365,6365,3736,20251106,2025-11-06,2025,12906,boleto,aprovado,1422.98,1422.98,1,1,d47d5c9ad67087a460cc597c01348055c6d9dc469c838f4691bb6776fda279c1,5bdc6042cdae82a59c6261c84f41c1b803c37833ec168cd1a750d0170185684b,manual_run_1,2026-06-24 01:00:04.939
6730,6730,4054,20250130,2025-01-30,2025,9191,cartao_debito,aprovado,2694.3,2694.3,1,1,7425fb0939a8874656af5154986e544124558e1bcf0c268b235c427822938f81,859c9ab481809c9ec11decc4c0c6759d9e478092574dbe6f352c3900d6213962,manual_run_1,2026-06-24 01:00:04.939
7599,7599,4115,20250327,2025-03-27,2025,5083,cartao_credito,aprovado,361.28,361.28,9,1,0ba8a26d5b7b2dc243c98f522544519b79ca0b87f024d8a816a16264bd381f47,422cbce64dffd915f78275de22f64a9c189149027c642d458799fd571d323b84,manual_run_1,2026-06-24 01:00:04.939
8858,8858,8571,20250622,2025-06-22,2025,4649,cartao_credito,aprovado,2556.06,2556.06,2,1,cd57feedae98d7ae6e8a1c6eb2e151759a7e9181101624a206bf9b16761e55e1,e88ac14b2a022fe667d87728cce05e6e8cc94fee6e382805662d320809433bb8,manual_run_1,2026-06-24 01:00:04.939
13459,13459,10954,20250128,2025-01-28,2025,10239,pix,aprovado,1393.41,1393.41,1,1,382ff0c30e6465c1072eac16487454db957f236ec7cf75a9ecf256431922283c,8ba1789b676c4490eff873c0331d7e5dfeda690b017a068b71d66161bf3166e7,manual_run_1,2026-06-24 01:00:04.939
6422,6422,11332,20251222,2025-12-22,2025,4684,pix,aprovado,2685.68,2685.68,1,1,00092ef88b475ab2ecb3e3c2851bd748b3640a81a69d7ecc92f74a9a6b858f86,32fa816a5f5dbca9fc1feada3a4db6fcc2557ad5e7b5cd2df53172e1b13b0207,manual_run_1,2026-06-24 01:00:04.939
1617,1617,11372,20250831,2025-08-31,2025,1528,cartao_credito,aprovado,535.79,535.79,11,1,c40a932be8c74f7831199890c9ed979806915d6fa9a322772cbd66d2d5f7aba0,9b28827555e2e716cbd399d09fe4b20b8fca575b71266e7d0eb45b0b28ffcb8f,manual_run_1,2026-06-24 01:00:04.939
8482,8482,11531,20250901,2025-09-01,2025,2994,cartao_credito,aprovado,941.72,941.72,4,1,b737cc3da829ebfd385ff68c7cfaba82b68fbcf660c1dc581fe537c07b6bd02f,d31f11393b03cbb2e88aa62bf47091762647a75cc28f3904fdb7424e7229e392,manual_run_1,2026-06-24 01:00:04.939
2393,2393,1566,20250809,2025-08-09,2025,10023,cartao_credito,aprovado,2536.51,2536.51,1,1,e223cfff2894f5c1a4090076fe475a361813d704f1e57cefa91df1ba85970cf9,16f9ab109b0fe56d03095a26918f528cc567627beac88449064ae981d5f779e9,manual_run_1,2026-06-24 01:00:04.939
12015,12015,5438,20251231,2025-12-31,2025,2066,cartao_debito,aprovado,2097.57,2097.57,1,1,31db8701d540a6ccebbdf83bae09d96bab9e2079efd5f3c47ae79dbc4b798245,a874d6a9f626b35567a21e94c473a5b5958ad7b84849b0e0f2c464909d061d58,manual_run_1,2026-06-24 01:00:04.939
271,271,6166,20251122,2025-11-22,2025,14436,cartao_credito,aprovado,1391.22,1391.22,2,1,69d9426b53c4647fb402fd1f43a62724994e7370a85a7da1fe1c4c1cebd348e4,a1a587054fac11e9e988868c90c1b1432730e48ff456f7427ee1991f76656e2e,manual_run_1,2026-06-24 01:00:04.939
6644,6644,6952,20250724,2025-07-24,2025,169,cartao_credito,aprovado,1660.24,1660.24,3,1,2172b7d3a62804d2848859efebd01d57e0da89a2b11409f297d7c8361d272c2d,75942989e5f0b8ae66efd5692d3e55cb1bd2330ea7b7360166350810a97a3180,manual_run_1,2026-06-24 01:00:04.939
1527,1527,7117,20250420,2025-04-20,2025,3089,cartao_credito,aprovado,2936.65,2936.65,6,1,0e825f45b1ce02e5a1ae84e0280f912dad3182e159acdfc2db1e7f2ada89c6fa,49405b7b13f4669bea9644d87cad14946a4a377a2833f87da4a6dfccfb4b3c7a,manual_run_1,2026-06-24 01:00:04.939
14741,14741,7249,20251123,2025-11-23,2025,8302,boleto,aprovado,1313.02,1313.02,1,1,40d18983c3bddfbb8f0c69330c2884b6776cf99813f122e82e61e4c7f787af73,6251886d7e60f6c7ebc53741e2898bfe09194ef2937e36415969cdac93e50967,manual_run_1,2026-06-24 01:00:04.939
2319,2319,7348,20251224,2025-12-24,2025,10593,boleto,aprovado,2297.23,2297.23,1,1,945b540624b7d85bc48bf1c08ca364a71587121acfe2d59b8a4b42cbddc05086,69568379e1228cc56dd9fdc70a327e30ea6baa54d91c522969d10d7493eec2f6,manual_run_1,2026-06-24 01:00:04.939
10558,10558,11859,20251105,2025-11-05,2025,6526,cartao_credito,aprovado,764.01,764.01,6,1,f90e933818e491350355d1ea48f71ca27e4d1de4d25b90d1e6ff51e87c225e87,f63a80432ab480377401c7889beb0b047d46f9c202b255e46f40c9de839007d9,manual_run_1,2026-06-24 01:00:04.939
5001,5001,12013,20250411,2025-04-11,2025,9953,cartao_credito,aprovado,150.95,150.95,4,1,43483d483b096c1c22c3ca03ede64faac5d3a48e106f2bd169d4bfb31a323bd1,d7510a9b69c359eeb584f31c9579494d8e498180f133f2ecf27cddcecfd9b664,manual_run_1,2026-06-24 01:00:04.939
5953,5953,13372,20251003,2025-10-03,2025,3373,pix,aprovado,1021.22,1021.22,1,1,4b6ad5cf6332f8f1c2a1e0c519b5ea3e4c0514414fc303d7f0e9146da83b0497,02a42ca311b674e898c898af07a14c62f7783f8139fb240807155e9fb62779b6,manual_run_1,2026-06-24 01:00:04.939
2786,2786,14955,20251013,2025-10-13,2025,14686,cartao_debito,aprovado,2652.15,2652.15,1,1,4874b26f212e888d8727d2324de4b4471d047e7417db5907b5c72941b8e24683,6cd7dc988a760dc47b9b566abe75ef1de241404fc24b93eea9466bf79b8dd7df,manual_run_1,2026-06-24 01:00:04.939
11075,11075,1552,20251226,2025-12-26,2025,10955,boleto,aprovado,1204.56,1204.56,1,1,82cfbddd21ff768d2fab2a34c4f3fa3d598aaa3d00b85bc0b6f7fbafe826f74a,6c275878e6fad72b602ea177eb7ecb913590132b755269aa1b76da34627dbc92,manual_run_1,2026-06-24 01:00:04.939
12791,12791,4201,20250716,2025-07-16,2025,12340,pix,aprovado,2376.41,2376.41,1,1,b514a87a19b0067946e1bc3b08e017065d10936adc1141fdeeecf4f21ff77b32,748a478f37e25249a799f9e0d969a59943db90260575ee2cc4906a79e6bcd97f,manual_run_1,2026-06-24 01:00:04.939
3895,3895,4276,20250129,2025-01-29,2025,3394,cartao_credito,aprovado,2617.46,2617.46,3,1,7ff444a2b39e7c43456cb123fb3bc994190d66be4121409e00bb761eb6aecb4a,f6e8f6f17b2f5c18410901db01851f0f5ca0ef99ed94dca73ab3ce71c02a8db7,manual_run_1,2026-06-24 01:00:04.939
10952,10952,5259,20250204,2025-02-04,2025,1720,pix,aprovado,2710.1,2710.1,1,1,ee8734e751198ead4395b91bdb323986d31ee32888074486561b36a4ee04c001,6a462d77a461619f280a5cfec799a6a10afe5dc9f90f3c2dfbc18a6d5f0c501d,manual_run_1,2026-06-24 01:00:04.939
10348,10348,12150,20250916,2025-09-16,2025,11273,cartao_credito,aprovado,2148.16,2148.16,12,1,05b8126f2cf01cdc350f689487982a01aa195ead236091472639f0f29dbfaa8c,1f56098eb932a074a5c852bdf06e021ac0f8a964b223b5d566af0e59c4c9afd9,manual_run_1,2026-06-24 01:00:04.939
11968,11968,13025,20250811,2025-08-11,2025,14658,cartao_credito,aprovado,2003.74,2003.74,3,1,88a0fe5c836bbf6e567ac6f0ef35c81a3884bab631ed863d36f4940ab376b77f,2c8df00979dc172ada99e72431f57b908f746ca69368eb2865be8999c674c9bf,manual_run_1,2026-06-24 01:00:04.939
14669,14669,13414,20251007,2025-10-07,2025,10409,pix,aprovado,2741.91,2741.91,1,1,4455821d08f634887967befa9ea853ac80c120dec7f0600899b8988ad206870e,18c648c224368f9d559816a5dd556f1bd176c948987fdea897233e2cfe4aa68f,manual_run_1,2026-06-24 01:00:04.939
13418,13418,13724,20250912,2025-09-12,2025,12528,pix,aprovado,1874.41,1874.41,1,1,46ee91ee75d5980a0b108ea72438ff1a4421138b20d95afc215e18202a3ea696,1fb2f78eb28ce3aa82af562c675b9b701f4cef0bf3d89033348d4c55108f02e4,manual_run_1,2026-06-24 01:00:04.939
9905,9905,13825,20250527,2025-05-27,2025,11870,pix,aprovado,723.11,723.11,1,1,7693a342eec3ccd3ad94fac5014a348e651f05496458f0d1708a197b93baea6a,a497a5d92b9ed327cde61bfa5bc9fe81e554751b9ad1edf5e018f1f715fdefb9,manual_run_1,2026-06-24 01:00:04.939
10392,10392,14243,20250219,2025-02-19,2025,5279,pix,aprovado,111.29,111.29,1,1,b1e3a97ef092a5ed5db589eda7bd7b942363fd6b341d66350e4698acd1f7238d,d8daebe4e536fc0ee46592fab9740d8b4b074494a4c674b4f9a7b9d6edf7af01,manual_run_1,2026-06-24 01:00:04.939
918,918,14746,20251125,2025-11-25,2025,7237,cartao_debito,aprovado,2915.77,2915.77,1,1,de0670360a0d13cfe663283c85b271a86b4bf7c82d4f2c58009f834a4722ccba,316850308ad8e2db2fa72b93ba8dba0a987b46feb82a3e1067001e8d9bfcf844,manual_run_1,2026-06-24 01:00:04.939
14029,14029,14821,20250302,2025-03-02,2025,4113,cartao_credito,aprovado,418.1,418.1,12,1,b4446cbb848af9b5f111d0a2922f71dfe931cd2a1cb23e7c5b27fc4bf5351280,efb476d132f0367cf15bdb7feb584e11f5a2d6959213efafc186e9cb24a9a353,manual_run_1,2026-06-24 01:00:04.939
6658,6658,2096,20250205,2025-02-05,2025,3927,cartao_credito,aprovado,2000.04,2000.04,11,1,da45ab07f6560871dbb1a8beb2c5cdaf854613ca9f583b4b261d99d31dae3d3a,c34c5f1d638e6833b9581c777d60bcdd69098de253dc1a7353fa88414a5d966a,manual_run_1,2026-06-24 01:00:04.939
5948,5948,2264,20251003,2025-10-03,2025,9535,cartao_debito,aprovado,1467.65,1467.65,1,1,82df1306a4b61a566c52ae2b0f081d3ee4dd894e1f7ffba5cd683ce176971128,f406b3bece007ca876423ae92b6486d7fae3cab366acec9e99b1ec0db861e1f9,manual_run_1,2026-06-24 01:00:04.939
13491,13491,3026,20250322,2025-03-22,2025,11473,cartao_credito,aprovado,2798.13,2798.13,10,1,95d0fd20158057fe914d4ced7ea5703429ef94e59f3cd6fa837fce81a6f227ca,5197947b78c6010fd2367b825a0526496bc892e4f0ef930c7c12416458730a81,manual_run_1,2026-06-24 01:00:04.939
12252,12252,3218,20250710,2025-07-10,2025,8916,cartao_credito,aprovado,1844.43,1844.43,8,1,f35e32daf2ff373d4a87ef7ddb478f6d042b77c0d1c712810e8e7a5170958e03,4f78a4125928815f9ad766ac9245751364729805946d8e4302812493cd56e2c3,manual_run_1,2026-06-24 01:00:04.939
11211,11211,3227,20251221,2025-12-21,2025,10164,cartao_credito,aprovado,786.91,786.91,6,1,c842621ba179e4c7831cb9ae0489e65334c677ea3df7a97fc46404f3c94862b7,e57b66e972faa8e341ecbc738b5bad8f960f297cdff6b79f67566064df51470f,manual_run_1,2026-06-24 01:00:04.939
4400,4400,4431,20250919,2025-09-19,2025,13329,cartao_credito,aprovado,801.18,801.18,12,1,159b0670e5f9ad4cd6ba13c7f32523f2f320535c9d873e9931687edbc3319207,ec8cf4fa706482e4f0a3ba477a501a1433f22a3d569c9950a0241417d8f2c64e,manual_run_1,2026-06-24 01:00:04.939
560,560,5745,20251204,2025-12-04,2025,14903,pix,aprovado,124.31,124.31,1,1,1028a7b58bd030b6132ec3311d36b204d35f67c2a37d8dc36373e0ac6b2ced46,7ed59d56a99d892c124374d6b8e752aa0a4828c394dab89e8681d670f6813d8e,manual_run_1,2026-06-24 01:00:04.939
8239,8239,6198,20250422,2025-04-22,2025,12652,boleto,aprovado,34.63,34.63,1,1,dd177ccab5162d212f300ae4f2c73b47c9e08e9f2042b9dcb4f81948c4abe8d6,10341172a6105a2d7b8cd1d3c16fa390a54631f6876143c389c3800e5dddcfde,manual_run_1,2026-06-24 01:00:04.939
6006,6006,6878,20250802,2025-08-02,2025,8022,cartao_credito,aprovado,2686.69,2686.69,1,1,2a591add5897605f1a720343b075305bb49c3e157ceae908b56b615615285c1c,9946760af881f66288031d0f70da42d35c1be4515feece96427cb010425dfbc3,manual_run_1,2026-06-24 01:00:04.939
5815,5815,7007,20250618,2025-06-18,2025,5805,cartao_credito,aprovado,238.97,238.97,6,1,d3f14ff0a015bee93684e2e015b55ef54e39b23bbd30aa1185a7677e43e6dba0,1298c378366e337b85ce0aab40536015f81035dfb8cdfc66a66d94b09b37dbe9,manual_run_1,2026-06-24 01:00:04.939
9982,9982,8017,20250215,2025-02-15,2025,638,cartao_credito,aprovado,947.61,947.61,3,1,2ed9c70664fba020aeda236e81261c5932a8236c4ce420f3cf6dbfc0c587ac7d,aff788783f1d584294e5fe108f9a7afa3f5d2eed83c09e712ac3b43ed37a7914,manual_run_1,2026-06-24 01:00:04.939
9947,9947,8642,20250417,2025-04-17,2025,13903,cartao_credito,aprovado,1742.36,1742.36,11,1,a130571bb3b2274864b880786d495a2f13eff4d179fbe49df151d01c78251878,6aef806f1122882a013bedd28c96c1166a2c199f04db31ed620acc6e8a426dac,manual_run_1,2026-06-24 01:00:04.939
5863,5863,9206,20250721,2025-07-21,2025,3884,cartao_debito,aprovado,2149.08,2149.08,1,1,ae1c9099ba098d7c89d7dfe093af981dee993ed0654fa0bd23b1d48e72e48b0f,e4115c744765288df2e1079a474e5d90e57d1cc7f6e1a7e368bd61168ea096de,manual_run_1,2026-06-24 01:00:04.939
10937,10937,10491,20250821,2025-08-21,2025,6031,cartao_credito,aprovado,987.48,987.48,2,1,67b67041d5a88c83306bcf13fd48f1b7b04eebc234cc60d388c100100944ea4b,15e293292c6187d56ec0b6870b3feabd6048d60807a4e827f2d9a6138ded71e5,manual_run_1,2026-06-24 01:00:04.939
5590,5590,11967,20250301,2025-03-01,2025,12171,cartao_debito,aprovado,1593.49,1593.49,1,1,c297066bbf4a969e3175dd71a2ae90484a525182a1b2e95a7e6cda45638b5ca9,d56978bafc7ef14e33be3e6461229af70902d3695264ee0dd58a2de078141e58,manual_run_1,2026-06-24 01:00:04.939
12574,12574,12521,20250829,2025-08-29,2025,2508,cartao_credito,aprovado,1936.99,1936.99,3,1,9e66514adc6e1aab39b7b883d169fde777918bef278efc1627228f7b2c8ce5d7,d7816ef739951ae023418fe2e77d6f7eb069851a44b64b7e0689f97de373fd12,manual_run_1,2026-06-24 01:00:04.939
6241,6241,1949,20250424,2025-04-24,2025,2075,cartao_credito,aprovado,2435.92,2435.92,8,1,7122af45012b1bf1941f6c5d142f24d2cff7972d39ad810a105999c44c2ee501,751455018831c89e4500d8dc117c8fd2cf01bae0ad1dc4c0a1c032e9a786385e,manual_run_1,2026-06-24 01:00:04.939
4700,4700,6298,20250226,2025-02-26,2025,6051,cartao_credito,aprovado,2015.38,2015.38,7,1,1c5c837532925b2a0abdc54993690cff8aadd7aca789a872893b49c6a7127224,b16b284987a3cba22f3676564b5a23cdc2f1c8a6c90f4ad99c219b9f2145ca9e,manual_run_1,2026-06-24 01:00:04.939
11005,11005,6761,20250213,2025-02-13,2025,7689,cartao_credito,aprovado,1443.68,1443.68,2,1,8b866e89d9244f5e1fc51451a14b26ba090aeb0a1702891b4e660983d1ce190a,ecac25ecdf5ea297d120492c4a339f3305e7932ce225131e2595496cd6c68265,manual_run_1,2026-06-24 01:00:04.939
3357,3357,8282,20250804,2025-08-04,2025,8844,cartao_debito,aprovado,452.24,452.24,1,1,9bfb50dab11b4ac89e32f6c7afc3a8cceb631292aaa7e3bb5278b015f3f6d34e,81c95ed83365471ce9b12c96eb2146a6b471af7c39288630c922d015fdc908af,manual_run_1,2026-06-24 01:00:04.939
2885,2885,11901,20250426,2025-04-26,2025,7523,cartao_debito,aprovado,2324.88,2324.88,1,1,78e919430f2d3977e78d3177bde81d1262d1382d233aaef465b49a75d727ec88,d2a679c96c0406fefbcb364ce195f98e4391554ce4cfe8cb9a2386c4153bbb77,manual_run_1,2026-06-24 01:00:04.939
7,7,12320,20251207,2025-12-07,2025,6001,pix,aprovado,142.48,142.48,1,1,7645eb6290d915b13c8b03071d589d7eb9f356e4becf2efbc6ab8e7fb81e4e4b,f5390fd7a1e776a14f50d50f0df56281c8d6cdaacd1048c72428af4f0a627aab,manual_run_1,2026-06-24 01:00:04.939
10520,10520,12825,20250913,2025-09-13,2025,3390,pix,aprovado,2147.85,2147.85,1,1,8127d5cc8fdb231abe7f834ca99f91fc328c0e5bec9fc304a97fc87ad331a283,cbee6f3c5f4b6784aa5a3e33bb86926d6a6b43763e99722dfeb680614be0fcd1,manual_run_1,2026-06-24 01:00:04.939
6095,6095,13976,20250125,2025-01-25,2025,7142,cartao_debito,aprovado,2314.79,2314.79,1,1,c3c09c938abb2de9cc49d964fccb31f473e6d9ca79584554234c8b7d99fa0b35,d7327f370a3b1527fc0ebf6c9316c88871bac8bcd191c260e218f785e574e21c,manual_run_1,2026-06-24 01:00:04.939
6877,6877,2506,20250829,2025-08-29,2025,2033,pix,aprovado,2361.59,2361.59,1,1,360d2452008ca68cfde1342034b62a19a5b0e668d8c7e0cd5872c5427dd06e2e,750c41de74a33c95fb2443a376573bb3aef1e71e702dc8d7424cbcf9f0369d9d,manual_run_1,2026-06-24 01:00:04.939
10120,10120,3641,20250802,2025-08-02,2025,4543,pix,aprovado,1628.27,1628.27,1,1,60c8670c59c99df4117084e4182a63d8ffc515eb22ddcc14ed377b39f136ab68,6418deaaaab87bcbba36a924ce8c9f760afba0fa7066529bffae2d6546b1de2d,manual_run_1,2026-06-24 01:00:04.939
4326,4326,4648,20250916,2025-09-16,2025,8147,cartao_debito,aprovado,2295.93,2295.93,1,1,dbe8eea5d590aa090572d546ab20c7973490a6b21bc65a557f6e9e3d3f6d276b,1e24bd65154f98d412af77913c9e4aff686bfe4fce95f9b7b86b78853cbd04aa,manual_run_1,2026-06-24 01:00:04.939
10788,10788,4726,20251218,2025-12-18,2025,415,cartao_debito,aprovado,1878.31,1878.31,1,1,b4b35cd832ed5fd11fa85d647776c5519096580d13f6d590fa789378164e6832,00b3ad372d039e4e33ae1f1449496a8ab06c027256831cfbddb6944bec5164f4,manual_run_1,2026-06-24 01:00:04.939
13053,13053,6387,20250918,2025-09-18,2025,13161,cartao_credito,aprovado,728.69,728.69,11,1,d19cf8a7b4d2a889dcfb528ac7aa482243174fbf5bd2163aca6eb36b41a33272,741b68ab38cf1eb150ad06a841b76c9cb1ebe6e5c44cefe8835ddc4abe8c810a,manual_run_1,2026-06-24 01:00:04.939
12310,12310,6522,20251217,2025-12-17,2025,1364,cartao_credito,aprovado,1482.83,1482.83,2,1,21e9f2133e0ac5fc3e9034980c9f74ab3c48b45da6d12604ebc702f8626b3cfc,78014089cb5b9d3d1fe4926bec1a05b6d27a8817e6ad38f23fe4329e18ed01e3,manual_run_1,2026-06-24 01:00:04.939
4242,4242,7273,20250606,2025-06-06,2025,5890,pix,aprovado,628.93,628.93,1,1,49355e75753ea534310a7f8b9ed6f1d0056b5f028845eca72f2700de4c7167ad,02a248ec751a88b8065bda3375edc61ef221bf972ac0e76ce8b65d6e662c9407,manual_run_1,2026-06-24 01:00:04.939
11759,11759,7585,20250113,2025-01-13,2025,6831,cartao_credito,aprovado,1321.98,1321.98,12,1,e9f9ce0c82e3c7596d8c4ef9c7fcc0c773556566a8da33584cdc0bcffcf8ee81,ccc8b1ad35cb8b04ab57c9bb2f360c59b6212eeadcbed54992a8c2665a54497d,manual_run_1,2026-06-24 01:00:04.939
9363,9363,10664,20250909,2025-09-09,2025,7618,cartao_debito,aprovado,2336.08,2336.08,1,1,8e1473811d110ff364e9b89282ac9b63dd2f7b7413eee328e8292bb4b6c774b0,e54753cb793c6ef236465122b9e55568c06cc294a8e040e2816485a048ddc8e1,manual_run_1,2026-06-24 01:00:04.939
10525,10525,11065,20250327,2025-03-27,2025,8328,pix,aprovado,1712.09,1712.09,1,1,df6f225d630c4d99585a7d7abdff3c9de1910870a9db5f788a7af36f3dcb5903,a9d2422b577bb74583267aa0aff6280fb835092cadae300586ce8d9701379cbd,manual_run_1,2026-06-24 01:00:04.939
5839,5839,11576,20251214,2025-12-14,2025,13711,cartao_credito,aprovado,705.92,705.92,8,1,3216d0ed4b3c0090657ea4916c42c927059fe8fbd4336a87beeedbd58040d994,a60b43f7a663e01d617c26635f516602008c4c733c25f25729422b6b6f9a208f,manual_run_1,2026-06-24 01:00:04.939
11887,11887,11808,20250119,2025-01-19,2025,8087,boleto,aprovado,1219.38,1219.38,1,1,93b7dd0947021a5d36b1d4dd5d7a9f6fbaac88492f7bd04406abc4c30d42b06a,c02bfb67e2809897710dc6faf475ee1e6cfebcfc7df0dbed19f0b49f8f33c888,manual_run_1,2026-06-24 01:00:04.939
13353,13353,11981,20250908,2025-09-08,2025,6789,cartao_credito,aprovado,86.34,86.34,6,1,33571eb5d7bc8e6e1b430302ed5f46e695d18911fec494e17d67b39e4f4647c1,00911ab499455fd6eebb687b1dabbf8017cb630c0013356da57827b139e42ebe,manual_run_1,2026-06-24 01:00:04.939
11776,11776,12115,20250915,2025-09-15,2025,11149,cartao_credito,aprovado,1443.0,1443.0,9,1,63dab1ee080835304646412da50b957f5641dbf8f8ede1bd652c30041579541b,e6ed3bc7ffb2e2e8ec28855d87dc5a0e0025ea39a3283e435a483b3976bcfa0a,manual_run_1,2026-06-24 01:00:04.939
7265,7265,12782,20251220,2025-12-20,2025,4641,cartao_credito,aprovado,1532.11,1532.11,8,1,a2965a324457ac4b2416a947dab31600692920742bda745e8eb4e568eef712fd,158d56257973e01d2567929eda34fde355ac991a129fd5d96dfa95ccfb1785ee,manual_run_1,2026-06-24 01:00:04.939
11149,11149,12789,20250123,2025-01-23,2025,373,pix,aprovado,1268.46,1268.46,1,1,e06cf2bf9f7947cf3408721280cb5c6f4e871477165efc6c47af27443f5e0773,0ba65ca3f4a7eab12cb2c55aa8724f4e26724ff0ab60cf897bad66aaf253f8af,manual_run_1,2026-06-24 01:00:04.939
8701,8701,472,20251122,2025-11-22,2025,6826,pix,aprovado,1272.86,1272.86,1,1,4fc8f4884eaaab96684f033c242fc86a8ed8a73524f53911ab9aef940647b816,598ed87c3ca6645c7d24d6e4cafa36335ca704663caffcae35d9d439aff23a16,manual_run_1,2026-06-24 01:00:04.939
14399,14399,609,20250905,2025-09-05,2025,7887,cartao_debito,aprovado,1629.4,1629.4,1,1,2fcee2faa87689beb3c59472edd5ea302d4146a29b37f2bedd73f321bae49cbf,e56faceed68098964f89ef208c30a865698e7266f9dd5d5e23fa73de93c20bf8,manual_run_1,2026-06-24 01:00:04.939
3740,3740,4338,20251209,2025-12-09,2025,14200,cartao_debito,aprovado,270.32,270.32,1,1,a5770e6e9b2870b505641ee1dfb5e8d4ef19806f4b373f1d1024787e43c7edf2,1ab8d068e5c6a8518da3b0541825effc5615ab2f153f47bbafa1100bbab18f7a,manual_run_1,2026-06-24 01:00:04.939
2320,2320,5395,20251103,2025-11-03,2025,6547,cartao_credito,aprovado,290.28,290.28,8,1,0da1d7f7ec3bbe0b2d7614af345f9da42020a7b9bc489b6e5444107aec5ae6c0,c669e272722eab2c7241c8658acd75a7e84e56828fd15ae7fdef14a1f36baa64,manual_run_1,2026-06-24 01:00:04.939
8928,8928,11289,20250511,2025-05-11,2025,1621,cartao_credito,aprovado,1295.06,1295.06,6,1,d3aa4ea0c88a0babe419bdf2a67e5a5d572d9dd215d6300d3e6eea10eca75ffe,c6b8e52b73c84c090c757763d98533f2282748281bbdc217988a2a07d13378ac,manual_run_1,2026-06-24 01:00:04.939
13322,13322,12294,20250120,2025-01-20,2025,27,cartao_debito,aprovado,1097.38,1097.38,1,1,985a18e072d1562254b3267a272b46efd37a438fb12056baa659310942984447,74baf58102da26c9d035541f6f767356c04a00471271c6d6d96d47e192764ed5,manual_run_1,2026-06-24 01:00:04.939
10036,10036,12461,20250318,2025-03-18,2025,4280,cartao_credito,aprovado,2483.81,2483.81,8,1,68832ca0b4e6f052021be67682ab1327dca50f32b5c0720918cb86d39ad9ee87,23e589a90caca561ed14b2cc08a39bc1f9f920096f5dff696f26c2879292bf55,manual_run_1,2026-06-24 01:00:04.939
5041,5041,12911,20250318,2025-03-18,2025,14860,cartao_debito,aprovado,2152.15,2152.15,1,1,03d7ff0402c03d0d9527304c1e0a3fab6018a7fe6142c0b667650c7c86e1c5ca,a0d82f5e5c1e54cb21cdca0565473308f1481dee4165b88850ba09d63a7df539,manual_run_1,2026-06-24 01:00:04.939
1376,1376,13640,20251230,2025-12-30,2025,12483,cartao_credito,aprovado,2389.21,2389.21,5,1,eed817a639b28670c6d238de7420810c2b014833537fb9ad42d138127fa549ed,a34beaea56d64998be83e755767a69bef0fc87cb1d543853c0fa6e72888718f2,manual_run_1,2026-06-24 01:00:04.939
12052,12052,1105,20251115,2025-11-15,2025,13404,cartao_credito,aprovado,473.35,473.35,1,1,99a20d4fd0a84c4cb9515762c19424ae89111599b1d6aafa98aa38345e9c2906,0ab2c962f063622a187432d84a860d554ae50883f048f11323ef2e58c6cfc488,manual_run_1,2026-06-24 01:00:04.939
6816,6816,1511,20250304,2025-03-04,2025,8082,pix,aprovado,1991.5,1991.5,1,1,bd23e9632c8379503a46246c141d325913bdea1c3a12171f6de46758ff11943e,1d373f6010c0753ee15ecbfb963b2742e8a494db763e3b8ce04dd60fabc85216,manual_run_1,2026-06-24 01:00:04.939
8593,8593,3002,20250207,2025-02-07,2025,14734,pix,aprovado,1708.09,1708.09,1,1,587127c0e531ecb493bfa7bb7d0f3c89cb2c6faac26f871c3b87efc526b2d359,e71e74b32a09973df0fdf28588b6fa2daf4ceba391c2a48ea0a680a454eee451,manual_run_1,2026-06-24 01:00:04.939
