id_categoria,nome_categoria,descricao,updated_at
4378,Pet Shop - Vero,Seleção especial com ótimo custo-benefício,2026-05-21T00:00:00
4379,Viagem - Iure,Produtos de alta qualidade para o dia a dia,2024-06-10T00:00:00
4380,Automotivo - Recusandae,Variedade completa para todas as necessidades,2025-10-22T00:00:00
4381,Alimentos - Quam,As melhores marcas e preços do mercado,2026-02-27T00:00:00
4382,Bebidas - Optio,Novidades e lançamentos da temporada,2023-03-21T00:00:00
4383,Ar Livre - Non,Itens exclusivos e limitados,2023-11-04T00:00:00
4384,Brinquedos - Laboriosam,Produtos de alta qualidade para o dia a dia,2023-05-17T00:00:00
4385,Calçados - Labore,As melhores marcas e preços do mercado,2023-08-22T00:00:00
4386,Livros - Facilis,Variedade completa para todas as necessidades,2025-09-22T00:00:00
4387,Informática - Esse,Produtos importados e nacionais,2024-10-29T00:00:00
4388,Bebê - Reiciendis,Itens exclusivos e limitados,2025-09-13T00:00:00
4389,Informática - Deleniti,Itens exclusivos e limitados,2023-11-30T00:00:00
4390,Papelaria - Rerum,Novidades e lançamentos da temporada,2025-05-27T00:00:00
4391,Pesca - Iste,Coleção completa para todos os gostos,2026-01-05T00:00:00
4392,Pesca - Perferendis,Coleção completa para todos os gostos,2023-09-06T00:00:00
4393,Alimentos - Veritatis,Variedade completa para todas as necessidades,2025-07-22T00:00:00
4394,Eletrônicos - Debitis,Seleção especial com ótimo custo-benefício,2025-11-11T00:00:00
4395,Ferramentas - Perferendis,As melhores marcas e preços do mercado,2024-03-08T00:00:00
4396,Bebidas - Perspiciatis,Variedade completa para todas as necessidades,2023-10-08T00:00:00
4397,Decoração - Necessitatibus,Produtos de alta qualidade para o dia a dia,2024-04-18T00:00:00
4398,Informática - Accusantium,Itens exclusivos e limitados,2024-01-04T00:00:00
4399,Relógios - Saepe,Variedade completa para todas as necessidades,2025-04-05T00:00:00
4400,Roupas - Nostrum,Novidades e lançamentos da temporada,2024-12-25T00:00:00
4401,Esportes - Nostrum,Coleção completa para todos os gostos,2023-08-01T00:00:00
4402,Brinquedos - Aliquam,Produtos de alta qualidade para o dia a dia,2024-08-31T00:00:00
4403,Decoração - Sapiente,Itens exclusivos e limitados,2023-11-24T00:00:00
4404,Games - Maxime,As melhores marcas e preços do mercado,2026-01-29T00:00:00
4405,Saúde - Molestiae,Variedade completa para todas as necessidades,2024-07-22T00:00:00
4406,Jóias - Facere,Variedade completa para todas as necessidades,2024-07-24T00:00:00
4407,Jóias - Itaque,As melhores marcas e preços do mercado,2024-04-06T00:00:00
4408,Bebê - Quaerat,As melhores marcas e preços do mercado,2025-02-06T00:00:00
4409,Pet Shop - Incidunt,As melhores marcas e preços do mercado,2025-07-28T00:00:00
4410,Bebê - Facere,Produtos importados e nacionais,2026-06-09T00:00:00
4411,Decoração - Quidem,Variedade completa para todas as necessidades,2026-04-16T00:00:00
4412,Relógios - Laborum,Novidades e lançamentos da temporada,2025-07-26T00:00:00
4413,Roupas - Molestiae,As melhores marcas e preços do mercado,2023-02-14T00:00:00
4414,Casa & Jardim - Nostrum,Novidades e lançamentos da temporada,2026-02-09T00:00:00
4415,Saúde - A,Itens exclusivos e limitados,2026-04-20T00:00:00
4416,Decoração - Nobis,Produtos importados e nacionais,2025-06-21T00:00:00
4417,Móveis - Inventore,Coleção completa para todos os gostos,2025-10-26T00:00:00
4418,Decoração - Aut,Coleção completa para todos os gostos,2024-10-06T00:00:00
4419,Informática - Unde,Seleção especial com ótimo custo-benefício,2025-01-30T00:00:00
4420,Bebê - Eius,Seleção especial com ótimo custo-benefício,2025-07-29T00:00:00
4421,Decoração - Laborum,Novidades e lançamentos da temporada,2024-08-26T00:00:00
4422,Eletrônicos - Quibusdam,Coleção completa para todos os gostos,2024-07-20T00:00:00
4423,Beleza - Exercitationem,As melhores marcas e preços do mercado,2025-08-13T00:00:00
4424,Pet Shop - Doloremque,Coleção completa para todos os gostos,2025-10-16T00:00:00
4425,Jóias - Porro,Coleção completa para todos os gostos,2025-02-12T00:00:00
4426,Papelaria - Voluptas,Produtos de alta qualidade para o dia a dia,2026-02-06T00:00:00
4427,Automotivo - Sint,Produtos de alta qualidade para o dia a dia,2023-08-08T00:00:00
4428,Brinquedos - Beatae,Itens exclusivos e limitados,2024-10-30T00:00:00
4429,Música - Nulla,Produtos de alta qualidade para o dia a dia,2024-03-08T00:00:00
4430,Ar Livre - Consequatur,Coleção completa para todos os gostos,2024-11-15T00:00:00
4431,Games - Officia,Novidades e lançamentos da temporada,2026-04-18T00:00:00
4432,Bebê - Aperiam,Seleção especial com ótimo custo-benefício,2023-11-27T00:00:00
4433,Bebidas - Dolorum,Itens exclusivos e limitados,2024-09-27T00:00:00
4434,Música - In,Seleção especial com ótimo custo-benefício,2023-11-18T00:00:00
4435,Jóias - Cumque,Itens exclusivos e limitados,2025-09-20T00:00:00
4436,Limpeza - Sequi,Variedade completa para todas as necessidades,2026-05-05T00:00:00
4437,Livros - A,As melhores marcas e preços do mercado,2024-04-02T00:00:00
4438,Decoração - Dignissimos,Seleção especial com ótimo custo-benefício,2023-07-19T00:00:00
4439,Alimentos - Laudantium,Produtos de alta qualidade para o dia a dia,2023-08-13T00:00:00
4440,Pet Shop - Tempore,Produtos de alta qualidade para o dia a dia,2026-02-23T00:00:00
4441,Música - Incidunt,Produtos importados e nacionais,2023-08-21T00:00:00
4442,Alimentos - Porro,Seleção especial com ótimo custo-benefício,2025-04-11T00:00:00
4443,Relógios - Animi,Novidades e lançamentos da temporada,2023-04-06T00:00:00
4444,Pesca - Corporis,Novidades e lançamentos da temporada,2023-03-20T00:00:00
4445,Culinária - Rem,Variedade completa para todas as necessidades,2024-08-30T00:00:00
4446,Games - Nostrum,Produtos importados e nacionais,2026-06-10T00:00:00
4447,Roupas - Ratione,Variedade completa para todas as necessidades,2025-08-02T00:00:00
4448,Roupas - Iste,Produtos importados e nacionais,2025-09-27T00:00:00
4449,Bebê - Sunt,Itens exclusivos e limitados,2025-04-07T00:00:00
4450,Calçados - Aut,Produtos importados e nacionais,2025-07-12T00:00:00
4451,Música - Voluptatem,Produtos de alta qualidade para o dia a dia,2024-01-16T00:00:00
4452,Relógios - Unde,Produtos de alta qualidade para o dia a dia,2025-03-14T00:00:00
4453,Esportes - Dolor,Variedade completa para todas as necessidades,2024-06-01T00:00:00
4454,Bebidas - Inventore,As melhores marcas e preços do mercado,2023-10-18T00:00:00
4455,Decoração - Saepe,Novidades e lançamentos da temporada,2026-04-24T00:00:00
4456,Pet Shop - Soluta,Produtos de alta qualidade para o dia a dia,2025-10-07T00:00:00
4457,Casa & Jardim - Perferendis,Itens exclusivos e limitados,2023-07-18T00:00:00
4458,Camping - Culpa,As melhores marcas e preços do mercado,2023-04-01T00:00:00
4459,Pesca - Magnam,Variedade completa para todas as necessidades,2023-09-30T00:00:00
4460,Saúde - Harum,Coleção completa para todos os gostos,2023-12-20T00:00:00
4461,Ferramentas - Corrupti,Itens exclusivos e limitados,2023-01-15T00:00:00
4462,Informática - Sequi,Produtos importados e nacionais,2025-06-19T00:00:00
4463,Bebidas - Doloribus,As melhores marcas e preços do mercado,2023-09-04T00:00:00
4464,Automotivo - Hic,Coleção completa para todos os gostos,2023-01-23T00:00:00
4465,Automotivo - Nostrum,Variedade completa para todas as necessidades,2023-09-25T00:00:00
4466,Brinquedos - Voluptate,Produtos de alta qualidade para o dia a dia,2024-04-25T00:00:00
4467,Camping - Eum,Variedade completa para todas as necessidades,2023-06-18T00:00:00
4468,Automotivo - Eaque,Produtos importados e nacionais,2024-11-05T00:00:00
4469,Livros - Quam,Produtos de alta qualidade para o dia a dia,2025-01-04T00:00:00
4470,Relógios - Porro,Produtos importados e nacionais,2026-03-24T00:00:00
4471,Alimentos - Consequuntur,Novidades e lançamentos da temporada,2025-12-17T00:00:00
4472,Informática - Exercitationem,Produtos importados e nacionais,2024-07-23T00:00:00
4473,Roupas - Qui,Variedade completa para todas as necessidades,2023-09-08T00:00:00
4474,Culinária - Voluptates,Produtos de alta qualidade para o dia a dia,2025-11-03T00:00:00
4475,Pet Shop - Consequuntur,Produtos de alta qualidade para o dia a dia,2024-05-19T00:00:00
4476,Eletrônicos - Recusandae,Produtos importados e nacionais,2024-06-05T00:00:00
4477,Roupas - Unde,Produtos de alta qualidade para o dia a dia,2025-08-23T00:00:00
4478,Esportes - In,Variedade completa para todas as necessidades,2024-02-08T00:00:00
4479,Relógios - Doloribus,Novidades e lançamentos da temporada,2026-06-01T00:00:00
4480,Relógios - Fugiat,Produtos de alta qualidade para o dia a dia,2024-02-22T00:00:00
4481,Automotivo - Est,Variedade completa para todas as necessidades,2024-11-22T00:00:00
4482,Papelaria - Enim,Seleção especial com ótimo custo-benefício,2023-11-16T00:00:00
4483,Decoração - Laborum,Variedade completa para todas as necessidades,2025-10-31T00:00:00
4484,Pesca - Quasi,As melhores marcas e preços do mercado,2026-02-21T00:00:00
4485,Jóias - Qui,Itens exclusivos e limitados,2023-04-07T00:00:00
4486,Papelaria - Aperiam,Variedade completa para todas as necessidades,2025-09-29T00:00:00
4487,Bebidas - Nulla,Produtos importados e nacionais,2023-03-30T00:00:00
4488,Culinária - At,Variedade completa para todas as necessidades,2026-06-11T00:00:00
4489,Saúde - Maiores,Produtos importados e nacionais,2025-03-07T00:00:00
4490,Relógios - Neque,Novidades e lançamentos da temporada,2025-07-08T00:00:00
4491,Móveis - Placeat,Variedade completa para todas as necessidades,2026-01-03T00:00:00
4492,Bebê - Quae,Novidades e lançamentos da temporada,2025-02-05T00:00:00
4493,Bebê - Officiis,Produtos importados e nacionais,2023-03-02T00:00:00
4494,Bebidas - Distinctio,Coleção completa para todos os gostos,2025-03-28T00:00:00
4495,Música - Officiis,Novidades e lançamentos da temporada,2024-12-14T00:00:00
4496,Pesca - Assumenda,Seleção especial com ótimo custo-benefício,2024-04-14T00:00:00
4497,Ferramentas - Quam,As melhores marcas e preços do mercado,2024-09-02T00:00:00
4498,Culinária - Facilis,Seleção especial com ótimo custo-benefício,2024-10-08T00:00:00
4499,Casa & Jardim - Quisquam,Novidades e lançamentos da temporada,2025-07-31T00:00:00
4500,Calçados - Officia,As melhores marcas e preços do mercado,2023-02-27T00:00:00
4501,Camping - Sint,Novidades e lançamentos da temporada,2025-08-01T00:00:00
4502,Viagem - Impedit,Itens exclusivos e limitados,2023-12-08T00:00:00
4503,Móveis - Ipsam,Produtos importados e nacionais,2024-05-06T00:00:00
4504,Bebidas - Vitae,Seleção especial com ótimo custo-benefício,2024-03-25T00:00:00
4505,Games - Et,Seleção especial com ótimo custo-benefício,2025-11-16T00:00:00
4506,Jóias - Ipsam,Variedade completa para todas as necessidades,2023-09-08T00:00:00
4507,Decoração - Unde,Produtos importados e nacionais,2026-02-16T00:00:00
4508,Móveis - Rerum,As melhores marcas e preços do mercado,2025-07-10T00:00:00
4509,Bebidas - Earum,As melhores marcas e preços do mercado,2024-09-14T00:00:00
4510,Beleza - Eaque,Seleção especial com ótimo custo-benefício,2024-02-09T00:00:00
4511,Games - Nesciunt,As melhores marcas e preços do mercado,2024-12-17T00:00:00
4512,Saúde - Modi,Seleção especial com ótimo custo-benefício,2025-11-12T00:00:00
4513,Casa & Jardim - Debitis,Novidades e lançamentos da temporada,2024-09-26T00:00:00
4514,Ferramentas - Ipsam,As melhores marcas e preços do mercado,2025-08-04T00:00:00
4515,Camping - Dolorem,Coleção completa para todos os gostos,2026-06-02T00:00:00
4516,Brinquedos - Tempora,Novidades e lançamentos da temporada,2024-06-25T00:00:00
4517,Relógios - Esse,As melhores marcas e preços do mercado,2024-03-08T00:00:00
4518,Informática - Totam,Produtos de alta qualidade para o dia a dia,2024-05-30T00:00:00
4519,Jóias - Cumque,Seleção especial com ótimo custo-benefício,2023-04-19T00:00:00
4520,Viagem - Voluptates,Itens exclusivos e limitados,2024-12-29T00:00:00
4521,Jóias - Laudantium,Produtos importados e nacionais,2023-11-13T00:00:00
4522,Pet Shop - Reiciendis,Seleção especial com ótimo custo-benefício,2023-11-24T00:00:00
4523,Jóias - Saepe,Coleção completa para todos os gostos,2025-12-30T00:00:00
4524,Bebê - Corrupti,Produtos de alta qualidade para o dia a dia,2025-10-17T00:00:00
4525,Livros - Similique,As melhores marcas e preços do mercado,2023-12-10T00:00:00
4526,Esportes - Maxime,Produtos de alta qualidade para o dia a dia,2023-10-02T00:00:00
4527,Jóias - Hic,Produtos importados e nacionais,2026-01-25T00:00:00
4528,Saúde - Officia,Itens exclusivos e limitados,2024-07-02T00:00:00
4529,Brinquedos - Est,Seleção especial com ótimo custo-benefício,2024-02-04T00:00:00
4530,Ferramentas - Error,Itens exclusivos e limitados,2023-09-23T00:00:00
4531,Jóias - Dignissimos,Coleção completa para todos os gostos,2023-02-15T00:00:00
4532,Esportes - Blanditiis,Novidades e lançamentos da temporada,2023-04-09T00:00:00
4533,Alimentos - Culpa,Produtos importados e nacionais,2025-05-25T00:00:00
4534,Bebidas - Debitis,Novidades e lançamentos da temporada,2023-08-21T00:00:00
4535,Pet Shop - Velit,Produtos de alta qualidade para o dia a dia,2025-09-03T00:00:00
4536,Alimentos - Itaque,Coleção completa para todos os gostos,2025-11-03T00:00:00
4537,Música - Placeat,Variedade completa para todas as necessidades,2025-11-15T00:00:00
4538,Games - Nemo,Novidades e lançamentos da temporada,2024-07-13T00:00:00
4539,Pesca - Eveniet,As melhores marcas e preços do mercado,2025-01-31T00:00:00
4540,Alimentos - Quibusdam,Coleção completa para todos os gostos,2025-04-28T00:00:00
4541,Bebidas - Temporibus,Itens exclusivos e limitados,2025-03-02T00:00:00
4542,Música - Hic,Variedade completa para todas as necessidades,2024-09-28T00:00:00
4543,Limpeza - Molestiae,Itens exclusivos e limitados,2023-09-13T00:00:00
4544,Roupas - Placeat,Itens exclusivos e limitados,2025-01-07T00:00:00
4545,Papelaria - Possimus,Produtos importados e nacionais,2024-02-28T00:00:00
4546,Cinema - Similique,Produtos importados e nacionais,2023-12-22T00:00:00
4547,Viagem - Totam,Variedade completa para todas as necessidades,2023-05-14T00:00:00
4548,Beleza - Laudantium,Coleção completa para todos os gostos,2024-12-11T00:00:00
4549,Viagem - Illo,Produtos de alta qualidade para o dia a dia,2023-11-04T00:00:00
4550,Jóias - Molestias,Novidades e lançamentos da temporada,2024-04-09T00:00:00
4551,Camping - Tempore,Itens exclusivos e limitados,2025-09-04T00:00:00
4552,Casa & Jardim - Ex,Seleção especial com ótimo custo-benefício,2024-04-14T00:00:00
4553,Bebê - Optio,Seleção especial com ótimo custo-benefício,2024-03-10T00:00:00
4554,Livros - Provident,Itens exclusivos e limitados,2024-12-27T00:00:00
4555,Limpeza - Unde,Produtos importados e nacionais,2026-02-04T00:00:00
4556,Móveis - Debitis,Produtos importados e nacionais,2026-05-26T00:00:00
4557,Beleza - Sunt,Produtos importados e nacionais,2025-03-13T00:00:00
4558,Cinema - Error,Novidades e lançamentos da temporada,2024-06-01T00:00:00
4559,Esportes - Itaque,Seleção especial com ótimo custo-benefício,2025-11-26T00:00:00
4560,Limpeza - Non,As melhores marcas e preços do mercado,2026-06-09T00:00:00
4561,Bebê - Harum,Itens exclusivos e limitados,2025-08-01T00:00:00
4562,Papelaria - Veritatis,Novidades e lançamentos da temporada,2023-12-17T00:00:00
4563,Games - Asperiores,Produtos de alta qualidade para o dia a dia,2023-02-07T00:00:00
4564,Ar Livre - Vero,Variedade completa para todas as necessidades,2025-11-27T00:00:00
4565,Brinquedos - Id,Itens exclusivos e limitados,2023-04-21T00:00:00
4566,Brinquedos - Autem,Coleção completa para todos os gostos,2023-10-16T00:00:00
4567,Ar Livre - Nobis,Itens exclusivos e limitados,2025-06-01T00:00:00
4568,Decoração - Ut,Variedade completa para todas as necessidades,2026-03-21T00:00:00
4569,Brinquedos - Ratione,Seleção especial com ótimo custo-benefício,2023-02-01T00:00:00
4570,Saúde - Sed,Produtos de alta qualidade para o dia a dia,2025-01-11T00:00:00
4571,Alimentos - Culpa,Produtos importados e nacionais,2023-02-26T00:00:00
4572,Pet Shop - Eaque,Variedade completa para todas as necessidades,2023-08-26T00:00:00
4573,Música - Amet,Seleção especial com ótimo custo-benefício,2024-12-11T00:00:00
4574,Automotivo - Dicta,Variedade completa para todas as necessidades,2023-01-09T00:00:00
4575,Pet Shop - Itaque,Itens exclusivos e limitados,2025-05-11T00:00:00
4576,Papelaria - Ullam,As melhores marcas e preços do mercado,2023-11-05T00:00:00
4577,Móveis - Autem,Variedade completa para todas as necessidades,2025-03-17T00:00:00
4578,Música - Aperiam,Variedade completa para todas as necessidades,2024-05-13T00:00:00
4579,Culinária - Cupiditate,Produtos de alta qualidade para o dia a dia,2024-09-29T00:00:00
4580,Culinária - Labore,As melhores marcas e preços do mercado,2026-02-04T00:00:00
4581,Culinária - Nesciunt,Produtos importados e nacionais,2026-01-13T00:00:00
4582,Relógios - Exercitationem,Variedade completa para todas as necessidades,2025-12-08T00:00:00
4583,Relógios - Voluptatem,As melhores marcas e preços do mercado,2025-11-14T00:00:00
4584,Bebidas - Dolor,Produtos de alta qualidade para o dia a dia,2023-02-09T00:00:00
4585,Eletrônicos - Similique,Coleção completa para todos os gostos,2024-12-27T00:00:00
4586,Limpeza - Facilis,As melhores marcas e preços do mercado,2023-04-15T00:00:00
4587,Pesca - Iste,Variedade completa para todas as necessidades,2026-02-01T00:00:00
4588,Limpeza - Mollitia,Coleção completa para todos os gostos,2023-11-25T00:00:00
4589,Limpeza - Labore,Variedade completa para todas as necessidades,2025-07-16T00:00:00
4590,Alimentos - Eaque,Itens exclusivos e limitados,2025-03-29T00:00:00
4591,Cinema - Quae,Coleção completa para todos os gostos,2024-12-30T00:00:00
4592,Beleza - Accusantium,Produtos de alta qualidade para o dia a dia,2026-04-08T00:00:00
4593,Pet Shop - Aliquam,Produtos importados e nacionais,2024-01-01T00:00:00
4594,Culinária - Esse,Seleção especial com ótimo custo-benefício,2023-03-07T00:00:00
4595,Casa & Jardim - Impedit,Itens exclusivos e limitados,2024-11-30T00:00:00
4596,Camping - Id,Coleção completa para todos os gostos,2026-02-08T00:00:00
4597,Brinquedos - Nisi,Produtos de alta qualidade para o dia a dia,2024-10-18T00:00:00
4598,Casa & Jardim - Molestiae,As melhores marcas e preços do mercado,2023-02-01T00:00:00
4599,Automotivo - Maiores,Coleção completa para todos os gostos,2023-10-07T00:00:00
4600,Decoração - Ut,Coleção completa para todos os gostos,2025-05-25T00:00:00
4601,Alimentos - Accusantium,Produtos importados e nacionais,2025-02-11T00:00:00
4602,Alimentos - Maiores,Itens exclusivos e limitados,2025-12-05T00:00:00
4603,Eletrônicos - Vitae,Produtos importados e nacionais,2024-08-05T00:00:00
4604,Roupas - Molestiae,Produtos importados e nacionais,2025-02-06T00:00:00
4605,Jóias - Sunt,Produtos de alta qualidade para o dia a dia,2024-10-05T00:00:00
4606,Automotivo - Consectetur,Novidades e lançamentos da temporada,2023-11-07T00:00:00
4607,Música - Tenetur,Seleção especial com ótimo custo-benefício,2026-05-07T00:00:00
4608,Saúde - Officia,Coleção completa para todos os gostos,2024-01-28T00:00:00
4609,Roupas - Id,As melhores marcas e preços do mercado,2023-01-16T00:00:00
4610,Ferramentas - Magni,As melhores marcas e preços do mercado,2025-09-29T00:00:00
4611,Beleza - Laborum,As melhores marcas e preços do mercado,2025-01-18T00:00:00
4612,Casa & Jardim - Molestias,Novidades e lançamentos da temporada,2023-08-11T00:00:00
4613,Pet Shop - At,Novidades e lançamentos da temporada,2025-11-14T00:00:00
4614,Culinária - Nam,As melhores marcas e preços do mercado,2025-02-02T00:00:00
4615,Papelaria - Soluta,As melhores marcas e preços do mercado,2026-02-01T00:00:00
4616,Livros - Voluptates,Coleção completa para todos os gostos,2023-12-05T00:00:00
4617,Pesca - Dolores,Novidades e lançamentos da temporada,2023-10-07T00:00:00
4618,Relógios - Error,Novidades e lançamentos da temporada,2024-10-08T00:00:00
4619,Roupas - Animi,Novidades e lançamentos da temporada,2023-08-14T00:00:00
4620,Relógios - Optio,Seleção especial com ótimo custo-benefício,2024-01-01T00:00:00
4621,Esportes - Fugiat,Novidades e lançamentos da temporada,2025-07-03T00:00:00
4622,Informática - Vitae,Novidades e lançamentos da temporada,2023-11-10T00:00:00
4623,Esportes - Esse,Itens exclusivos e limitados,2024-02-22T00:00:00
4624,Limpeza - Molestias,Novidades e lançamentos da temporada,2026-01-25T00:00:00
4625,Pesca - Error,Produtos de alta qualidade para o dia a dia,2023-08-06T00:00:00
4626,Informática - Rem,Seleção especial com ótimo custo-benefício,2023-07-20T00:00:00
4627,Viagem - Ut,Seleção especial com ótimo custo-benefício,2023-05-31T00:00:00
4628,Bebê - Perferendis,Coleção completa para todos os gostos,2023-01-22T00:00:00
4629,Saúde - Soluta,Seleção especial com ótimo custo-benefício,2023-03-25T00:00:00
4630,Livros - Perferendis,As melhores marcas e preços do mercado,2023-02-01T00:00:00
4631,Cinema - Cupiditate,Seleção especial com ótimo custo-benefício,2024-10-18T00:00:00
4632,Bebidas - Facere,Coleção completa para todos os gostos,2026-03-30T00:00:00
4633,Culinária - Officiis,Variedade completa para todas as necessidades,2023-03-03T00:00:00
4634,Ar Livre - Velit,Variedade completa para todas as necessidades,2026-02-08T00:00:00
4635,Eletrônicos - Nemo,Coleção completa para todos os gostos,2023-12-04T00:00:00
4636,Papelaria - Ex,As melhores marcas e preços do mercado,2026-03-17T00:00:00
4637,Alimentos - Rem,Produtos importados e nacionais,2026-05-05T00:00:00
4638,Bebê - Facere,Novidades e lançamentos da temporada,2026-01-08T00:00:00
4639,Alimentos - Soluta,Itens exclusivos e limitados,2025-09-18T00:00:00
4640,Livros - Aut,Variedade completa para todas as necessidades,2025-10-08T00:00:00
4641,Bebidas - Fugiat,Coleção completa para todos os gostos,2023-01-21T00:00:00
4642,Camping - Sint,Seleção especial com ótimo custo-benefício,2023-11-08T00:00:00
4643,Casa & Jardim - Illum,Produtos importados e nacionais,2023-12-13T00:00:00
4644,Culinária - Facere,Produtos importados e nacionais,2025-01-28T00:00:00
4645,Brinquedos - Facere,Itens exclusivos e limitados,2023-12-24T00:00:00
4646,Informática - Porro,Itens exclusivos e limitados,2023-01-20T00:00:00
4647,Bebidas - Molestiae,Novidades e lançamentos da temporada,2023-10-29T00:00:00
4648,Esportes - Autem,Produtos importados e nacionais,2023-12-06T00:00:00
4649,Papelaria - Aperiam,Seleção especial com ótimo custo-benefício,2024-07-25T00:00:00
4650,Limpeza - Quibusdam,Novidades e lançamentos da temporada,2025-03-26T00:00:00
4651,Papelaria - Libero,Produtos importados e nacionais,2024-05-04T00:00:00
4652,Decoração - Quia,Variedade completa para todas as necessidades,2025-09-22T00:00:00
4653,Camping - Numquam,Itens exclusivos e limitados,2024-02-18T00:00:00
4654,Eletrônicos - Dolore,Produtos de alta qualidade para o dia a dia,2025-05-02T00:00:00
4655,Livros - Provident,As melhores marcas e preços do mercado,2023-04-14T00:00:00
4656,Móveis - Tempora,As melhores marcas e preços do mercado,2024-05-25T00:00:00
4657,Bebê - In,Novidades e lançamentos da temporada,2024-11-26T00:00:00
4658,Calçados - Illo,Variedade completa para todas as necessidades,2025-06-21T00:00:00
4659,Ar Livre - Repudiandae,Produtos de alta qualidade para o dia a dia,2026-02-14T00:00:00
4660,Bebidas - Voluptate,Seleção especial com ótimo custo-benefício,2026-04-25T00:00:00
4661,Camping - Recusandae,Coleção completa para todos os gostos,2025-04-16T00:00:00
4662,Casa & Jardim - Fuga,Variedade completa para todas as necessidades,2023-06-06T00:00:00
4663,Informática - Quis,Variedade completa para todas as necessidades,2025-11-30T00:00:00
4664,Livros - Nulla,Seleção especial com ótimo custo-benefício,2024-07-11T00:00:00
4665,Roupas - Sint,Variedade completa para todas as necessidades,2024-12-04T00:00:00
4666,Ar Livre - Repudiandae,Itens exclusivos e limitados,2025-05-28T00:00:00
4667,Esportes - Ratione,As melhores marcas e preços do mercado,2023-03-22T00:00:00
4668,Móveis - Fugit,Variedade completa para todas as necessidades,2023-09-12T00:00:00
4669,Camping - Beatae,Produtos de alta qualidade para o dia a dia,2025-09-02T00:00:00
4670,Informática - Officiis,Produtos de alta qualidade para o dia a dia,2026-01-09T00:00:00
4671,Culinária - Tenetur,Produtos importados e nacionais,2023-10-05T00:00:00
4672,Decoração - Similique,Produtos importados e nacionais,2025-10-19T00:00:00
4673,Calçados - Fugiat,Itens exclusivos e limitados,2024-04-01T00:00:00
4674,Esportes - Qui,Produtos de alta qualidade para o dia a dia,2025-08-03T00:00:00
4675,Camping - Voluptatem,Seleção especial com ótimo custo-benefício,2024-09-06T00:00:00
4676,Beleza - Placeat,Produtos de alta qualidade para o dia a dia,2023-10-22T00:00:00
4677,Casa & Jardim - Eos,Produtos de alta qualidade para o dia a dia,2025-06-29T00:00:00
4678,Viagem - Animi,As melhores marcas e preços do mercado,2024-06-06T00:00:00
4679,Alimentos - Ullam,Itens exclusivos e limitados,2025-08-04T00:00:00
4680,Esportes - Sint,As melhores marcas e preços do mercado,2024-02-24T00:00:00
4681,Decoração - Corrupti,Seleção especial com ótimo custo-benefício,2025-03-02T00:00:00
4682,Casa & Jardim - Quia,Produtos importados e nacionais,2025-03-23T00:00:00
4683,Ar Livre - Architecto,Seleção especial com ótimo custo-benefício,2024-04-20T00:00:00
4684,Livros - Eveniet,Novidades e lançamentos da temporada,2025-08-19T00:00:00
4685,Móveis - Occaecati,Seleção especial com ótimo custo-benefício,2024-07-23T00:00:00
4686,Saúde - In,Seleção especial com ótimo custo-benefício,2024-09-01T00:00:00
4687,Beleza - Provident,Variedade completa para todas as necessidades,2025-02-27T00:00:00
4688,Bebidas - Voluptas,Itens exclusivos e limitados,2023-12-12T00:00:00
4689,Alimentos - Consequuntur,Coleção completa para todos os gostos,2024-05-27T00:00:00
4690,Livros - Magni,As melhores marcas e preços do mercado,2025-04-03T00:00:00
4691,Pet Shop - Voluptatem,Coleção completa para todos os gostos,2025-07-09T00:00:00
4692,Papelaria - Nesciunt,Seleção especial com ótimo custo-benefício,2023-11-04T00:00:00
4693,Livros - Vitae,Variedade completa para todas as necessidades,2024-12-21T00:00:00
4694,Bebê - Animi,Itens exclusivos e limitados,2025-12-02T00:00:00
4695,Calçados - Voluptates,Itens exclusivos e limitados,2025-02-28T00:00:00
4696,Roupas - Et,Variedade completa para todas as necessidades,2023-09-29T00:00:00
4697,Roupas - Cupiditate,Produtos importados e nacionais,2024-09-26T00:00:00
4698,Viagem - Provident,Coleção completa para todos os gostos,2025-12-29T00:00:00
4699,Beleza - Magni,Novidades e lançamentos da temporada,2024-11-15T00:00:00
4700,Informática - Tenetur,Produtos de alta qualidade para o dia a dia,2024-12-31T00:00:00
4701,Relógios - Eos,Coleção completa para todos os gostos,2024-02-20T00:00:00
4702,Saúde - Consequuntur,Coleção completa para todos os gostos,2025-04-08T00:00:00
4703,Games - Dolor,Seleção especial com ótimo custo-benefício,2024-05-09T00:00:00
4704,Jóias - Quia,As melhores marcas e preços do mercado,2023-08-27T00:00:00
4705,Bebidas - Illum,Coleção completa para todos os gostos,2026-02-12T00:00:00
4706,Informática - Aperiam,Coleção completa para todos os gostos,2023-07-20T00:00:00
4707,Eletrônicos - Eius,Seleção especial com ótimo custo-benefício,2026-01-26T00:00:00
4708,Alimentos - Voluptatem,As melhores marcas e preços do mercado,2024-05-03T00:00:00
4709,Móveis - Vero,Variedade completa para todas as necessidades,2023-11-02T00:00:00
4710,Camping - Veniam,Itens exclusivos e limitados,2025-12-24T00:00:00
4711,Cinema - Velit,As melhores marcas e preços do mercado,2024-01-02T00:00:00
4712,Livros - Ratione,Coleção completa para todos os gostos,2024-06-27T00:00:00
4713,Bebidas - Expedita,Seleção especial com ótimo custo-benefício,2025-08-19T00:00:00
