id_pedido,id_cliente,data_pedido,status,valor_total,id_cupom,updated_at
4522,7823,2025-03-07T00:00:00,cancelado,1929.3,,2026-03-23T00:00:00
4523,13117,2025-07-21T00:00:00,enviado,780.93,,2026-03-30T00:00:00
4524,14819,2023-09-12T00:00:00,cancelado,2229.17,,2026-04-25T00:00:00
4525,7577,2024-08-13T00:00:00,enviado,2769.89,,2025-08-22T00:00:00
4526,12927,2025-01-03T00:00:00,entregue,955.48,2687.0,2026-01-09T00:00:00
4527,1196,2023-09-11T00:00:00,entregue,1280.36,,2024-10-18T00:00:00
4528,13242,2023-04-30T00:00:00,entregue,2992.04,,2025-07-13T00:00:00
4529,8058,2025-08-04T00:00:00,entregue,248.1,,2025-10-23T00:00:00
4530,800,2026-01-27T00:00:00,entregue,221.36,,2026-04-20T00:00:00
4531,8291,2023-10-03T00:00:00,processando,971.45,,2023-10-30T00:00:00
4532,10413,2025-04-02T00:00:00,entregue,1012.51,2005.0,2025-11-23T00:00:00
4533,9031,2023-06-29T00:00:00,entregue,2350.32,,2025-05-04T00:00:00
4534,5803,2025-01-29T00:00:00,entregue,1104.0,,2026-03-02T00:00:00
4535,4278,2026-01-11T00:00:00,entregue,1276.58,,2026-06-03T00:00:00
4536,5343,2023-04-30T00:00:00,processando,2774.25,3874.0,2026-06-09T00:00:00
4537,1027,2026-01-18T00:00:00,processando,275.09,,2026-05-06T00:00:00
4538,3115,2025-04-19T00:00:00,entregue,2259.51,6327.0,2026-04-02T00:00:00
4539,9360,2024-11-01T00:00:00,entregue,382.89,,2026-01-02T00:00:00
4540,14009,2023-11-24T00:00:00,entregue,1191.6,576.0,2025-02-27T00:00:00
4541,7751,2026-06-04T00:00:00,entregue,2582.33,,2026-06-10T00:00:00
4542,11981,2023-06-02T00:00:00,entregue,1655.66,1507.0,2024-01-13T00:00:00
4543,10035,2025-12-08T00:00:00,entregue,2712.53,,2026-05-16T00:00:00
4544,5405,2024-09-09T00:00:00,cancelado,2330.81,,2024-11-27T00:00:00
4545,247,2023-08-29T00:00:00,enviado,412.44,13880.0,2025-01-20T00:00:00
4546,8302,2026-04-20T00:00:00,entregue,676.56,,2026-06-10T00:00:00
4547,10487,2023-03-30T00:00:00,cancelado,2285.42,,2025-03-20T00:00:00
4548,2134,2025-11-02T00:00:00,entregue,1223.29,,2026-02-20T00:00:00
4549,11722,2026-05-11T00:00:00,cancelado,1336.98,,2026-06-04T00:00:00
4550,14384,2024-09-18T00:00:00,pendente,1676.02,,2025-11-28T00:00:00
4551,9478,2025-07-21T00:00:00,entregue,950.12,,2025-08-06T00:00:00
4552,14453,2025-08-03T00:00:00,entregue,418.68,,2026-01-14T00:00:00
4553,5989,2024-02-27T00:00:00,entregue,2970.66,,2024-04-27T00:00:00
4554,10836,2025-06-26T00:00:00,pendente,1363.78,,2025-11-21T00:00:00
4555,12742,2024-01-06T00:00:00,entregue,2641.69,,2026-01-21T00:00:00
4556,8779,2024-12-18T00:00:00,cancelado,1984.29,2455.0,2026-01-29T00:00:00
4557,1165,2023-05-14T00:00:00,pendente,1676.32,,2024-01-19T00:00:00
4558,4207,2025-09-28T00:00:00,processando,2896.59,,2026-01-07T00:00:00
4559,2174,2026-05-22T00:00:00,cancelado,1715.07,6154.0,2026-05-23T00:00:00
4560,14871,2025-06-17T00:00:00,entregue,612.28,3803.0,2025-09-09T00:00:00
4561,12068,2026-05-24T00:00:00,enviado,1249.33,,2026-06-10T00:00:00
4562,7797,2024-07-22T00:00:00,cancelado,1651.72,5999.0,2026-04-18T00:00:00
4563,6118,2025-05-30T00:00:00,entregue,358.38,,2025-12-29T00:00:00
4564,2433,2025-02-11T00:00:00,entregue,2361.16,,2025-07-29T00:00:00
4565,13812,2023-10-23T00:00:00,entregue,171.81,,2025-12-12T00:00:00
4566,8594,2023-11-14T00:00:00,entregue,2576.34,,2024-03-28T00:00:00
4567,14226,2024-05-12T00:00:00,cancelado,500.03,,2025-12-26T00:00:00
4568,13744,2023-02-15T00:00:00,pendente,2604.64,,2024-07-10T00:00:00
4569,9621,2025-04-23T00:00:00,entregue,142.03,,2025-10-08T00:00:00
4570,959,2024-02-17T00:00:00,entregue,1630.43,,2024-02-21T00:00:00
4571,7166,2023-11-19T00:00:00,entregue,1812.23,13303.0,2026-01-12T00:00:00
4572,3355,2023-10-18T00:00:00,entregue,2287.64,,2024-08-17T00:00:00
4573,8743,2023-03-31T00:00:00,entregue,2340.94,,2023-04-26T00:00:00
4574,6831,2025-11-27T00:00:00,entregue,1543.02,,2025-11-28T00:00:00
4575,4886,2026-03-26T00:00:00,enviado,2786.54,9896.0,2026-03-26T00:00:00
4576,9082,2026-02-06T00:00:00,entregue,2831.71,,2026-03-03T00:00:00
4577,14228,2024-01-21T00:00:00,processando,2290.28,,2024-06-24T00:00:00
4578,11550,2023-05-31T00:00:00,processando,2284.46,3942.0,2025-07-04T00:00:00
4579,935,2023-08-17T00:00:00,entregue,864.61,,2023-09-06T00:00:00
4580,834,2023-01-23T00:00:00,entregue,498.37,,2024-10-27T00:00:00
4581,11632,2023-05-20T00:00:00,enviado,2390.63,,2023-06-14T00:00:00
4582,8443,2025-08-28T00:00:00,entregue,459.34,,2026-02-12T00:00:00
4583,10009,2024-11-06T00:00:00,entregue,1413.54,,2025-09-10T00:00:00
4584,10653,2024-04-23T00:00:00,cancelado,2537.09,,2026-02-26T00:00:00
4585,11565,2025-03-22T00:00:00,entregue,993.03,9572.0,2025-05-15T00:00:00
4586,10960,2023-07-09T00:00:00,entregue,2752.98,,2025-08-15T00:00:00
4587,6677,2025-05-26T00:00:00,enviado,219.51,,2026-04-11T00:00:00
4588,8426,2024-02-09T00:00:00,cancelado,2223.86,,2024-10-07T00:00:00
4589,7110,2024-07-08T00:00:00,entregue,1591.9,,2025-07-18T00:00:00
4590,4154,2025-10-16T00:00:00,enviado,2587.11,,2026-01-23T00:00:00
4591,8239,2024-08-27T00:00:00,processando,1002.13,,2025-12-12T00:00:00
4592,3893,2025-10-17T00:00:00,entregue,388.89,11365.0,2026-03-17T00:00:00
4593,339,2026-04-02T00:00:00,enviado,535.2,,2026-04-06T00:00:00
4594,4496,2025-01-23T00:00:00,entregue,996.77,866.0,2026-05-19T00:00:00
4595,12819,2023-03-13T00:00:00,entregue,33.46,10147.0,2026-02-08T00:00:00
4596,3079,2024-01-27T00:00:00,entregue,1703.12,,2024-12-20T00:00:00
4597,3620,2023-04-26T00:00:00,enviado,1249.76,,2024-09-12T00:00:00
4598,5980,2026-03-14T00:00:00,entregue,2895.35,636.0,2026-05-09T00:00:00
4599,13839,2023-10-16T00:00:00,entregue,1448.54,,2024-11-05T00:00:00
4600,6943,2025-03-12T00:00:00,enviado,572.64,,2025-04-28T00:00:00
4601,12071,2024-11-01T00:00:00,cancelado,1213.05,,2025-09-17T00:00:00
4602,61,2026-02-12T00:00:00,entregue,1890.68,,2026-04-27T00:00:00
4603,353,2023-08-13T00:00:00,enviado,198.44,,2024-07-22T00:00:00
4604,12297,2025-12-21T00:00:00,entregue,241.75,,2026-05-15T00:00:00
4605,3098,2025-07-19T00:00:00,enviado,2461.64,,2025-09-06T00:00:00
4606,10750,2024-01-30T00:00:00,entregue,2471.95,14660.0,2025-08-22T00:00:00
4607,9819,2024-09-10T00:00:00,entregue,919.67,,2025-05-12T00:00:00
4608,14888,2024-08-24T00:00:00,entregue,586.33,,2025-04-03T00:00:00
4609,7935,2024-08-22T00:00:00,entregue,2729.14,,2025-07-07T00:00:00
4610,10866,2023-10-26T00:00:00,cancelado,254.01,,2024-12-10T00:00:00
4611,13245,2025-08-25T00:00:00,entregue,2950.67,,2025-10-12T00:00:00
4612,8187,2024-12-02T00:00:00,entregue,2036.86,,2025-01-01T00:00:00
4613,13826,2025-04-24T00:00:00,entregue,702.91,,2025-06-29T00:00:00
4614,8031,2023-09-01T00:00:00,cancelado,223.72,8377.0,2024-07-15T00:00:00
4615,9573,2024-02-27T00:00:00,entregue,383.91,8680.0,2025-10-18T00:00:00
4616,7120,2024-02-13T00:00:00,entregue,821.49,,2026-05-28T00:00:00
4617,1007,2024-12-15T00:00:00,processando,1918.5,,2025-05-21T00:00:00
4618,14754,2023-06-26T00:00:00,enviado,1059.13,,2023-08-12T00:00:00
4619,781,2025-09-08T00:00:00,entregue,1299.14,,2026-03-19T00:00:00
4620,6964,2025-01-16T00:00:00,processando,2537.75,,2026-02-28T00:00:00
4621,13087,2024-06-01T00:00:00,entregue,2128.15,,2026-04-10T00:00:00
4622,7886,2026-01-07T00:00:00,entregue,2521.44,14039.0,2026-04-03T00:00:00
4623,4890,2025-04-28T00:00:00,enviado,2338.47,14501.0,2025-05-31T00:00:00
4624,13908,2023-04-17T00:00:00,entregue,1476.83,,2023-11-22T00:00:00
4625,8756,2025-08-07T00:00:00,processando,1067.15,,2026-03-03T00:00:00
4626,11793,2023-05-21T00:00:00,cancelado,2897.96,,2024-05-20T00:00:00
4627,1227,2024-07-30T00:00:00,processando,2164.95,4629.0,2024-08-18T00:00:00
4628,1430,2024-06-05T00:00:00,entregue,117.52,,2025-12-05T00:00:00
4629,177,2024-03-24T00:00:00,entregue,2028.04,6005.0,2025-06-28T00:00:00
4630,2068,2026-02-26T00:00:00,enviado,1755.6,,2026-05-30T00:00:00
4631,3285,2023-06-13T00:00:00,entregue,2219.98,,2023-09-30T00:00:00
4632,6460,2023-11-01T00:00:00,entregue,2855.0,,2024-09-25T00:00:00
4633,13624,2025-10-09T00:00:00,enviado,305.53,,2026-06-07T00:00:00
4634,3919,2025-06-09T00:00:00,entregue,1676.95,,2026-06-06T00:00:00
4635,369,2026-03-08T00:00:00,entregue,1594.54,,2026-04-26T00:00:00
4636,9866,2023-01-11T00:00:00,entregue,2696.93,,2023-11-21T00:00:00
4637,12174,2026-05-16T00:00:00,cancelado,1462.67,,2026-05-26T00:00:00
4638,12950,2023-09-27T00:00:00,processando,2076.38,,2025-02-18T00:00:00
4639,12623,2025-08-16T00:00:00,entregue,632.01,,2025-10-10T00:00:00
4640,4307,2025-05-30T00:00:00,entregue,931.96,,2026-05-04T00:00:00
4641,2113,2025-08-30T00:00:00,enviado,107.34,,2025-12-13T00:00:00
4642,11288,2025-11-04T00:00:00,cancelado,2435.65,736.0,2026-01-16T00:00:00
4643,13383,2023-07-01T00:00:00,cancelado,1033.11,,2024-07-25T00:00:00
4644,5041,2024-05-11T00:00:00,enviado,2944.24,,2025-07-06T00:00:00
4645,3,2024-04-15T00:00:00,entregue,1353.83,,2025-04-27T00:00:00
4646,2923,2025-05-26T00:00:00,enviado,2586.01,,2026-01-26T00:00:00
4647,578,2024-11-20T00:00:00,cancelado,2511.62,,2026-04-05T00:00:00
4648,8147,2024-01-28T00:00:00,cancelado,1922.49,2670.0,2025-05-17T00:00:00
4649,2004,2024-07-15T00:00:00,enviado,2631.55,7498.0,2024-07-18T00:00:00
4650,1470,2024-05-25T00:00:00,enviado,2381.69,,2024-11-06T00:00:00
4651,3751,2024-05-19T00:00:00,entregue,1455.44,,2025-06-07T00:00:00
4652,10593,2023-12-22T00:00:00,cancelado,1842.72,5126.0,2025-03-24T00:00:00
4653,11085,2024-12-21T00:00:00,enviado,2702.1,2960.0,2025-07-16T00:00:00
4654,8509,2023-09-24T00:00:00,cancelado,1680.9,,2025-10-18T00:00:00
4655,11748,2025-10-08T00:00:00,cancelado,1726.83,,2025-10-30T00:00:00
4656,2067,2024-07-13T00:00:00,entregue,1570.77,,2024-09-11T00:00:00
4657,10044,2024-04-15T00:00:00,cancelado,31.56,,2025-10-25T00:00:00
4658,13139,2025-01-03T00:00:00,cancelado,2503.68,5709.0,2025-06-27T00:00:00
4659,686,2023-05-26T00:00:00,entregue,1856.76,,2024-09-17T00:00:00
4660,11537,2025-10-22T00:00:00,enviado,1079.32,,2026-04-11T00:00:00
4661,2384,2024-12-17T00:00:00,enviado,2538.38,,2025-08-03T00:00:00
4662,4534,2025-08-20T00:00:00,entregue,975.93,,2025-09-13T00:00:00
4663,2437,2024-05-01T00:00:00,entregue,1267.07,,2025-10-22T00:00:00
4664,3496,2025-04-25T00:00:00,entregue,425.94,,2026-04-30T00:00:00
4665,14346,2024-09-04T00:00:00,entregue,1096.91,2789.0,2025-05-26T00:00:00
4666,13046,2023-06-18T00:00:00,pendente,633.56,3064.0,2025-05-29T00:00:00
4667,1368,2024-10-20T00:00:00,enviado,1345.77,,2024-12-13T00:00:00
4668,5688,2025-04-08T00:00:00,entregue,22.74,9309.0,2026-03-11T00:00:00
4669,7726,2025-04-02T00:00:00,entregue,875.85,,2025-05-18T00:00:00
4670,14084,2023-02-13T00:00:00,entregue,1184.33,,2025-10-20T00:00:00
4671,10108,2025-08-24T00:00:00,entregue,2214.55,7727.0,2026-05-18T00:00:00
4672,1340,2024-11-06T00:00:00,entregue,186.39,,2026-02-18T00:00:00
4673,4091,2024-04-27T00:00:00,pendente,982.39,,2025-12-28T00:00:00
4674,11227,2024-11-23T00:00:00,enviado,475.42,,2025-08-08T00:00:00
4675,4346,2023-05-16T00:00:00,enviado,1054.37,14419.0,2026-05-03T00:00:00
4676,14935,2023-07-24T00:00:00,cancelado,894.48,,2025-12-31T00:00:00
4677,869,2025-09-12T00:00:00,entregue,2335.37,1951.0,2026-03-20T00:00:00
4678,11921,2024-03-27T00:00:00,enviado,1564.68,,2025-04-18T00:00:00
4679,837,2025-05-20T00:00:00,entregue,2568.95,,2026-02-02T00:00:00
4680,14274,2023-05-15T00:00:00,enviado,1722.42,13004.0,2026-02-11T00:00:00
4681,3747,2023-04-18T00:00:00,enviado,160.56,,2024-11-30T00:00:00
4682,213,2024-01-21T00:00:00,entregue,2860.07,,2026-02-25T00:00:00
4683,2983,2024-07-05T00:00:00,cancelado,2802.75,,2025-02-18T00:00:00
4684,10254,2024-02-14T00:00:00,entregue,2105.24,,2024-04-09T00:00:00
4685,518,2024-12-10T00:00:00,entregue,1154.43,,2025-04-19T00:00:00
4686,6799,2026-01-31T00:00:00,entregue,2681.48,,2026-03-25T00:00:00
4687,1419,2025-04-20T00:00:00,entregue,1447.78,11071.0,2025-04-23T00:00:00
4688,7232,2024-10-06T00:00:00,entregue,2115.06,,2026-03-20T00:00:00
4689,2542,2024-05-21T00:00:00,processando,1242.69,,2025-02-02T00:00:00
4690,8100,2024-08-28T00:00:00,enviado,1737.3,,2024-08-30T00:00:00
4691,2249,2026-02-18T00:00:00,cancelado,1482.72,,2026-04-09T00:00:00
4692,11767,2025-10-15T00:00:00,enviado,320.96,,2025-10-25T00:00:00
4693,5394,2024-05-28T00:00:00,entregue,380.22,,2026-01-10T00:00:00
4694,279,2023-11-09T00:00:00,entregue,2678.25,,2024-04-01T00:00:00
4695,5150,2024-10-13T00:00:00,processando,2639.14,,2025-12-06T00:00:00
4696,5149,2024-01-06T00:00:00,entregue,1636.16,,2026-02-28T00:00:00
4697,8239,2026-03-10T00:00:00,entregue,2195.45,,2026-05-09T00:00:00
4698,696,2023-07-03T00:00:00,entregue,2730.32,,2024-12-29T00:00:00
4699,4234,2025-08-10T00:00:00,entregue,1459.74,,2025-10-08T00:00:00
4700,4651,2023-07-23T00:00:00,cancelado,1134.39,,2024-01-16T00:00:00
4701,7037,2025-04-16T00:00:00,entregue,2097.66,,2025-06-18T00:00:00
4702,14479,2026-04-22T00:00:00,processando,1780.21,,2026-05-01T00:00:00
4703,13109,2026-02-16T00:00:00,cancelado,1405.37,4148.0,2026-03-22T00:00:00
4704,8152,2026-01-14T00:00:00,entregue,1110.93,,2026-05-11T00:00:00
4705,4553,2025-08-03T00:00:00,entregue,1818.98,134.0,2025-08-22T00:00:00
4706,10526,2025-08-08T00:00:00,entregue,28.7,,2026-01-24T00:00:00
4707,6009,2023-08-20T00:00:00,enviado,2823.49,,2024-08-31T00:00:00
4708,2407,2024-10-05T00:00:00,enviado,1740.38,,2025-09-16T00:00:00
4709,3103,2025-01-19T00:00:00,entregue,1405.24,,2026-02-14T00:00:00
4710,8735,2025-10-25T00:00:00,entregue,1174.94,12413.0,2026-03-04T00:00:00
4711,9066,2026-04-01T00:00:00,entregue,2178.25,1574.0,2026-04-29T00:00:00
4712,10437,2025-06-03T00:00:00,processando,369.76,,2025-10-31T00:00:00
4713,13196,2024-12-23T00:00:00,entregue,1133.01,,2025-06-20T00:00:00
4714,9293,2026-03-31T00:00:00,processando,2145.36,5892.0,2026-04-26T00:00:00
4715,3563,2025-10-25T00:00:00,entregue,1933.33,6129.0,2025-10-28T00:00:00
4716,5957,2025-08-14T00:00:00,entregue,2544.38,8465.0,2026-02-05T00:00:00
4717,12603,2024-02-16T00:00:00,enviado,839.49,,2024-03-16T00:00:00
4718,4968,2026-01-17T00:00:00,enviado,2520.96,,2026-02-03T00:00:00
4719,7510,2024-08-13T00:00:00,cancelado,1755.65,,2025-11-26T00:00:00
4720,3423,2023-06-02T00:00:00,entregue,2353.79,8911.0,2025-02-19T00:00:00
4721,5466,2025-01-31T00:00:00,entregue,961.0,,2026-02-07T00:00:00
4722,5297,2023-09-16T00:00:00,processando,649.98,,2025-08-20T00:00:00
4723,6934,2025-05-15T00:00:00,entregue,2982.0,,2025-11-26T00:00:00
4724,4040,2025-05-10T00:00:00,enviado,686.45,,2025-10-04T00:00:00
4725,1426,2024-11-28T00:00:00,processando,1949.19,,2025-04-23T00:00:00
4726,415,2023-03-02T00:00:00,entregue,393.78,,2025-08-22T00:00:00
4727,1330,2023-08-17T00:00:00,entregue,2518.01,4442.0,2025-12-04T00:00:00
4728,8049,2026-02-11T00:00:00,entregue,550.71,,2026-05-06T00:00:00
4729,2002,2024-04-19T00:00:00,entregue,228.61,,2026-02-03T00:00:00
4730,14756,2024-04-17T00:00:00,pendente,1653.37,,2025-07-06T00:00:00
4731,13708,2023-12-03T00:00:00,entregue,2848.71,,2025-06-30T00:00:00
4732,10446,2024-02-20T00:00:00,pendente,2918.81,,2025-03-25T00:00:00
4733,7259,2023-07-03T00:00:00,entregue,1917.57,,2025-10-06T00:00:00
4734,12370,2025-05-31T00:00:00,enviado,1375.82,3470.0,2025-07-08T00:00:00
4735,9260,2024-07-17T00:00:00,cancelado,352.03,6790.0,2024-10-26T00:00:00
4736,8765,2026-03-31T00:00:00,processando,1107.93,,2026-04-27T00:00:00
4737,6292,2024-12-23T00:00:00,entregue,2923.56,,2025-09-26T00:00:00
4738,14291,2024-09-01T00:00:00,entregue,556.25,,2025-01-02T00:00:00
4739,9235,2025-10-14T00:00:00,processando,2645.48,,2026-04-04T00:00:00
4740,8640,2024-08-22T00:00:00,enviado,325.22,6314.0,2025-03-05T00:00:00
4741,8283,2026-05-10T00:00:00,entregue,2549.66,,2026-05-28T00:00:00
4742,3689,2024-08-12T00:00:00,entregue,1488.59,14210.0,2026-05-05T00:00:00
4743,1776,2023-01-25T00:00:00,entregue,88.28,,2024-05-30T00:00:00
4744,12742,2023-02-14T00:00:00,cancelado,2558.11,6161.0,2025-08-21T00:00:00
4745,14590,2024-12-31T00:00:00,entregue,1344.48,,2026-03-12T00:00:00
4746,8523,2023-02-08T00:00:00,entregue,1980.18,,2024-02-10T00:00:00
4747,13541,2024-02-28T00:00:00,entregue,2882.36,,2025-08-11T00:00:00
4748,4870,2026-04-29T00:00:00,entregue,660.27,,2026-05-25T00:00:00
4749,2621,2024-09-20T00:00:00,pendente,2798.16,10750.0,2026-04-01T00:00:00
4750,4077,2026-03-20T00:00:00,entregue,51.49,,2026-04-15T00:00:00
4751,7938,2024-01-13T00:00:00,cancelado,2553.85,,2024-11-19T00:00:00
4752,12291,2023-12-19T00:00:00,entregue,2146.98,,2025-09-24T00:00:00
4753,2519,2024-11-28T00:00:00,cancelado,2623.28,6292.0,2025-04-26T00:00:00
4754,776,2024-11-20T00:00:00,enviado,685.13,12479.0,2025-02-28T00:00:00
4755,8964,2024-08-30T00:00:00,entregue,56.06,,2025-08-01T00:00:00
4756,14184,2025-06-30T00:00:00,entregue,298.93,,2026-04-15T00:00:00
4757,8243,2025-07-08T00:00:00,entregue,891.77,,2026-05-14T00:00:00
4758,974,2025-10-26T00:00:00,entregue,2604.68,8799.0,2026-03-17T00:00:00
4759,11692,2023-06-04T00:00:00,entregue,210.15,2210.0,2024-11-13T00:00:00
4760,9265,2024-01-31T00:00:00,entregue,2203.39,,2025-07-24T00:00:00
4761,3897,2025-02-15T00:00:00,processando,1253.72,,2025-03-10T00:00:00
4762,2411,2023-06-04T00:00:00,enviado,489.32,1006.0,2025-06-07T00:00:00
4763,11866,2025-02-10T00:00:00,entregue,2106.14,,2026-05-16T00:00:00
4764,14896,2025-10-22T00:00:00,entregue,934.65,,2025-11-03T00:00:00
4765,11108,2024-05-24T00:00:00,pendente,583.5,2466.0,2026-05-04T00:00:00
4766,5461,2026-02-22T00:00:00,pendente,2902.32,,2026-03-08T00:00:00
4767,8842,2024-05-16T00:00:00,cancelado,909.68,,2026-04-09T00:00:00
4768,2988,2026-01-02T00:00:00,entregue,1725.55,12064.0,2026-01-22T00:00:00
4769,14538,2025-07-28T00:00:00,entregue,1289.98,,2025-09-24T00:00:00
4770,11907,2024-10-08T00:00:00,cancelado,335.16,4850.0,2025-07-25T00:00:00
4771,5410,2024-04-03T00:00:00,entregue,1041.29,791.0,2025-03-13T00:00:00
4772,5262,2023-06-13T00:00:00,cancelado,550.34,,2023-09-07T00:00:00
4773,3614,2024-01-08T00:00:00,processando,159.96,,2024-07-11T00:00:00
4774,5067,2025-01-09T00:00:00,entregue,2837.36,,2025-11-17T00:00:00
4775,10381,2023-04-26T00:00:00,entregue,557.03,,2024-10-15T00:00:00
4776,1985,2024-11-26T00:00:00,cancelado,2238.9,,2025-07-04T00:00:00
4777,14903,2024-09-14T00:00:00,entregue,1632.32,,2025-12-13T00:00:00
4778,13755,2024-05-23T00:00:00,cancelado,2954.19,1570.0,2025-03-19T00:00:00
4779,8083,2025-08-31T00:00:00,enviado,1964.91,,2026-02-19T00:00:00
4780,11166,2024-11-02T00:00:00,cancelado,1787.11,,2026-05-11T00:00:00
4781,8227,2024-06-01T00:00:00,enviado,1488.46,,2024-12-18T00:00:00
4782,2828,2025-04-21T00:00:00,pendente,297.35,,2026-02-08T00:00:00
4783,13928,2025-01-01T00:00:00,entregue,2066.87,,2025-07-21T00:00:00
4784,6090,2023-04-18T00:00:00,cancelado,2433.34,,2025-09-16T00:00:00
4785,4434,2025-02-20T00:00:00,cancelado,1109.81,,2026-02-28T00:00:00
4786,11127,2026-01-06T00:00:00,entregue,682.68,,2026-02-01T00:00:00
4787,10091,2025-09-12T00:00:00,entregue,1784.3,,2025-09-29T00:00:00
4788,10909,2025-04-12T00:00:00,cancelado,491.63,,2025-06-17T00:00:00
4789,3720,2024-10-27T00:00:00,entregue,351.36,,2026-03-11T00:00:00
4790,3719,2024-05-21T00:00:00,processando,2840.09,,2025-02-10T00:00:00
4791,6140,2024-06-01T00:00:00,processando,606.38,,2025-09-06T00:00:00
4792,10759,2026-06-08T00:00:00,entregue,2243.65,,2026-06-08T00:00:00
4793,8383,2024-03-17T00:00:00,entregue,2059.62,,2025-07-11T00:00:00
4794,8041,2024-08-08T00:00:00,enviado,2432.75,10615.0,2026-04-14T00:00:00
4795,2550,2023-05-31T00:00:00,entregue,38.13,,2025-07-17T00:00:00
4796,14005,2023-05-01T00:00:00,entregue,829.07,,2024-01-07T00:00:00
4797,9846,2025-04-13T00:00:00,entregue,1990.34,12800.0,2025-09-22T00:00:00
4798,11931,2026-06-04T00:00:00,processando,1401.79,,2026-06-11T00:00:00
4799,1144,2025-01-27T00:00:00,entregue,1056.76,3406.0,2026-02-15T00:00:00
4800,8647,2024-06-17T00:00:00,entregue,2133.94,,2025-08-21T00:00:00
4801,11745,2025-02-25T00:00:00,cancelado,1080.12,,2025-09-28T00:00:00
4802,10835,2026-04-30T00:00:00,entregue,2756.27,,2026-06-08T00:00:00
4803,5560,2025-04-29T00:00:00,entregue,1801.44,11737.0,2025-09-23T00:00:00
4804,2921,2025-08-06T00:00:00,processando,2963.06,,2026-04-30T00:00:00
4805,8514,2024-05-31T00:00:00,entregue,246.01,,2025-11-05T00:00:00
4806,10428,2024-03-05T00:00:00,cancelado,423.03,,2025-03-11T00:00:00
4807,8523,2025-06-22T00:00:00,enviado,500.11,,2026-03-17T00:00:00
4808,11927,2026-01-28T00:00:00,enviado,256.24,,2026-05-05T00:00:00
4809,4696,2023-11-11T00:00:00,entregue,790.7,14157.0,2025-06-23T00:00:00
4810,6241,2024-07-08T00:00:00,entregue,737.41,,2026-05-07T00:00:00
4811,1664,2023-03-26T00:00:00,cancelado,1428.08,914.0,2025-01-16T00:00:00
4812,13979,2024-08-09T00:00:00,processando,819.83,,2025-03-12T00:00:00
4813,1502,2025-01-08T00:00:00,cancelado,1759.95,14021.0,2026-01-09T00:00:00
4814,1415,2023-06-06T00:00:00,entregue,2305.21,,2026-02-06T00:00:00
4815,5714,2023-07-28T00:00:00,enviado,2578.14,8852.0,2023-08-25T00:00:00
4816,6493,2026-01-17T00:00:00,entregue,1947.15,,2026-04-05T00:00:00
4817,12000,2024-09-27T00:00:00,entregue,812.8,898.0,2024-12-02T00:00:00
4818,4245,2024-06-08T00:00:00,entregue,853.57,,2024-12-17T00:00:00
4819,14517,2024-10-20T00:00:00,entregue,2109.19,,2026-04-27T00:00:00
4820,11497,2026-02-20T00:00:00,pendente,515.2,8026.0,2026-05-08T00:00:00
4821,12933,2025-12-21T00:00:00,entregue,1422.67,,2026-01-28T00:00:00
4822,7874,2025-07-21T00:00:00,processando,1958.0,,2025-11-18T00:00:00
4823,2641,2025-02-12T00:00:00,processando,1427.82,2214.0,2026-02-11T00:00:00
4824,14317,2024-08-21T00:00:00,entregue,2182.95,,2025-12-17T00:00:00
4825,7853,2024-09-04T00:00:00,cancelado,2787.07,,2025-03-01T00:00:00
4826,1736,2025-11-17T00:00:00,entregue,2664.87,,2026-02-26T00:00:00
4827,13630,2026-05-03T00:00:00,entregue,2204.6,,2026-05-07T00:00:00
4828,14378,2024-06-04T00:00:00,processando,1723.93,,2025-07-15T00:00:00
4829,1549,2025-11-24T00:00:00,entregue,808.0,,2026-04-24T00:00:00
4830,1877,2024-10-13T00:00:00,enviado,803.14,10701.0,2025-06-08T00:00:00
4831,1398,2023-07-26T00:00:00,entregue,2468.63,,2025-12-31T00:00:00
4832,7431,2023-11-30T00:00:00,entregue,1460.09,322.0,2024-08-29T00:00:00
4833,9228,2025-02-24T00:00:00,enviado,279.9,,2025-10-14T00:00:00
4834,5708,2025-06-09T00:00:00,enviado,505.83,,2025-08-11T00:00:00
4835,12233,2026-02-21T00:00:00,entregue,445.66,,2026-04-13T00:00:00
4836,9460,2023-09-03T00:00:00,enviado,2217.91,,2026-03-07T00:00:00
4837,4192,2023-03-08T00:00:00,entregue,1748.29,,2025-03-20T00:00:00
4838,4973,2023-06-11T00:00:00,pendente,2609.23,,2025-09-13T00:00:00
4839,11411,2026-01-09T00:00:00,entregue,2405.85,,2026-04-18T00:00:00
4840,389,2023-03-25T00:00:00,entregue,2024.19,5288.0,2023-06-27T00:00:00
4841,9357,2025-05-20T00:00:00,enviado,1910.77,,2026-02-12T00:00:00
4842,10858,2025-01-18T00:00:00,pendente,2358.53,,2025-09-27T00:00:00
4843,9570,2025-12-15T00:00:00,cancelado,1858.38,,2026-02-15T00:00:00
4844,448,2024-05-29T00:00:00,pendente,2276.97,,2025-06-14T00:00:00
4845,10934,2024-06-05T00:00:00,processando,2522.21,,2024-06-21T00:00:00
4846,12691,2024-02-13T00:00:00,entregue,1491.4,,2026-02-11T00:00:00
4847,808,2025-09-12T00:00:00,enviado,1874.21,3193.0,2026-03-15T00:00:00
4848,2365,2023-07-10T00:00:00,enviado,466.26,6810.0,2026-05-02T00:00:00
