id_produto,nome_produto,descricao,preco,estoque,id_categoria,id_fornecedor,marca,peso_kg,updated_at
2557,LG Premium Nulla 9343,Quos autem culpa quod eveniet tempora quis unde tempore possimus beatae ipsa neque.,278.37,351,2438,13702,LG,19.49,2025-07-17T00:00:00
2558,Electrolux Turbo Quidem 143,Nostrum autem architecto dolore quia veniam alias eaque.,1558.28,385,3422,14108,Electrolux,13.0,2023-02-18T00:00:00
2559,Tramontina Lite A 9859,Distinctio rerum maxime ipsam inventore provident doloribus cumque commodi alias quasi accusamus expedita.,4189.91,481,8401,3783,Tramontina,11.15,2023-10-29T00:00:00
2560,Motorola Plus Facere 537,Mollitia dolore optio ut rerum sint suscipit exercitationem nihil.,2610.47,341,1983,14107,Motorola,11.59,2026-05-16T00:00:00
2561,Multilaser Plus Odio 385,Cum vitae sequi nemo eos veritatis error nisi ut harum.,1991.1,267,9119,12866,Multilaser,18.69,2024-12-16T00:00:00
2562,Motorola Premium Provident 7561,Eius unde ut voluptatem doloribus eum impedit aperiam beatae dicta.,389.37,148,11586,14214,Motorola,9.01,2026-02-21T00:00:00
2563,Sony Super Expedita 7103,Repellat nulla quas sequi nobis voluptas itaque quasi maxime architecto esse.,4051.27,276,4043,5921,Sony,6.28,2024-12-29T00:00:00
2564,Positivo Turbo Placeat 3843,Cupiditate non culpa eius earum ipsa impedit necessitatibus magni ad minima qui accusamus.,319.75,267,1756,1770,Positivo,21.56,2023-01-29T00:00:00
2565,Xiaomi Super Facere 1644,Omnis sed quas doloribus tempore pariatur quia minus fugit deserunt molestias quisquam.,1172.76,213,14029,10801,Xiaomi,1.32,2024-10-20T00:00:00
2566,Arno Super Voluptates 3436,Ad labore architecto expedita maxime quos dolor.,1371.72,219,5067,1284,Arno,23.43,2025-07-25T00:00:00
2567,Xiaomi Turbo Occaecati 5958,Non sed quod qui quisquam reprehenderit quasi unde eligendi totam.,3890.74,463,12198,4715,Xiaomi,4.22,2025-09-01T00:00:00
2568,Nike Premium Eligendi 3017,Beatae et tempora tenetur nobis itaque.,3992.35,4,13167,9744,Nike,16.64,2024-10-22T00:00:00
2569,Sony Lite Sequi 2677,Repellat est ullam aut illum esse ab.,856.23,45,11450,13878,Sony,11.47,2024-11-24T00:00:00
2570,Motorola Slim Quos 2804,Quo dignissimos est eligendi doloribus laborum tenetur sed ratione.,322.49,73,2390,14272,Motorola,28.36,2025-09-05T00:00:00
2571,Mondial Super Distinctio 9907,Doloremque voluptates ad eligendi voluptas vel eveniet dolorem sunt veniam fugit earum est.,2695.12,64,7667,3538,Mondial,0.51,2023-12-12T00:00:00
2572,Britânia Smart Rerum 1256,Aperiam illum unde at tempore culpa ipsa repellendus amet perspiciatis.,4380.3,24,2508,4699,Britânia,10.48,2024-03-18T00:00:00
2573,Britânia Plus In 6705,Libero recusandae cumque molestiae explicabo quaerat ipsum iste.,944.84,393,14960,7030,Britânia,22.28,2026-04-18T00:00:00
2574,LG Pro Blanditiis 8883,Numquam porro illum nisi repellendus adipisci ipsam amet.,638.61,228,5746,11942,LG,20.32,2024-06-08T00:00:00
2575,Tramontina Ultra Exercitationem 4546,Maiores dolores voluptas velit culpa autem vitae tenetur corrupti.,235.77,464,9298,13886,Tramontina,22.7,2025-07-24T00:00:00
2576,Adidas Smart Distinctio 2153,Numquam et ratione nostrum fugit iure incidunt asperiores quasi aliquid amet.,1118.31,351,13722,8894,Adidas,27.79,2024-02-24T00:00:00
2577,Xiaomi Max At 2121,Velit nobis nemo recusandae ipsa animi.,2588.56,232,5615,8563,Xiaomi,0.87,2025-04-16T00:00:00
2578,Nike Turbo Excepturi 6202,Provident perspiciatis fugit numquam molestiae quibusdam commodi illum harum fugiat aliquam ratione.,2869.99,279,3311,3633,Nike,18.13,2023-09-30T00:00:00
2579,Braun Lite Nihil 634,Repudiandae est debitis quam dolores pariatur voluptas.,2095.73,221,3524,485,Braun,25.19,2026-01-26T00:00:00
2580,Apple Slim Expedita 6231,Labore optio accusantium perspiciatis ad quidem debitis eaque nulla fugit.,1792.84,228,6275,1227,Apple,15.83,2025-08-04T00:00:00
2581,Britânia Turbo Qui 2939,Sapiente fugiat quasi ratione nesciunt nostrum officiis possimus.,4342.22,458,13890,13830,Britânia,23.59,2025-04-19T00:00:00
2582,Samsung Smart Libero 2043,Molestias voluptates commodi quisquam officiis molestias consequatur incidunt.,1591.22,412,1086,2663,Samsung,10.04,2023-03-01T00:00:00
2583,Tramontina Super Sed 771,Nemo vel molestias molestias eos aliquid hic quo earum culpa voluptates possimus ipsam.,4761.07,268,12398,3434,Tramontina,12.53,2024-12-11T00:00:00
2584,Sony Super Rem 8218,Adipisci repellendus quos asperiores itaque facilis recusandae similique fugit quisquam ut delectus.,295.57,218,907,6978,Sony,1.31,2025-07-22T00:00:00
2585,Nike Plus Perspiciatis 5494,Deleniti vero fuga doloremque perspiciatis iure labore rem porro unde.,372.82,147,12769,10453,Nike,10.21,2025-12-29T00:00:00
2586,Britânia Premium Voluptatibus 287,Consequatur optio non nemo modi aspernatur earum numquam.,1714.23,498,11803,13454,Britânia,26.18,2024-06-02T00:00:00
2587,Havaianas Pro Aliquid 5724,Doloribus ullam molestias atque adipisci laboriosam autem consequuntur et architecto sapiente.,426.64,357,41,856,Havaianas,9.49,2026-02-07T00:00:00
2588,Philips Ultra Dolorem 8426,Adipisci odio assumenda libero ad aut amet nulla neque dicta voluptatibus tempore.,890.6,301,9516,1327,Philips,2.24,2024-06-25T00:00:00
2589,Sony Plus Minima 5797,Sint facere ratione cupiditate repudiandae officia quis beatae.,4468.6,360,12448,3462,Sony,29.01,2026-06-05T00:00:00
2590,Multilaser Slim Debitis 8176,Iste quia saepe provident enim magnam totam officia eos dolorum consectetur praesentium.,1557.23,273,6973,2639,Multilaser,0.38,2023-09-08T00:00:00
2591,Sony Premium Veritatis 4272,Deserunt dolores natus deserunt id rem.,1103.77,369,13875,5334,Sony,25.57,2024-12-09T00:00:00
2592,Mondial Max Nulla 2216,Illo quas debitis fugiat voluptas placeat.,4608.74,372,8704,3101,Mondial,18.53,2024-04-12T00:00:00
2593,Localfrio Plus Quo 1223,Adipisci nisi aut sequi expedita unde occaecati enim vero ex.,4516.33,212,14568,12133,Localfrio,21.7,2025-05-11T00:00:00
2594,Nike Slim Ratione 6095,Debitis laborum inventore minus tenetur aut error aperiam praesentium minus quod.,2065.31,40,1167,1038,Nike,20.85,2025-08-08T00:00:00
2595,Motorola Turbo Corporis 431,Quasi dolorem iusto tempora ullam vel laboriosam laborum ad.,4405.22,426,12499,13756,Motorola,1.32,2024-06-07T00:00:00
2596,Mondial Turbo Iste 8372,Debitis magnam laboriosam cupiditate temporibus facilis earum.,3992.76,434,11158,10023,Mondial,18.22,2023-12-03T00:00:00
2597,Arno Max Distinctio 8006,Iusto qui dolor ratione aperiam deleniti ipsam cumque dicta ducimus.,1894.47,123,7450,14831,Arno,18.83,2025-08-08T00:00:00
2598,Puma Slim Eligendi 2232,Delectus tempore nemo facilis placeat possimus numquam culpa.,747.96,75,3415,5517,Puma,2.41,2024-08-12T00:00:00
2599,Britânia Smart Ullam 224,Eum fugit rerum molestiae nesciunt recusandae tenetur sunt.,840.86,95,10575,3475,Britânia,21.76,2023-04-17T00:00:00
2600,Dell Pro Cumque 432,Officiis ipsa ducimus cumque iste ullam animi pariatur est.,1199.72,202,13536,9241,Dell,16.32,2024-08-28T00:00:00
2601,Dell Max Dolor 252,Voluptatum provident nemo ex doloremque praesentium minima.,1623.85,384,9647,14928,Dell,8.07,2024-12-05T00:00:00
2602,Mondial Max Assumenda 6014,Impedit quidem necessitatibus assumenda molestiae est eius tenetur.,3421.24,269,1047,13062,Mondial,10.41,2023-03-07T00:00:00
2603,LG Smart Corporis 173,Non inventore atque reiciendis sequi unde totam aliquam tempore ipsam.,4221.76,30,9962,14317,LG,20.31,2024-05-20T00:00:00
2604,LG Slim Nesciunt 8298,Ratione dolor quisquam harum nisi architecto laudantium.,2428.23,30,4266,6773,LG,12.35,2026-03-25T00:00:00
2605,Multilaser Ultra Maiores 9014,Rerum libero nostrum deserunt rem recusandae est laboriosam numquam illum aperiam minima.,2002.84,342,3136,5491,Multilaser,15.01,2024-08-19T00:00:00
2606,Tramontina Turbo Voluptas 4331,Provident dolores corporis eos tempore ea non occaecati magni tempora porro laboriosam.,3239.45,231,3069,11333,Tramontina,26.77,2023-04-26T00:00:00
2607,Adidas Super Esse 5347,Magnam voluptates odio nulla sapiente corrupti dolores occaecati.,2936.5,261,5510,8149,Adidas,1.28,2023-09-06T00:00:00
2608,Multilaser Slim Animi 8800,Incidunt officiis non sunt velit consectetur ratione.,3310.82,269,14986,14318,Multilaser,2.91,2026-03-30T00:00:00
2609,Adidas Plus Facere 529,Recusandae delectus error accusantium dolorem dolores velit.,4423.61,160,6122,8929,Adidas,2.07,2025-02-15T00:00:00
2610,Motorola Super At 4578,Minima ea eius deserunt eaque beatae optio eius.,3812.75,84,11260,1805,Motorola,27.83,2023-07-04T00:00:00
2611,Apple Ultra Qui 543,Nam tenetur sed corrupti nihil aspernatur.,4088.29,238,283,5153,Apple,23.89,2023-02-25T00:00:00
2612,Oster Slim Ratione 2249,Quae impedit tempore facilis ducimus ullam ipsum at distinctio ipsa voluptas eius exercitationem.,213.89,217,13415,7912,Oster,2.32,2025-04-20T00:00:00
2613,Multilaser Max Occaecati 1372,Repellendus dignissimos odit ullam consequatur quos eum vitae sed quis.,4608.69,69,9130,5607,Multilaser,15.39,2025-03-21T00:00:00
2614,Braun Slim Quis 6857,Rerum alias assumenda ut omnis ipsam aut expedita.,188.3,36,8336,12042,Braun,1.07,2026-02-26T00:00:00
2615,Oster Lite Numquam 4710,Reiciendis deleniti et quia qui dicta rerum doloribus.,3408.01,494,5503,11462,Oster,22.95,2026-01-08T00:00:00
2616,Multilaser Plus Ex 5535,Reprehenderit tempora nostrum sunt autem quam.,1057.34,109,806,14982,Multilaser,22.44,2025-11-16T00:00:00
2617,Philips Ultra Expedita 4968,Dolore iure perferendis accusamus ea numquam maiores quas accusamus beatae asperiores.,4380.18,254,5835,120,Philips,13.68,2023-10-27T00:00:00
2618,Adidas Premium Eum 3624,Quasi illo ea numquam numquam eligendi quibusdam quasi.,770.05,372,14073,3620,Adidas,20.72,2025-05-24T00:00:00
2619,Philips Lite Ut 8663,Rem eius possimus esse delectus harum quas tenetur illum.,4315.45,85,10234,8247,Philips,18.29,2025-10-21T00:00:00
2620,Adidas Pro Sunt 6345,Adipisci corporis enim accusantium veritatis quibusdam.,2771.46,455,8352,6451,Adidas,22.54,2024-10-11T00:00:00
2621,HP Ultra Quaerat 1143,Commodi quod quos eum reprehenderit ut totam unde itaque fugiat eaque error.,1821.1,87,4368,2656,HP,12.03,2025-01-01T00:00:00
2622,Arno Turbo Rerum 5556,Ea soluta assumenda consectetur beatae necessitatibus.,876.01,463,1659,8671,Arno,20.46,2024-10-22T00:00:00
2623,Motorola Super Quis 5404,Fugit ducimus dolor vitae voluptas ea omnis.,637.51,366,14406,4074,Motorola,1.18,2024-07-16T00:00:00
2624,Havaianas Slim Voluptas 513,Dignissimos assumenda quaerat quam illo sunt est enim placeat quasi fugit modi.,159.84,148,472,2859,Havaianas,18.33,2025-07-04T00:00:00
2625,Mondial Slim Necessitatibus 5558,Reprehenderit ipsum reprehenderit enim enim dolore ab possimus iste qui dolores ab pariatur.,4663.68,353,9437,356,Mondial,10.4,2024-10-27T00:00:00
2626,Mondial Ultra Incidunt 7808,Quasi voluptatem impedit sequi quaerat esse voluptatibus sapiente dolorum.,3528.37,195,4115,7543,Mondial,17.64,2026-05-20T00:00:00
2627,Xiaomi Plus Impedit 9430,Veritatis in ratione quasi magnam eveniet commodi illo.,1973.2,352,10010,5769,Xiaomi,2.77,2025-01-18T00:00:00
2628,Samsung Premium Nihil 2510,Similique voluptates iusto voluptates sit maiores consequatur.,164.44,137,1774,2642,Samsung,22.6,2023-07-02T00:00:00
2629,Mondial Pro Commodi 9690,Beatae facilis sed minima quidem quis consectetur dolore.,1988.36,190,10413,9773,Mondial,9.2,2024-08-18T00:00:00
2630,Samsung Lite Temporibus 5487,Ullam molestiae quibusdam suscipit explicabo quidem molestiae recusandae hic.,107.91,53,7468,9209,Samsung,28.09,2023-08-29T00:00:00
2631,Intelbras Pro Molestias 4916,Voluptate autem explicabo eos rerum dolores.,2297.56,146,8629,7538,Intelbras,27.99,2023-08-16T00:00:00
2632,Mondial Plus Fugit 4480,Inventore consequuntur nisi alias optio minima natus voluptas veniam.,2671.55,216,5811,14989,Mondial,13.75,2023-09-20T00:00:00
2633,Mondial Max Odio 6557,Dicta tempora ad exercitationem nam velit dolore ullam distinctio atque.,4604.69,69,1361,7509,Mondial,3.71,2023-08-04T00:00:00
2634,Samsung Smart Sit 5908,Et nisi itaque veritatis suscipit architecto aspernatur ut ad fugiat quod molestias.,1003.11,90,2931,5008,Samsung,13.78,2025-04-02T00:00:00
2635,Arno Slim Dolorum 5752,Laudantium eveniet perferendis corrupti quasi tempore unde sed.,3862.91,194,4860,6134,Arno,29.92,2025-04-15T00:00:00
2636,Philips Lite Consequuntur 4685,Harum laboriosam commodi vitae aut at incidunt nostrum et aut officiis.,3499.91,100,6716,8777,Philips,21.61,2023-10-29T00:00:00
2637,Positivo Pro Occaecati 1587,Doloremque necessitatibus ad blanditiis minus rem et quaerat laboriosam molestias aspernatur.,3649.21,333,11336,305,Positivo,7.93,2026-03-26T00:00:00
2638,Arno Premium Nemo 7194,Ipsum temporibus exercitationem deserunt dolore ex eaque blanditiis.,564.1,366,14055,10543,Arno,1.91,2026-04-17T00:00:00
2639,Intelbras Max Earum 3821,Deleniti cupiditate vero voluptatum eveniet voluptas in itaque totam.,691.32,479,2195,12044,Intelbras,27.13,2023-01-30T00:00:00
2640,Samsung Plus Odit 9350,Consequuntur odio ipsam excepturi facere quae itaque.,2253.16,52,10082,2525,Samsung,23.71,2024-04-29T00:00:00
2641,Puma Slim In 5372,Alias ea neque at quos quisquam totam.,2853.98,402,10909,12159,Puma,11.32,2023-08-26T00:00:00
2642,Positivo Super Minima 3529,Quisquam suscipit optio soluta deleniti earum.,4770.59,92,1306,10782,Positivo,29.85,2025-04-27T00:00:00
2643,Havaianas Ultra Excepturi 6919,Quasi dignissimos numquam alias repellat id repellat sapiente perspiciatis incidunt fugit.,690.61,31,9685,8578,Havaianas,2.26,2023-11-10T00:00:00
2644,Braun Slim Libero 6018,Temporibus aspernatur sed ut saepe deserunt laborum odio ipsum aliquid quia dicta beatae.,1260.16,438,14441,3294,Braun,21.51,2023-01-27T00:00:00
2645,Dell Super Laborum 6304,Est deleniti autem recusandae iure sapiente illo.,3228.97,359,2501,13495,Dell,15.79,2025-09-19T00:00:00
2646,Sony Slim Quod 1148,Blanditiis exercitationem sit fuga iusto laborum placeat ullam natus praesentium dolore ipsa.,3149.62,493,4028,9722,Sony,20.12,2024-03-12T00:00:00
2647,Apple Smart Dignissimos 2547,Natus quidem consequuntur quod eos ipsum nesciunt quod corporis beatae blanditiis harum.,1589.56,394,2775,477,Apple,18.44,2025-11-11T00:00:00
2648,Lenovo Slim Dignissimos 6279,Animi pariatur nulla culpa tempore error enim quasi magnam beatae accusantium expedita.,1894.1,91,12119,1663,Lenovo,20.9,2025-08-01T00:00:00
2649,Lenovo Plus Eius 2509,Eveniet aspernatur tempora maiores sit nostrum quod nisi excepturi facilis reprehenderit magnam reprehenderit.,2746.29,341,2620,3734,Lenovo,10.39,2025-06-12T00:00:00
2650,Localfrio Lite Quis 2005,Ad perspiciatis tempora amet quasi aut minus illo reiciendis harum earum doloribus facere.,1341.05,57,13424,2481,Localfrio,6.64,2024-04-24T00:00:00
2651,Multilaser Super At 5345,Sit sint ab quod reprehenderit eos eligendi ea.,625.54,358,4123,1584,Multilaser,20.87,2025-07-13T00:00:00
2652,Samsung Ultra Temporibus 2719,Accusantium in repellat ea temporibus omnis ea quos impedit quaerat blanditiis aspernatur.,670.43,424,9745,7404,Samsung,25.37,2025-04-29T00:00:00
2653,Motorola Slim Expedita 1328,Accusamus debitis voluptas distinctio ipsum vero modi.,188.78,362,13702,14360,Motorola,27.38,2025-09-19T00:00:00
2654,Braun Super Nisi 3549,Maiores vel voluptatem architecto magni tenetur velit.,1121.06,491,13803,1476,Braun,22.11,2025-02-11T00:00:00
2655,Mondial Lite Blanditiis 4929,Hic accusantium perspiciatis adipisci nemo voluptatem repellendus fuga perferendis fugiat.,4533.83,461,14394,4759,Mondial,18.28,2025-04-18T00:00:00
2656,HP Pro Facere 3270,At explicabo accusamus corporis nemo soluta ad soluta reiciendis autem a vero quisquam id.,965.83,190,1545,2176,HP,11.07,2025-01-04T00:00:00
2657,Localfrio Plus Tempora 2824,Ipsam soluta iusto voluptatibus modi quo fugit ipsum provident labore totam distinctio.,2767.39,467,2324,3317,Localfrio,5.51,2023-08-19T00:00:00
2658,Puma Slim Officiis 5386,Consequatur ea modi illum molestiae esse qui neque excepturi.,13.92,373,5342,14461,Puma,12.0,2024-06-02T00:00:00
2659,Mondial Ultra Asperiores 8773,Autem laudantium reiciendis aperiam aliquid autem similique id assumenda rerum.,2110.14,51,4331,5829,Mondial,25.29,2023-09-05T00:00:00
2660,Samsung Lite Sapiente 4860,Est ipsum soluta reprehenderit iusto asperiores suscipit.,181.35,1,261,4707,Samsung,12.29,2023-03-05T00:00:00
2661,Lenovo Lite Consequatur 435,Eum corrupti architecto inventore numquam debitis rem iste aliquid.,3043.48,484,7719,5545,Lenovo,3.77,2024-12-20T00:00:00
2662,Britânia Max Adipisci 9867,Vitae minus repellendus nostrum facere hic minima quisquam quis ab ducimus.,3519.91,435,5899,8456,Britânia,5.71,2023-01-15T00:00:00
2663,Britânia Smart Incidunt 1400,Commodi atque eaque dolor quia dolorum ad magnam ratione distinctio quasi delectus.,780.22,118,3612,9531,Britânia,26.13,2025-05-21T00:00:00
2664,Multilaser Super Nam 6396,Minima occaecati esse eos optio et inventore necessitatibus officiis corporis cum consequuntur quibusdam.,588.65,86,9237,8063,Multilaser,6.61,2023-05-08T00:00:00
2665,Panasonic Slim Necessitatibus 5566,Doloremque temporibus adipisci perspiciatis in excepturi adipisci voluptatum culpa magni voluptates aspernatur quidem.,3859.78,361,10342,13703,Panasonic,7.88,2023-02-10T00:00:00
2666,Apple Smart Atque 7219,Dolores quas eligendi totam expedita aliquam suscipit neque ipsam dolorum.,1659.48,271,2691,9483,Apple,22.83,2025-06-04T00:00:00
2667,Mondial Max Magni 2427,Voluptas iusto itaque asperiores praesentium inventore totam ut quae accusamus natus.,3504.38,98,731,6624,Mondial,5.38,2023-01-23T00:00:00
2668,Braun Pro Rerum 2426,Deserunt optio unde iure est expedita amet aliquid praesentium.,4337.83,220,5860,7788,Braun,15.17,2026-05-29T00:00:00
2669,Oster Turbo Ipsam 4378,Beatae unde ex vel molestiae deleniti pariatur eius maxime ducimus sit illum praesentium.,3691.03,0,12943,6676,Oster,16.89,2025-11-23T00:00:00
2670,Adidas Lite Minus 3457,Doloremque porro veritatis rem necessitatibus amet.,3289.07,99,3733,6062,Adidas,20.45,2026-05-22T00:00:00
2671,Braun Ultra Deleniti 2780,Deleniti ut dolore quae cum earum hic alias hic eius.,2154.82,387,11367,14551,Braun,5.84,2026-02-22T00:00:00
2672,Tramontina Lite Excepturi 9765,Ducimus facere facilis laborum optio quis ullam reprehenderit vero at mollitia impedit.,2442.59,186,13742,6359,Tramontina,24.73,2023-06-08T00:00:00
2673,Panasonic Pro Fugiat 7105,Hic vitae reprehenderit fugit sequi accusantium error.,628.69,182,7061,12941,Panasonic,17.57,2026-05-11T00:00:00
2674,Dell Ultra Eaque 4599,Eum odio eligendi optio occaecati explicabo.,1197.58,96,7883,724,Dell,2.45,2025-07-09T00:00:00
2675,HP Turbo Vel 6355,Odio omnis quasi at quis deserunt impedit.,1720.69,81,14355,6868,HP,6.9,2025-04-16T00:00:00
2676,Oster Max Consequuntur 5288,Amet recusandae sint illo esse rerum.,1361.28,240,2013,3677,Oster,25.86,2026-05-05T00:00:00
2677,Dell Super Neque 9365,Quod et nam vitae libero inventore dolorem molestiae iste.,744.22,273,10967,9215,Dell,18.28,2024-04-10T00:00:00
2678,Adidas Premium Officiis 3228,Sunt suscipit vel vitae delectus totam repellat fugit magnam impedit expedita.,1645.15,126,13453,12164,Adidas,25.95,2024-02-12T00:00:00
2679,Arno Plus Delectus 8184,Sint odio sint voluptatum provident consequuntur id.,1440.18,422,11767,14349,Arno,27.53,2024-11-13T00:00:00
2680,Britânia Max Eligendi 2923,Accusantium nulla nostrum totam ex architecto eius esse voluptatibus tempore officia at.,1297.09,250,11355,3833,Britânia,21.5,2024-05-09T00:00:00
2681,Braun Plus Consequuntur 4826,Porro quisquam architecto assumenda voluptate nisi nulla quae.,1926.75,124,12321,13820,Braun,15.8,2024-02-22T00:00:00
2682,Nike Turbo Nisi 414,Molestias nulla doloribus ullam itaque distinctio vitae aspernatur magni possimus blanditiis quaerat.,586.48,276,3520,13953,Nike,21.58,2024-04-08T00:00:00
2683,LG Super Facere 4337,Blanditiis maxime iusto explicabo doloribus magnam accusamus optio nemo at.,3961.69,480,14523,8405,LG,29.79,2025-11-23T00:00:00
2684,HP Lite Placeat 9453,Repellat harum nisi quisquam veritatis nemo nesciunt expedita sed magnam natus eius dolorum.,194.78,390,1279,14886,HP,24.56,2023-01-29T00:00:00
2685,Nike Super Magni 4231,Voluptatum earum harum blanditiis consectetur odio saepe maiores laboriosam et.,2630.48,449,366,8761,Nike,18.92,2026-03-31T00:00:00
2686,Positivo Smart Voluptates 9360,Voluptas nulla voluptatibus eius aut ratione ad nobis quaerat perspiciatis ducimus incidunt animi.,290.79,492,2425,7074,Positivo,20.02,2024-04-10T00:00:00
2687,Oster Max Dolores 888,Asperiores autem voluptatem at animi maiores distinctio dolore blanditiis cumque.,1503.41,434,6117,9414,Oster,7.75,2024-11-28T00:00:00
2688,HP Max Neque 6124,Deleniti doloremque numquam amet rerum amet inventore necessitatibus enim sapiente.,4096.22,80,5126,8127,HP,25.14,2025-08-27T00:00:00
2689,Oster Plus Veritatis 1797,Voluptas dolorem ullam recusandae quasi illum laboriosam exercitationem at consequatur cumque.,930.31,31,14923,2888,Oster,9.77,2023-03-15T00:00:00
2690,Samsung Pro Reprehenderit 5435,Nostrum assumenda aliquid iure commodi laudantium voluptate dicta.,1605.81,252,9431,10595,Samsung,20.77,2023-09-18T00:00:00
2691,Xiaomi Smart Similique 6518,Animi accusantium aperiam eos ullam magni dolores libero iure.,980.26,270,11934,13900,Xiaomi,1.51,2023-10-16T00:00:00
2692,Braun Turbo Quis 1054,Sapiente commodi saepe nesciunt quia eveniet dolores inventore unde laudantium commodi optio sed.,4932.82,83,8572,8452,Braun,28.25,2025-07-10T00:00:00
2693,Britânia Smart Animi 7589,Nostrum necessitatibus maiores qui facere molestiae at eveniet esse dolore libero modi.,1490.36,381,13138,6047,Britânia,24.86,2025-03-07T00:00:00
2694,Xiaomi Super Mollitia 9352,Illo eius cum voluptas exercitationem a officiis laborum quam molestiae reprehenderit suscipit.,1056.33,347,9057,8185,Xiaomi,0.85,2024-12-28T00:00:00
2695,HP Ultra Iusto 2086,Quo voluptates sapiente explicabo quas perspiciatis corporis maiores.,3835.64,208,3360,14062,HP,26.93,2025-10-07T00:00:00
2696,Panasonic Slim Aspernatur 7119,Nihil temporibus consequuntur sapiente odit fugiat possimus quis quisquam non voluptate error blanditiis.,4809.47,451,3216,3616,Panasonic,14.39,2025-12-02T00:00:00
2697,LG Lite Ut 8360,Odit rem sint expedita repellendus laudantium earum dicta.,1335.23,31,8882,13976,LG,16.37,2026-06-06T00:00:00
2698,Braun Pro Rem 8475,Odit accusantium facilis occaecati alias in ut repellat hic necessitatibus adipisci ut.,1498.39,87,7997,9018,Braun,10.71,2026-02-06T00:00:00
2699,Panasonic Plus Est 5205,Iure deserunt mollitia facere consequatur praesentium nihil autem veritatis earum maxime recusandae omnis.,3032.49,469,1242,11808,Panasonic,18.75,2023-09-27T00:00:00
2700,Lenovo Pro Facere 191,Minus assumenda repudiandae ut excepturi similique excepturi molestias quidem placeat.,1895.43,282,2450,10988,Lenovo,24.16,2025-11-01T00:00:00
2701,Mondial Ultra Quae 4576,Ut laborum tenetur animi eveniet magni unde.,2457.35,221,6830,6388,Mondial,7.23,2024-04-27T00:00:00
2702,Mondial Ultra A 5634,Optio quasi pariatur esse quasi porro quas modi voluptatum voluptatum quam animi repellat.,4635.11,71,10768,4931,Mondial,24.25,2024-03-20T00:00:00
2703,Samsung Plus Maxime 5459,Repudiandae officiis nihil dolor harum ab autem illo.,4583.53,211,6165,3015,Samsung,13.38,2023-07-06T00:00:00
2704,Philips Lite Hic 3293,Velit quidem tempora error explicabo vero laborum odio autem possimus.,1304.57,332,11266,4638,Philips,6.62,2024-03-29T00:00:00
2705,Nike Premium Eum 6121,Et doloribus nesciunt delectus libero laboriosam deserunt enim saepe excepturi maxime maiores quibusdam.,352.4,187,6451,10078,Nike,26.16,2024-02-10T00:00:00
2706,Multilaser Premium Eligendi 230,Sapiente quia magni a enim cum aliquam minima nihil pariatur.,3297.0,328,3095,1866,Multilaser,3.39,2024-10-30T00:00:00
2707,Xiaomi Slim Reiciendis 5924,Sint dolorum ullam recusandae blanditiis adipisci praesentium laborum laudantium.,1748.94,368,3974,12923,Xiaomi,19.29,2023-04-04T00:00:00
2708,Sony Turbo Vitae 8072,Expedita optio commodi nam exercitationem numquam tenetur ducimus est alias cum est.,3946.86,136,4729,8318,Sony,26.3,2024-12-08T00:00:00
2709,Britânia Pro Officia 6515,Itaque inventore eum amet similique eos vel doloremque.,3494.04,473,6192,3131,Britânia,29.44,2023-06-25T00:00:00
2710,Sony Plus Pariatur 1330,Magnam maxime repudiandae dolore nisi ratione officia tempora corrupti libero laboriosam ut nobis.,307.55,273,1426,9062,Sony,24.22,2023-12-06T00:00:00
2711,Panasonic Pro Ratione 1237,Non facilis aliquid incidunt sequi voluptas veritatis optio laborum deleniti.,2912.31,206,3704,11473,Panasonic,7.38,2024-08-09T00:00:00
2712,Positivo Plus Voluptates 9496,Quidem numquam nulla accusantium temporibus dolor qui incidunt nemo repudiandae.,2049.81,45,10642,9687,Positivo,11.64,2024-05-25T00:00:00
2713,Braun Slim Atque 6556,Delectus reiciendis nemo dolor minima inventore dolorem quia distinctio repudiandae dignissimos.,3682.62,337,13804,8993,Braun,1.89,2023-09-15T00:00:00
2714,Samsung Lite Architecto 3148,Libero nemo nesciunt nemo pariatur rem.,1731.11,489,10198,11912,Samsung,5.66,2024-03-16T00:00:00
2715,Mondial Ultra Nobis 4441,Dignissimos quisquam explicabo inventore nemo atque.,4255.38,105,1275,14925,Mondial,10.25,2023-05-19T00:00:00
2716,Intelbras Slim Reiciendis 9890,Distinctio quis vero totam eos maxime odio.,4228.3,203,13792,14376,Intelbras,10.79,2026-05-11T00:00:00
2717,Arno Turbo Tempora 4505,Sint culpa quasi ab doloribus consequatur sit magni suscipit.,2622.33,354,3643,6130,Arno,25.17,2024-10-25T00:00:00
2718,Xiaomi Ultra Expedita 9447,Expedita corporis sint commodi similique soluta mollitia aliquid hic.,4708.09,212,4784,5871,Xiaomi,13.73,2024-06-28T00:00:00
2719,Sony Premium Esse 8880,Aspernatur consequuntur alias laborum perferendis distinctio voluptas ipsum hic.,2866.1,191,11849,8337,Sony,6.15,2023-04-06T00:00:00
2720,Multilaser Plus Exercitationem 538,Beatae unde quidem ipsum repellendus ut necessitatibus sequi.,4152.52,452,9944,5431,Multilaser,7.72,2023-01-05T00:00:00
2721,Lenovo Ultra Quos 219,Vitae delectus iste exercitationem minima earum labore pariatur iusto consequatur praesentium.,572.15,436,12051,3414,Lenovo,11.19,2023-09-27T00:00:00
