id_item,id_pedido,id_produto,quantidade,valor_unitario,desconto_percentual,subtotal,updated_at
3596,397,12551,3,48.19,7.0,134.45,2025-09-02T00:00:00
3597,2087,3512,10,1341.37,19.0,10865.1,2025-09-21T00:00:00
3598,3762,13989,3,1157.8,7.0,3230.26,2023-09-09T00:00:00
3599,429,3930,4,2907.52,10.0,10467.07,2024-06-21T00:00:00
3600,5075,13557,5,2608.76,14.0,11217.67,2023-08-08T00:00:00
3601,4440,1046,4,2114.42,9.0,7696.49,2026-02-18T00:00:00
3602,1120,10141,6,1492.22,20.0,7162.66,2026-01-23T00:00:00
3603,343,5895,6,2327.19,1.0,13823.51,2026-06-08T00:00:00
3604,3573,4529,7,150.24,23.0,809.79,2024-07-18T00:00:00
3605,9540,11262,2,2645.18,26.0,3914.87,2026-02-23T00:00:00
3606,13329,8167,2,216.03,15.0,367.25,2024-01-26T00:00:00
3607,3651,8537,7,1316.37,25.0,6910.94,2023-08-16T00:00:00
3608,10076,5598,8,1855.74,6.0,13955.16,2024-08-23T00:00:00
3609,2880,14644,5,2317.45,19.0,9385.67,2024-12-01T00:00:00
3610,6717,3031,4,1590.47,12.0,5598.45,2023-03-21T00:00:00
3611,11688,2944,10,673.97,23.0,5189.57,2025-09-14T00:00:00
3612,14549,12534,2,107.11,8.0,197.08,2024-06-24T00:00:00
3613,12510,7564,3,59.68,27.0,130.7,2025-08-02T00:00:00
3614,46,10895,5,813.2,14.0,3496.76,2024-07-17T00:00:00
3615,7981,13011,2,1813.01,9.0,3299.68,2024-12-07T00:00:00
3616,5372,14900,9,514.44,23.0,3565.07,2025-04-23T00:00:00
3617,12659,4660,4,2833.39,29.0,8046.83,2026-01-10T00:00:00
3618,12018,6549,10,1508.53,25.0,11313.97,2025-04-27T00:00:00
3619,7513,7073,6,2277.42,27.0,9975.1,2023-09-02T00:00:00
3620,2887,5445,7,1314.63,27.0,6717.76,2024-06-12T00:00:00
3621,10859,9463,7,1312.71,0.0,9188.97,2023-12-22T00:00:00
3622,4483,5540,3,30.11,14.0,77.68,2026-05-11T00:00:00
3623,10777,8659,7,1556.4,18.0,8933.74,2026-04-09T00:00:00
3624,9514,7754,9,531.33,26.0,3538.66,2025-07-06T00:00:00
3625,13813,12968,7,623.6,5.0,4146.94,2025-09-01T00:00:00
3626,5175,13202,9,906.82,0.0,8161.38,2023-10-23T00:00:00
3627,11187,13560,3,1341.7,3.0,3904.35,2024-04-09T00:00:00
3628,11964,10999,3,2142.63,20.0,5142.31,2025-09-07T00:00:00
3629,1396,8912,10,177.38,5.0,1685.11,2025-08-09T00:00:00
3630,11487,11290,2,802.08,25.0,1203.12,2026-04-13T00:00:00
3631,6564,5910,6,2893.13,6.0,16317.25,2025-05-01T00:00:00
3632,6600,12047,7,2273.27,12.0,14003.34,2025-06-14T00:00:00
3633,11575,14891,7,2561.17,22.0,13983.99,2025-01-06T00:00:00
3634,12095,11349,7,1677.86,29.0,8338.96,2024-11-14T00:00:00
3635,14104,14325,5,965.27,16.0,4054.13,2023-02-21T00:00:00
3636,6524,6242,7,2763.16,11.0,17214.49,2025-06-18T00:00:00
3637,2289,5746,6,84.43,29.0,359.67,2025-06-30T00:00:00
3638,9707,1176,1,49.24,21.0,38.9,2025-02-17T00:00:00
3639,5659,7956,2,2681.59,25.0,4022.39,2024-08-12T00:00:00
3640,10460,14565,1,2786.07,29.0,1978.11,2026-06-10T00:00:00
3641,10110,10988,5,1710.85,4.0,8212.08,2024-06-29T00:00:00
3642,6682,13245,3,925.02,6.0,2608.56,2025-12-05T00:00:00
3643,10807,7357,10,255.44,29.0,1813.62,2025-03-02T00:00:00
3644,10934,8292,4,905.33,5.0,3440.25,2023-08-23T00:00:00
3645,4444,10016,7,1551.33,16.0,9121.82,2026-01-02T00:00:00
3646,810,8959,1,335.31,13.0,291.72,2023-08-07T00:00:00
3647,4635,7022,5,1616.98,27.0,5901.98,2025-11-02T00:00:00
3648,2823,8079,8,1529.1,22.0,9541.58,2024-12-09T00:00:00
3649,8767,12093,2,2434.99,28.0,3506.39,2024-10-20T00:00:00
3650,6189,6958,6,302.86,19.0,1471.9,2026-01-24T00:00:00
3651,4273,2863,1,1588.35,8.0,1461.28,2025-12-12T00:00:00
3652,4964,5875,2,1903.78,9.0,3464.88,2023-03-15T00:00:00
3653,3317,8415,6,655.61,2.0,3854.99,2024-12-05T00:00:00
3654,14475,11236,10,1160.75,12.0,10214.6,2023-09-04T00:00:00
3655,529,3784,4,974.32,0.0,3897.28,2024-12-07T00:00:00
3656,2065,13782,9,1393.44,8.0,11537.68,2025-12-14T00:00:00
3657,11529,13955,9,2752.09,26.0,18328.92,2025-05-09T00:00:00
3658,13473,5208,1,1557.96,11.0,1386.58,2026-01-18T00:00:00
3659,8821,10471,10,2870.37,7.0,26694.44,2026-02-14T00:00:00
3660,5394,9029,10,1403.36,6.0,13191.58,2025-01-27T00:00:00
3661,8063,5338,8,2230.82,7.0,16597.3,2024-03-07T00:00:00
3662,9304,5713,2,1817.44,29.0,2580.76,2023-04-20T00:00:00
3663,9496,5964,9,1118.21,20.0,8051.11,2025-04-11T00:00:00
3664,11897,11214,7,2596.76,4.0,17450.23,2023-08-05T00:00:00
3665,11131,12890,6,1685.03,1.0,10009.08,2023-12-03T00:00:00
3666,1329,1839,5,53.06,22.0,206.93,2024-12-02T00:00:00
3667,953,6240,3,1785.87,2.0,5250.46,2023-01-01T00:00:00
3668,254,11075,3,2871.51,15.0,7322.35,2023-08-15T00:00:00
3669,11322,12247,7,600.91,23.0,3238.9,2026-01-01T00:00:00
3670,3886,11257,7,2575.67,16.0,15144.94,2024-03-09T00:00:00
3671,2232,12976,2,2423.98,13.0,4217.73,2024-06-10T00:00:00
3672,2806,5564,1,1235.58,8.0,1136.73,2025-09-26T00:00:00
3673,141,8346,1,475.46,28.0,342.33,2023-01-17T00:00:00
3674,14329,283,6,2123.6,15.0,10830.36,2024-12-15T00:00:00
3675,12944,1521,1,912.98,1.0,903.85,2023-05-11T00:00:00
3676,7619,3850,4,2756.44,12.0,9702.67,2025-01-31T00:00:00
3677,5629,8166,2,107.18,1.0,212.22,2025-03-29T00:00:00
3678,1716,13405,2,989.9,19.0,1603.64,2025-04-10T00:00:00
3679,2766,278,6,2454.32,18.0,12075.25,2023-12-20T00:00:00
3680,8135,6953,1,2400.84,11.0,2136.75,2025-05-02T00:00:00
3681,9468,12931,1,283.62,29.0,201.37,2026-05-17T00:00:00
3682,10077,11537,3,884.3,25.0,1989.67,2025-03-01T00:00:00
3683,9375,13877,8,1575.54,18.0,10335.54,2023-09-09T00:00:00
3684,14309,4757,2,2279.02,17.0,3783.17,2025-03-14T00:00:00
3685,1446,2946,5,491.4,6.0,2309.58,2024-07-22T00:00:00
3686,11173,10777,2,2318.01,3.0,4496.94,2024-01-22T00:00:00
3687,3183,3468,6,211.25,24.0,963.3,2024-05-25T00:00:00
3688,12369,7485,9,2001.55,11.0,16032.42,2024-06-28T00:00:00
3689,644,3515,1,2730.01,0.0,2730.01,2024-12-02T00:00:00
3690,6289,14405,1,267.74,28.0,192.77,2023-04-10T00:00:00
3691,3997,14014,7,845.93,19.0,4796.42,2024-11-13T00:00:00
3692,14379,1534,4,707.92,22.0,2208.71,2025-09-18T00:00:00
3693,1949,11265,9,2216.66,25.0,14962.45,2025-03-16T00:00:00
3694,11965,12902,1,2749.85,7.0,2557.36,2025-11-27T00:00:00
3695,13599,10476,9,17.81,17.0,133.04,2023-12-17T00:00:00
3696,6488,3530,6,99.2,15.0,505.92,2024-01-07T00:00:00
3697,4328,132,4,365.26,2.0,1431.82,2026-03-08T00:00:00
3698,239,6665,3,26.35,10.0,71.15,2024-10-13T00:00:00
3699,12938,8871,7,2127.09,15.0,12656.19,2023-02-01T00:00:00
3700,4389,9618,9,348.75,23.0,2416.84,2025-07-21T00:00:00
3701,3644,4491,4,1412.06,21.0,4462.11,2025-07-22T00:00:00
3702,5919,2786,3,2228.81,8.0,6151.52,2025-05-20T00:00:00
3703,9747,2566,3,199.84,2.0,587.53,2025-05-28T00:00:00
3704,209,1144,10,1124.65,16.0,9447.06,2025-06-15T00:00:00
3705,7532,11476,4,13.99,13.0,48.69,2024-08-24T00:00:00
3706,5539,364,6,636.71,3.0,3705.65,2025-11-15T00:00:00
3707,8341,1927,10,2600.15,19.0,21061.22,2024-04-23T00:00:00
3708,2095,5124,7,1375.3,11.0,8568.12,2026-01-29T00:00:00
3709,14335,13207,5,2494.51,13.0,10851.12,2024-12-22T00:00:00
3710,2115,5437,10,1356.45,20.0,10851.6,2025-04-16T00:00:00
3711,13198,13925,6,1466.09,24.0,6685.37,2025-11-02T00:00:00
3712,9794,5979,3,1410.1,24.0,3215.03,2023-09-21T00:00:00
3713,5139,5404,4,754.8,5.0,2868.24,2025-06-22T00:00:00
3714,3479,6314,1,702.39,18.0,575.96,2024-05-08T00:00:00
3715,773,1861,5,2551.76,4.0,12248.45,2023-12-20T00:00:00
3716,12808,6963,1,221.5,1.0,219.28,2023-10-08T00:00:00
3717,884,10847,7,1581.23,28.0,7969.4,2023-08-04T00:00:00
3718,2256,7995,5,38.14,8.0,175.44,2025-03-15T00:00:00
3719,5004,7767,6,259.85,8.0,1434.37,2026-01-24T00:00:00
3720,3020,6610,4,1031.22,29.0,2928.66,2025-09-01T00:00:00
3721,14250,5079,3,666.22,2.0,1958.69,2023-01-07T00:00:00
3722,227,10808,5,396.47,22.0,1546.23,2024-12-13T00:00:00
3723,85,2918,4,2211.44,5.0,8403.47,2025-02-18T00:00:00
3724,8769,789,6,1562.07,24.0,7123.04,2025-10-01T00:00:00
3725,5124,4938,1,2467.21,13.0,2146.47,2023-02-20T00:00:00
3726,1079,93,2,1458.53,0.0,2917.06,2024-05-01T00:00:00
3727,4183,2875,6,2826.87,11.0,15095.49,2024-08-08T00:00:00
3728,13570,7231,7,1723.56,8.0,11099.73,2024-07-07T00:00:00
3729,2579,1241,7,229.74,5.0,1527.77,2025-11-24T00:00:00
3730,10999,6821,6,2322.13,16.0,11703.54,2026-02-17T00:00:00
3731,10885,12376,6,2349.21,5.0,13390.5,2024-06-20T00:00:00
3732,2687,17,1,529.22,30.0,370.45,2024-02-05T00:00:00
3733,1880,14949,10,2681.44,22.0,20915.23,2024-04-17T00:00:00
3734,13843,8721,7,313.75,20.0,1757.0,2026-04-17T00:00:00
3735,6147,6324,6,1098.5,4.0,6327.36,2024-04-12T00:00:00
3736,6899,4333,7,1009.55,15.0,6006.82,2025-10-24T00:00:00
3737,2008,10929,1,1026.07,15.0,872.16,2026-02-04T00:00:00
3738,14079,9914,7,2775.07,13.0,16900.18,2024-12-13T00:00:00
3739,8876,13029,10,1892.01,12.0,16649.69,2026-01-03T00:00:00
3740,4550,14583,8,52.16,23.0,321.31,2023-11-07T00:00:00
3741,13755,1231,1,714.02,29.0,506.95,2025-08-21T00:00:00
3742,7654,14571,7,1339.75,18.0,7690.17,2025-08-12T00:00:00
3743,3166,13880,1,2046.67,28.0,1473.6,2024-07-31T00:00:00
3744,1821,3602,2,248.15,8.0,456.6,2025-08-02T00:00:00
3745,10920,13827,9,1577.89,27.0,10366.74,2025-11-03T00:00:00
3746,12883,50,9,1910.69,3.0,16680.32,2024-08-14T00:00:00
3747,7222,8938,1,452.83,1.0,448.3,2023-06-29T00:00:00
3748,6306,5060,10,224.95,30.0,1574.65,2025-01-24T00:00:00
3749,7622,9946,8,2543.18,30.0,14241.81,2024-04-11T00:00:00
3750,893,2657,9,1725.45,1.0,15373.76,2025-02-26T00:00:00
3751,7031,2491,4,240.16,28.0,691.66,2024-03-23T00:00:00
3752,833,1467,5,1241.42,22.0,4841.54,2026-06-03T00:00:00
3753,13772,6089,10,2033.93,23.0,15661.26,2023-12-03T00:00:00
3754,9723,8927,4,2393.87,8.0,8809.44,2024-10-18T00:00:00
3755,10094,13789,8,1037.91,13.0,7223.85,2023-09-26T00:00:00
3756,14046,1676,7,948.67,4.0,6375.06,2025-07-28T00:00:00
3757,3086,7318,3,2103.11,25.0,4732.0,2024-11-22T00:00:00
3758,6085,3489,5,1618.07,10.0,7281.31,2025-10-01T00:00:00
3759,8010,2562,4,446.28,16.0,1499.5,2024-10-16T00:00:00
3760,10735,12754,4,2588.84,15.0,8802.06,2025-06-15T00:00:00
3761,5224,11864,7,2641.31,4.0,17749.6,2026-04-24T00:00:00
3762,9201,12127,7,1419.05,28.0,7152.01,2024-02-10T00:00:00
3763,5150,5525,2,1015.79,26.0,1503.37,2023-10-30T00:00:00
3764,5677,497,8,1917.44,15.0,13038.59,2026-04-05T00:00:00
3765,12908,14257,3,2393.44,3.0,6964.91,2025-01-06T00:00:00
3766,13877,11969,7,2346.65,1.0,16262.28,2026-02-19T00:00:00
3767,5387,7147,7,1675.78,27.0,8563.24,2023-04-14T00:00:00
3768,5477,1563,6,1426.95,9.0,7791.15,2025-09-29T00:00:00
3769,956,11583,3,2846.58,21.0,6746.39,2024-11-28T00:00:00
3770,14638,9778,7,2904.24,29.0,14434.07,2025-11-16T00:00:00
3771,13117,4939,1,2520.94,13.0,2193.22,2024-12-27T00:00:00
3772,10916,3363,2,1706.26,28.0,2457.01,2023-10-04T00:00:00
3773,12853,3224,7,1067.57,17.0,6202.58,2025-12-06T00:00:00
3774,12500,5908,6,2266.12,20.0,10877.38,2025-12-14T00:00:00
3775,8869,11317,3,1574.82,6.0,4440.99,2023-09-21T00:00:00
3776,3758,1704,4,1488.86,20.0,4764.35,2023-11-22T00:00:00
3777,4500,10140,3,2715.22,24.0,6190.7,2025-05-07T00:00:00
3778,9517,2217,7,1258.81,2.0,8635.44,2024-09-10T00:00:00
3779,11658,3555,8,2962.26,9.0,21565.25,2026-05-30T00:00:00
3780,7113,7090,3,889.54,25.0,2001.46,2025-08-16T00:00:00
3781,9295,6762,8,717.68,5.0,5454.37,2025-04-19T00:00:00
3782,1124,7200,2,2464.51,4.0,4731.86,2025-07-01T00:00:00
3783,4838,13635,9,2091.99,8.0,17321.68,2024-02-16T00:00:00
3784,13690,11353,5,249.86,22.0,974.45,2025-07-23T00:00:00
3785,10342,10662,8,116.94,1.0,926.16,2025-07-28T00:00:00
3786,6337,236,10,1699.95,30.0,11899.65,2023-03-23T00:00:00
3787,8629,8327,9,928.91,13.0,7273.37,2023-08-02T00:00:00
3788,8553,12249,2,1160.9,19.0,1880.66,2024-08-25T00:00:00
3789,11048,1454,5,1219.16,13.0,5303.35,2026-02-24T00:00:00
3790,10357,4100,6,1881.71,15.0,9596.72,2023-12-18T00:00:00
3791,6373,5568,3,2845.38,12.0,7511.8,2026-05-15T00:00:00
3792,14409,7611,5,281.74,11.0,1253.74,2026-04-01T00:00:00
3793,10319,5600,2,189.72,30.0,265.61,2025-08-01T00:00:00
3794,5774,14694,9,1936.09,19.0,14114.1,2023-05-24T00:00:00
3795,9645,14989,9,2614.42,26.0,17412.04,2025-07-21T00:00:00
3796,6535,3642,4,1680.33,8.0,6183.61,2024-04-01T00:00:00
3797,13784,6544,5,551.16,26.0,2039.29,2025-10-07T00:00:00
3798,879,3373,5,1608.32,5.0,7639.52,2024-12-14T00:00:00
3799,12019,584,5,2664.82,13.0,11591.97,2024-07-01T00:00:00
3800,4651,2728,8,62.97,20.0,403.01,2024-10-18T00:00:00
3801,7456,4946,8,1997.05,17.0,13260.41,2024-11-23T00:00:00
3802,12735,8502,5,1468.21,8.0,6753.77,2025-01-17T00:00:00
3803,9961,3949,5,505.81,17.0,2099.11,2026-05-27T00:00:00
3804,11989,1495,5,2061.99,1.0,10206.85,2024-07-21T00:00:00
3805,12688,12753,10,2185.04,16.0,18354.34,2025-12-28T00:00:00
3806,2093,8735,3,997.95,0.0,2993.85,2023-11-28T00:00:00
3807,12713,13323,3,1533.1,13.0,4001.39,2023-04-14T00:00:00
3808,5016,11548,5,2162.58,1.0,10704.77,2025-12-03T00:00:00
3809,6799,12667,2,1903.04,26.0,2816.5,2024-07-09T00:00:00
3810,9499,4892,5,864.35,29.0,3068.44,2023-09-22T00:00:00
3811,14435,12044,3,238.68,12.0,630.12,2024-03-26T00:00:00
3812,11436,6648,1,1107.29,14.0,952.27,2026-05-31T00:00:00
3813,9662,9092,10,618.2,17.0,5131.06,2024-01-17T00:00:00
3814,188,13875,10,2612.34,20.0,20898.72,2024-08-30T00:00:00
3815,3618,8753,1,2999.02,9.0,2729.11,2024-02-07T00:00:00
3816,12677,2753,7,856.2,30.0,4195.38,2023-02-26T00:00:00
3817,4191,7106,3,2577.26,16.0,6494.7,2023-07-21T00:00:00
3818,5197,13423,5,1911.04,25.0,7166.4,2023-07-16T00:00:00
3819,13815,4412,8,1760.49,6.0,13238.88,2025-10-07T00:00:00
3820,10815,8146,7,886.18,22.0,4838.54,2025-02-22T00:00:00
3821,7183,10908,2,865.37,17.0,1436.51,2023-10-20T00:00:00
3822,4300,2707,5,1503.72,29.0,5338.21,2026-01-17T00:00:00
3823,12705,6066,10,1124.51,19.0,9108.53,2023-09-30T00:00:00
3824,7538,5140,5,1553.0,14.0,6677.9,2023-11-20T00:00:00
3825,3960,10154,10,2410.53,3.0,23382.14,2026-04-29T00:00:00
3826,11378,8383,5,2909.5,16.0,12219.9,2023-09-05T00:00:00
3827,4872,5726,3,795.61,10.0,2148.15,2025-12-20T00:00:00
3828,1607,13470,1,1683.5,26.0,1245.79,2024-10-27T00:00:00
3829,7647,1993,3,1645.52,10.0,4442.9,2024-12-14T00:00:00
3830,10191,6658,6,1015.02,21.0,4811.19,2026-02-20T00:00:00
3831,14660,6303,10,777.52,27.0,5675.9,2024-02-24T00:00:00
3832,5410,787,7,1552.02,18.0,8908.59,2026-04-05T00:00:00
3833,6412,8824,1,1193.21,7.0,1109.69,2023-04-25T00:00:00
3834,6993,3263,5,1112.06,26.0,4114.62,2025-07-17T00:00:00
3835,943,10956,1,2547.93,25.0,1910.95,2023-07-23T00:00:00
3836,6882,13710,3,718.79,29.0,1531.02,2023-10-15T00:00:00
3837,5843,1026,3,2647.26,27.0,5797.5,2026-06-04T00:00:00
3838,10072,10574,1,2490.59,6.0,2341.15,2026-03-22T00:00:00
3839,3911,11414,4,451.01,3.0,1749.92,2023-08-12T00:00:00
3840,6906,11059,8,871.15,24.0,5296.59,2026-02-24T00:00:00
3841,2467,2348,7,1992.02,5.0,13246.93,2026-01-31T00:00:00
3842,9668,8497,9,1211.89,30.0,7634.91,2023-10-08T00:00:00
3843,13763,7435,6,1917.78,19.0,9320.41,2025-12-19T00:00:00
3844,266,8121,10,1281.22,11.0,11402.86,2024-06-14T00:00:00
3845,2956,6258,8,1560.67,28.0,8989.46,2026-02-07T00:00:00
3846,8431,6752,5,1748.17,9.0,7954.17,2025-12-21T00:00:00
3847,13099,13262,2,2334.42,16.0,3921.83,2024-02-28T00:00:00
3848,7480,13063,6,2054.81,23.0,9493.22,2026-05-17T00:00:00
3849,5958,7613,6,2587.68,4.0,14905.04,2025-11-13T00:00:00
3850,13263,9035,10,1634.34,5.0,15526.23,2026-03-18T00:00:00
3851,11563,14326,4,732.46,5.0,2783.35,2024-05-22T00:00:00
3852,10682,4740,6,2881.56,1.0,17116.47,2024-11-08T00:00:00
3853,4729,8408,5,1841.7,12.0,8103.48,2026-05-23T00:00:00
3854,3389,10472,8,235.74,30.0,1320.14,2026-04-26T00:00:00
3855,9574,1814,9,806.24,12.0,6385.42,2025-06-16T00:00:00
3856,14717,12489,8,791.04,16.0,5315.79,2026-06-02T00:00:00
3857,8442,6590,9,694.9,28.0,4502.95,2024-09-27T00:00:00
3858,11664,8480,8,517.39,28.0,2980.17,2026-04-09T00:00:00
3859,14548,4279,1,1726.03,11.0,1536.17,2023-06-16T00:00:00
3860,13262,741,10,1779.69,3.0,17262.99,2024-09-22T00:00:00
3861,10116,4787,1,906.66,19.0,734.39,2025-12-15T00:00:00
3862,11954,2143,1,2593.97,28.0,1867.66,2023-07-02T00:00:00
3863,741,12084,6,2829.25,24.0,12901.38,2024-02-12T00:00:00
3864,9788,9189,9,1150.28,11.0,9213.74,2023-10-11T00:00:00
3865,1505,8783,1,367.59,17.0,305.1,2025-05-06T00:00:00
3866,3487,9345,2,776.78,21.0,1227.31,2025-05-25T00:00:00
3867,10344,8535,6,1777.16,18.0,8743.63,2024-04-29T00:00:00
3868,7953,8805,10,928.24,19.0,7518.74,2024-07-08T00:00:00
3869,4943,1194,8,1868.96,14.0,12858.44,2025-04-05T00:00:00
3870,9055,7092,5,2022.75,9.0,9203.51,2024-05-05T00:00:00
3871,10310,13671,7,2631.3,22.0,14366.9,2025-03-31T00:00:00
3872,3439,6859,7,1263.28,4.0,8489.24,2026-04-07T00:00:00
3873,2314,14435,7,2190.96,22.0,11962.64,2025-07-25T00:00:00
3874,12673,1779,3,1518.36,11.0,4054.02,2026-04-10T00:00:00
3875,5966,10358,2,2445.54,21.0,3863.95,2026-01-21T00:00:00
3876,12882,4255,2,59.1,11.0,105.2,2024-07-29T00:00:00
3877,9124,10938,4,315.01,4.0,1209.64,2026-03-05T00:00:00
3878,2387,7900,5,2684.03,12.0,11809.73,2026-02-13T00:00:00
3879,4639,12090,5,2029.02,0.0,10145.1,2026-04-25T00:00:00
3880,9734,5699,6,41.66,21.0,197.47,2024-03-12T00:00:00
3881,6875,5735,3,1171.31,10.0,3162.54,2024-01-30T00:00:00
3882,8801,11452,3,258.28,24.0,588.88,2023-01-01T00:00:00
3883,317,11083,3,2986.58,6.0,8422.16,2024-09-18T00:00:00
3884,6282,6401,6,1577.48,2.0,9275.58,2025-02-07T00:00:00
3885,12840,2219,7,494.54,23.0,2665.57,2026-02-17T00:00:00
3886,4331,14310,7,1563.57,16.0,9193.79,2023-03-28T00:00:00
3887,6832,11335,3,2970.49,28.0,6416.26,2024-02-20T00:00:00
3888,14543,8257,4,359.97,2.0,1411.08,2023-05-13T00:00:00
3889,11299,8880,7,208.58,25.0,1095.05,2025-08-08T00:00:00
3890,12839,6521,4,617.9,4.0,2372.74,2024-09-23T00:00:00
3891,6060,7897,9,1532.59,26.0,10207.05,2025-06-05T00:00:00
3892,12185,373,2,1394.85,19.0,2259.66,2023-11-17T00:00:00
3893,12037,7141,7,20.63,13.0,125.64,2025-11-23T00:00:00
3894,5871,14029,4,2182.76,26.0,6460.97,2023-05-25T00:00:00
3895,11397,14601,4,372.44,18.0,1221.6,2025-02-24T00:00:00
3896,11734,1632,9,2458.39,12.0,19470.45,2023-10-12T00:00:00
3897,9758,12548,10,2930.83,15.0,24912.06,2023-02-26T00:00:00
3898,13506,10852,6,2899.36,21.0,13742.97,2023-02-14T00:00:00
3899,14650,9049,4,1833.23,21.0,5793.01,2024-06-14T00:00:00
3900,4795,13602,1,2034.07,7.0,1891.69,2026-01-27T00:00:00
3901,1365,2211,4,2614.09,29.0,7424.02,2026-03-18T00:00:00
3902,10345,6114,8,2286.42,3.0,17742.62,2023-05-11T00:00:00
3903,5425,11656,6,441.87,28.0,1908.88,2025-07-22T00:00:00
3904,8729,9923,9,462.35,20.0,3328.92,2023-03-02T00:00:00
3905,10036,12701,6,2340.05,17.0,11653.45,2025-05-24T00:00:00
3906,2920,10653,1,2649.94,6.0,2490.94,2023-11-26T00:00:00
3907,10776,13464,3,36.21,3.0,105.37,2024-04-25T00:00:00
3908,2376,12043,1,1866.49,24.0,1418.53,2023-06-03T00:00:00
3909,678,5652,2,1762.68,25.0,2644.02,2024-05-05T00:00:00
3910,729,9840,2,2057.62,19.0,3333.34,2025-07-17T00:00:00
3911,9008,8568,2,674.09,27.0,984.17,2025-06-13T00:00:00
3912,3877,2090,7,2342.95,26.0,12136.48,2026-02-14T00:00:00
3913,10050,593,5,1448.63,9.0,6591.27,2026-05-19T00:00:00
3914,3417,7126,8,2574.03,29.0,14620.49,2025-10-19T00:00:00
3915,1703,2845,1,1425.99,21.0,1126.53,2025-10-11T00:00:00
3916,6405,4003,1,2135.07,27.0,1558.6,2023-04-22T00:00:00
3917,5702,7108,8,2197.08,7.0,16346.28,2024-01-24T00:00:00
3918,13420,250,4,233.29,4.0,895.83,2025-12-11T00:00:00
3919,6128,3133,9,1408.0,22.0,9884.16,2023-09-07T00:00:00
3920,1508,13964,5,503.9,1.0,2494.3,2025-07-17T00:00:00
3921,12089,8836,1,1927.57,29.0,1368.57,2024-03-15T00:00:00
3922,14440,11960,1,2874.9,28.0,2069.93,2023-07-26T00:00:00
3923,9909,3518,8,1260.41,15.0,8570.79,2024-12-14T00:00:00
3924,5283,4022,10,915.15,23.0,7046.65,2023-10-24T00:00:00
3925,10449,14197,7,308.13,8.0,1984.36,2023-06-16T00:00:00
3926,7161,7054,6,2903.09,25.0,13063.91,2026-03-02T00:00:00
3927,5306,1723,4,2051.75,29.0,5826.97,2023-06-01T00:00:00
3928,2625,3481,5,60.68,3.0,294.3,2024-06-19T00:00:00
3929,4919,11487,2,1246.32,8.0,2293.23,2023-08-24T00:00:00
3930,12571,1681,10,677.62,28.0,4878.86,2023-12-20T00:00:00
3931,2002,14825,7,2294.27,3.0,15578.09,2025-12-14T00:00:00
3932,395,9913,7,413.68,10.0,2606.18,2023-10-01T00:00:00
3933,6750,9717,2,2765.01,24.0,4202.82,2023-05-31T00:00:00
3934,3557,7927,5,2232.51,26.0,8260.29,2024-04-27T00:00:00
3935,3307,7792,1,2518.38,5.0,2392.46,2024-03-26T00:00:00
3936,2549,7485,8,2267.59,20.0,14512.58,2025-11-03T00:00:00
3937,741,4265,2,223.2,24.0,339.26,2023-07-13T00:00:00
3938,627,14343,6,1628.62,24.0,7426.51,2025-01-23T00:00:00
3939,9478,154,9,1095.66,14.0,8480.41,2024-01-11T00:00:00
3940,648,4882,1,2758.63,22.0,2151.73,2025-11-11T00:00:00
3941,13597,7153,10,2637.35,5.0,25054.82,2023-08-14T00:00:00
3942,7774,4673,4,748.37,13.0,2604.33,2024-02-23T00:00:00
3943,11500,7844,6,2235.48,2.0,13144.62,2026-05-11T00:00:00
3944,6359,11979,6,2166.86,25.0,9750.87,2025-06-22T00:00:00
3945,7671,11474,7,1108.96,26.0,5744.41,2023-01-08T00:00:00
3946,13088,9418,8,1899.25,18.0,12459.08,2025-10-18T00:00:00
3947,5009,10342,6,2091.8,11.0,11170.21,2023-01-03T00:00:00
3948,6610,10474,4,2470.81,19.0,8005.42,2025-05-31T00:00:00
3949,2116,3770,5,1653.25,11.0,7356.96,2023-06-07T00:00:00
3950,9038,8594,7,936.73,3.0,6360.4,2024-01-06T00:00:00
3951,13219,11373,6,1983.53,15.0,10116.0,2024-12-26T00:00:00
3952,9945,12371,9,2099.03,17.0,15679.75,2025-03-26T00:00:00
3953,4810,11981,3,133.38,17.0,332.12,2023-05-28T00:00:00
3954,12898,10480,5,2434.37,16.0,10224.35,2024-06-19T00:00:00
3955,6731,2760,6,2515.89,29.0,10717.69,2024-10-07T00:00:00
3956,6622,12995,2,929.02,12.0,1635.08,2026-06-04T00:00:00
3957,8886,5989,6,673.37,15.0,3434.19,2025-11-06T00:00:00
3958,4041,1319,5,530.07,4.0,2544.34,2025-02-22T00:00:00
3959,4895,14116,7,2621.96,8.0,16885.42,2026-06-10T00:00:00
3960,14430,6451,10,1041.21,14.0,8954.41,2025-09-23T00:00:00
3961,3868,14271,6,1375.84,0.0,8255.04,2026-03-25T00:00:00
3962,11540,6091,3,2475.39,8.0,6832.08,2024-06-26T00:00:00
3963,5830,9692,3,2752.49,5.0,7844.6,2026-01-08T00:00:00
3964,12749,1846,7,833.09,17.0,4840.25,2025-10-01T00:00:00
3965,1565,13403,10,828.3,23.0,6377.91,2025-09-06T00:00:00
3966,10518,883,10,665.38,10.0,5988.42,2024-02-01T00:00:00
3967,13902,8024,9,2083.74,28.0,13502.64,2026-02-15T00:00:00
3968,10763,8830,10,442.66,25.0,3319.95,2026-03-10T00:00:00
