id_pagamento,id_pedido,forma_pagamento,status_pagamento,valor,data_pagamento,parcelas,updated_at
2895,11743,boleto,aprovado,2070.29,2023-01-30T00:00:00,1,2023-09-22T00:00:00
2896,2839,cartao_credito,aprovado,2095.15,2025-09-02T00:00:00,8,2025-10-08T00:00:00
2897,11064,cartao_debito,aprovado,2595.61,2024-05-04T00:00:00,1,2024-05-17T00:00:00
2898,7343,pix,pendente,1299.08,2023-10-03T00:00:00,1,2024-07-19T00:00:00
2899,3285,cartao_debito,aprovado,1853.91,2024-09-17T00:00:00,1,2025-06-17T00:00:00
2900,13303,boleto,aprovado,1786.37,2025-02-23T00:00:00,1,2025-09-24T00:00:00
2901,12875,cartao_debito,aprovado,1177.67,2026-01-23T00:00:00,1,2026-04-05T00:00:00
2902,2492,boleto,aprovado,2437.23,2024-02-19T00:00:00,1,2024-02-26T00:00:00
2903,8402,cartao_credito,aprovado,1153.94,2023-11-03T00:00:00,1,2024-03-15T00:00:00
2904,2587,cartao_credito,aprovado,163.61,2023-09-29T00:00:00,6,2025-03-16T00:00:00
2905,14433,cartao_debito,recusado,1589.27,2024-03-31T00:00:00,1,2024-06-18T00:00:00
2906,7398,pix,pendente,2819.07,2023-07-15T00:00:00,1,2024-07-07T00:00:00
2907,5842,pix,estornado,1609.68,2025-07-18T00:00:00,1,2025-09-06T00:00:00
2908,4394,cartao_debito,aprovado,2408.3,2024-02-21T00:00:00,1,2025-02-08T00:00:00
2909,7208,pix,aprovado,119.12,2025-11-23T00:00:00,1,2026-04-24T00:00:00
2910,1437,pix,pendente,1246.16,2025-10-24T00:00:00,1,2025-11-27T00:00:00
2911,9803,cartao_debito,aprovado,1232.02,2025-10-21T00:00:00,1,2026-03-03T00:00:00
2912,3385,pix,pendente,2724.69,2023-08-31T00:00:00,1,2024-04-13T00:00:00
2913,9110,cartao_debito,aprovado,874.69,2025-03-09T00:00:00,1,2026-06-08T00:00:00
2914,6519,cartao_credito,aprovado,2493.12,2024-06-30T00:00:00,11,2026-01-26T00:00:00
2915,12252,cartao_credito,aprovado,2943.67,2024-07-10T00:00:00,12,2024-11-02T00:00:00
2916,14660,cartao_credito,aprovado,1885.78,2024-05-27T00:00:00,2,2024-09-09T00:00:00
2917,12807,cartao_debito,recusado,25.71,2025-08-14T00:00:00,1,2026-05-09T00:00:00
2918,9056,pix,aprovado,480.49,2023-07-09T00:00:00,1,2026-03-23T00:00:00
2919,13649,cartao_credito,aprovado,682.69,2026-05-17T00:00:00,7,2026-05-20T00:00:00
2920,1490,cartao_credito,aprovado,1221.92,2023-10-08T00:00:00,5,2025-12-02T00:00:00
2921,9249,cartao_credito,aprovado,718.65,2024-01-16T00:00:00,7,2025-02-04T00:00:00
2922,3005,pix,aprovado,1211.59,2024-11-06T00:00:00,1,2026-01-15T00:00:00
2923,7909,pix,pendente,1662.09,2023-12-17T00:00:00,1,2025-10-31T00:00:00
2924,10998,cartao_credito,aprovado,2380.85,2023-12-17T00:00:00,4,2024-03-28T00:00:00
2925,336,cartao_debito,aprovado,2480.07,2024-12-31T00:00:00,1,2025-10-30T00:00:00
2926,962,cartao_credito,aprovado,2579.24,2024-12-14T00:00:00,6,2025-02-20T00:00:00
2927,8598,cartao_credito,aprovado,150.09,2023-07-08T00:00:00,6,2026-05-27T00:00:00
2928,885,cartao_credito,aprovado,412.84,2023-08-09T00:00:00,4,2025-08-06T00:00:00
2929,13103,pix,aprovado,2350.18,2024-08-25T00:00:00,1,2025-07-05T00:00:00
2930,14497,cartao_credito,pendente,820.55,2026-03-28T00:00:00,8,2026-04-30T00:00:00
2931,6535,cartao_credito,aprovado,2179.23,2023-12-05T00:00:00,11,2023-12-16T00:00:00
2932,253,cartao_credito,aprovado,290.63,2023-04-19T00:00:00,2,2023-12-15T00:00:00
2933,8573,cartao_debito,recusado,689.49,2023-04-06T00:00:00,1,2023-06-10T00:00:00
2934,13546,cartao_debito,aprovado,2187.73,2024-02-27T00:00:00,1,2024-08-14T00:00:00
2935,9552,boleto,aprovado,2292.89,2024-12-24T00:00:00,1,2025-04-14T00:00:00
2936,9473,cartao_credito,recusado,1134.15,2024-08-15T00:00:00,1,2024-12-03T00:00:00
2937,4895,cartao_credito,aprovado,2521.62,2023-02-25T00:00:00,12,2025-09-06T00:00:00
2938,8098,cartao_debito,aprovado,1814.47,2023-03-15T00:00:00,1,2025-01-19T00:00:00
2939,10140,pix,pendente,103.42,2023-05-14T00:00:00,1,2024-03-22T00:00:00
2940,13178,cartao_debito,aprovado,1508.82,2025-01-06T00:00:00,1,2025-05-23T00:00:00
2941,13010,pix,pendente,1521.98,2023-10-05T00:00:00,1,2024-02-25T00:00:00
2942,6013,cartao_debito,aprovado,2469.08,2025-12-23T00:00:00,1,2026-05-30T00:00:00
2943,3735,cartao_credito,aprovado,2696.47,2024-11-24T00:00:00,5,2026-03-08T00:00:00
2944,8389,cartao_credito,aprovado,2679.97,2025-05-11T00:00:00,9,2025-07-26T00:00:00
2945,6869,pix,aprovado,1022.71,2023-04-02T00:00:00,1,2023-10-29T00:00:00
2946,2804,pix,recusado,2319.9,2026-05-05T00:00:00,1,2026-05-18T00:00:00
2947,7323,cartao_credito,aprovado,2402.36,2025-06-17T00:00:00,12,2026-02-10T00:00:00
2948,7233,cartao_credito,aprovado,476.89,2025-04-05T00:00:00,3,2026-02-13T00:00:00
2949,122,boleto,aprovado,546.98,2024-04-21T00:00:00,1,2026-05-20T00:00:00
2950,8621,pix,aprovado,1146.06,2023-10-18T00:00:00,1,2025-02-18T00:00:00
2951,484,cartao_credito,aprovado,53.66,2024-03-25T00:00:00,9,2025-03-15T00:00:00
2952,12366,cartao_debito,aprovado,140.15,2023-04-24T00:00:00,1,2024-06-21T00:00:00
2953,1999,cartao_credito,aprovado,1326.73,2024-02-21T00:00:00,1,2025-12-28T00:00:00
2954,2740,cartao_credito,aprovado,1153.44,2023-01-13T00:00:00,2,2025-05-05T00:00:00
2955,13386,cartao_credito,pendente,2751.87,2025-10-10T00:00:00,5,2026-01-31T00:00:00
2956,11111,cartao_credito,pendente,2502.8,2024-03-01T00:00:00,2,2025-10-09T00:00:00
2957,2903,cartao_credito,aprovado,492.21,2025-07-29T00:00:00,3,2025-12-30T00:00:00
2958,2032,pix,aprovado,2400.11,2023-10-27T00:00:00,1,2026-02-18T00:00:00
2959,1889,pix,aprovado,2723.85,2024-05-10T00:00:00,1,2025-10-17T00:00:00
2960,5559,pix,aprovado,2762.18,2023-11-10T00:00:00,1,2024-01-10T00:00:00
2961,640,cartao_debito,aprovado,2808.67,2024-02-24T00:00:00,1,2026-01-13T00:00:00
2962,10076,cartao_credito,estornado,375.7,2024-10-03T00:00:00,3,2026-01-24T00:00:00
2963,2428,pix,aprovado,2064.09,2023-06-20T00:00:00,1,2026-01-26T00:00:00
2964,13562,pix,aprovado,2949.14,2024-07-04T00:00:00,1,2025-07-15T00:00:00
2965,2786,pix,aprovado,2158.15,2026-04-04T00:00:00,1,2026-05-09T00:00:00
2966,1988,cartao_credito,aprovado,454.17,2025-09-11T00:00:00,1,2026-05-07T00:00:00
2967,7716,cartao_debito,aprovado,1534.2,2025-09-11T00:00:00,1,2026-03-11T00:00:00
2968,6024,cartao_credito,aprovado,1322.31,2026-06-01T00:00:00,9,2026-06-09T00:00:00
2969,7917,cartao_credito,aprovado,1932.35,2024-02-27T00:00:00,10,2025-01-21T00:00:00
2970,10888,cartao_credito,aprovado,1081.5,2025-01-11T00:00:00,6,2026-03-11T00:00:00
2971,1341,boleto,aprovado,1473.79,2024-06-29T00:00:00,1,2026-02-19T00:00:00
2972,11874,boleto,aprovado,2795.79,2023-12-11T00:00:00,1,2024-02-10T00:00:00
2973,5898,cartao_debito,aprovado,2386.5,2025-01-26T00:00:00,1,2025-11-21T00:00:00
2974,2892,boleto,aprovado,1614.59,2026-06-02T00:00:00,1,2026-06-02T00:00:00
2975,14490,cartao_credito,recusado,1889.26,2025-11-15T00:00:00,8,2026-02-01T00:00:00
2976,7125,pix,aprovado,1191.15,2024-08-17T00:00:00,1,2024-08-24T00:00:00
2977,13955,pix,aprovado,2611.47,2024-08-30T00:00:00,1,2025-08-16T00:00:00
2978,836,cartao_debito,aprovado,1668.7,2025-01-14T00:00:00,1,2025-05-08T00:00:00
2979,7815,cartao_credito,aprovado,2648.94,2023-08-24T00:00:00,2,2025-12-07T00:00:00
2980,7437,cartao_credito,aprovado,1929.05,2025-09-13T00:00:00,11,2025-11-14T00:00:00
2981,10853,cartao_credito,aprovado,2121.31,2023-02-14T00:00:00,7,2024-06-17T00:00:00
2982,4755,cartao_debito,aprovado,700.02,2023-11-07T00:00:00,1,2025-09-18T00:00:00
2983,10389,pix,aprovado,547.56,2026-01-16T00:00:00,1,2026-03-24T00:00:00
2984,115,cartao_debito,aprovado,1658.3,2024-12-02T00:00:00,1,2025-08-28T00:00:00
2985,8718,cartao_credito,aprovado,1375.98,2025-10-01T00:00:00,10,2025-12-14T00:00:00
2986,9900,cartao_credito,aprovado,112.41,2025-11-24T00:00:00,12,2025-12-15T00:00:00
2987,13815,cartao_debito,pendente,2674.24,2026-05-10T00:00:00,1,2026-05-29T00:00:00
2988,11288,boleto,aprovado,2823.36,2024-07-09T00:00:00,1,2025-10-14T00:00:00
2989,1801,boleto,aprovado,128.47,2023-12-15T00:00:00,1,2025-02-13T00:00:00
2990,10989,pix,aprovado,1284.85,2024-03-19T00:00:00,1,2025-12-09T00:00:00
2991,3621,cartao_credito,recusado,2686.12,2025-01-02T00:00:00,10,2026-01-27T00:00:00
2992,1650,pix,aprovado,248.71,2026-03-04T00:00:00,1,2026-04-10T00:00:00
2993,6428,cartao_credito,aprovado,1911.1,2023-12-01T00:00:00,2,2025-09-09T00:00:00
2994,13947,boleto,aprovado,1372.45,2024-12-17T00:00:00,1,2025-06-21T00:00:00
2995,8718,cartao_credito,aprovado,1447.49,2023-12-17T00:00:00,8,2024-08-30T00:00:00
2996,3625,cartao_credito,aprovado,584.88,2023-03-03T00:00:00,1,2025-11-06T00:00:00
2997,4590,cartao_credito,aprovado,2047.56,2025-12-16T00:00:00,2,2026-02-07T00:00:00
2998,10179,cartao_credito,aprovado,1083.48,2023-01-17T00:00:00,8,2025-04-12T00:00:00
2999,1440,cartao_credito,aprovado,880.93,2023-11-09T00:00:00,5,2026-01-07T00:00:00
3000,2753,pix,aprovado,2155.74,2023-12-06T00:00:00,1,2026-01-11T00:00:00
3001,6147,boleto,aprovado,2406.37,2025-03-13T00:00:00,1,2025-12-14T00:00:00
3002,1691,cartao_credito,aprovado,570.24,2024-09-21T00:00:00,4,2024-10-15T00:00:00
3003,2035,pix,aprovado,2528.45,2023-09-27T00:00:00,1,2023-12-18T00:00:00
3004,14306,cartao_credito,aprovado,1713.15,2025-12-24T00:00:00,2,2026-03-30T00:00:00
3005,1884,pix,aprovado,2202.47,2023-12-15T00:00:00,1,2024-11-25T00:00:00
3006,8796,boleto,aprovado,2103.08,2025-08-01T00:00:00,1,2025-11-18T00:00:00
3007,9181,cartao_credito,recusado,1381.81,2025-04-12T00:00:00,5,2026-01-27T00:00:00
3008,11025,pix,aprovado,1291.76,2024-05-18T00:00:00,1,2026-01-06T00:00:00
3009,8473,cartao_debito,aprovado,2308.19,2023-03-18T00:00:00,1,2023-11-26T00:00:00
3010,952,cartao_debito,aprovado,2025.64,2023-06-02T00:00:00,1,2025-04-02T00:00:00
3011,8435,cartao_debito,aprovado,2940.55,2023-03-13T00:00:00,1,2026-02-03T00:00:00
3012,4316,pix,recusado,162.54,2026-03-02T00:00:00,1,2026-03-15T00:00:00
3013,2077,cartao_credito,aprovado,2680.91,2025-04-07T00:00:00,6,2025-08-13T00:00:00
3014,498,cartao_debito,pendente,2302.3,2024-07-03T00:00:00,1,2026-01-02T00:00:00
3015,14084,cartao_debito,aprovado,515.76,2024-12-12T00:00:00,1,2026-03-09T00:00:00
3016,6024,cartao_credito,pendente,2555.74,2024-11-18T00:00:00,1,2025-06-10T00:00:00
3017,9456,pix,aprovado,1863.49,2023-06-18T00:00:00,1,2023-07-31T00:00:00
3018,9611,cartao_debito,recusado,830.18,2025-02-23T00:00:00,1,2025-07-12T00:00:00
3019,2944,cartao_debito,aprovado,230.95,2025-10-18T00:00:00,1,2026-01-25T00:00:00
3020,8720,pix,aprovado,471.55,2026-02-06T00:00:00,1,2026-02-27T00:00:00
3021,10460,cartao_debito,pendente,1504.37,2023-11-28T00:00:00,1,2025-03-18T00:00:00
3022,11099,cartao_debito,aprovado,591.53,2023-08-21T00:00:00,1,2026-01-08T00:00:00
3023,2384,cartao_debito,aprovado,2143.94,2024-04-06T00:00:00,1,2024-05-15T00:00:00
3024,7709,cartao_credito,aprovado,2899.56,2024-11-17T00:00:00,9,2025-01-13T00:00:00
3025,1639,cartao_credito,aprovado,2952.29,2023-05-19T00:00:00,3,2025-07-01T00:00:00
3026,12223,cartao_debito,aprovado,2833.03,2023-01-09T00:00:00,1,2023-06-14T00:00:00
3027,13135,pix,aprovado,428.15,2025-10-13T00:00:00,1,2026-02-15T00:00:00
3028,12198,cartao_credito,aprovado,1653.67,2026-01-26T00:00:00,1,2026-03-26T00:00:00
3029,1199,cartao_credito,aprovado,2949.81,2024-04-22T00:00:00,10,2025-04-15T00:00:00
3030,5214,cartao_debito,aprovado,1907.71,2023-11-06T00:00:00,1,2026-01-09T00:00:00
3031,971,cartao_credito,aprovado,580.51,2025-03-28T00:00:00,11,2025-07-14T00:00:00
3032,9536,cartao_debito,aprovado,1180.21,2023-09-28T00:00:00,1,2025-09-09T00:00:00
3033,5183,cartao_debito,aprovado,607.28,2023-03-28T00:00:00,1,2024-08-31T00:00:00
3034,842,cartao_credito,aprovado,563.5,2025-02-05T00:00:00,6,2025-11-01T00:00:00
3035,10037,cartao_credito,aprovado,494.21,2024-03-14T00:00:00,12,2026-01-26T00:00:00
3036,8803,boleto,aprovado,2118.83,2024-08-17T00:00:00,1,2025-11-25T00:00:00
3037,5740,pix,aprovado,1306.01,2025-06-17T00:00:00,1,2026-03-26T00:00:00
3038,13360,cartao_debito,aprovado,958.65,2024-03-17T00:00:00,1,2025-03-16T00:00:00
3039,6331,cartao_debito,aprovado,1694.0,2024-08-13T00:00:00,1,2025-08-07T00:00:00
3040,5059,pix,aprovado,1144.96,2026-05-28T00:00:00,1,2026-06-02T00:00:00
3041,11798,cartao_credito,aprovado,2098.51,2025-05-19T00:00:00,9,2026-01-12T00:00:00
3042,6981,pix,aprovado,1017.27,2025-12-06T00:00:00,1,2025-12-17T00:00:00
3043,14380,pix,aprovado,1182.13,2026-03-04T00:00:00,1,2026-04-18T00:00:00
3044,2328,cartao_credito,aprovado,730.04,2025-06-18T00:00:00,7,2025-08-13T00:00:00
3045,4493,cartao_credito,aprovado,195.58,2024-02-20T00:00:00,10,2025-05-16T00:00:00
3046,13020,cartao_credito,pendente,2699.3,2023-04-28T00:00:00,11,2024-03-01T00:00:00
3047,11029,boleto,aprovado,2375.04,2023-05-05T00:00:00,1,2025-01-07T00:00:00
3048,11707,cartao_debito,aprovado,2600.04,2024-02-29T00:00:00,1,2025-09-27T00:00:00
3049,2989,cartao_credito,recusado,772.61,2023-10-08T00:00:00,10,2024-05-19T00:00:00
3050,8205,cartao_credito,aprovado,377.11,2025-06-20T00:00:00,6,2026-04-08T00:00:00
3051,9786,cartao_credito,aprovado,2024.07,2025-08-10T00:00:00,9,2026-03-25T00:00:00
3052,10843,cartao_credito,recusado,2429.42,2026-03-26T00:00:00,11,2026-04-06T00:00:00
3053,7789,cartao_debito,aprovado,799.16,2024-05-07T00:00:00,1,2025-01-06T00:00:00
3054,6822,cartao_credito,aprovado,1942.0,2025-07-21T00:00:00,9,2026-04-21T00:00:00
3055,3121,cartao_credito,aprovado,2248.38,2024-06-29T00:00:00,9,2025-07-11T00:00:00
3056,4513,cartao_debito,aprovado,1883.17,2025-06-19T00:00:00,1,2025-10-21T00:00:00
3057,7097,cartao_debito,pendente,1882.29,2026-05-20T00:00:00,1,2026-06-08T00:00:00
3058,8613,cartao_credito,aprovado,983.08,2025-07-22T00:00:00,1,2025-09-26T00:00:00
3059,14367,cartao_credito,aprovado,800.69,2024-03-18T00:00:00,1,2025-12-29T00:00:00
3060,13620,cartao_credito,aprovado,1719.15,2024-03-25T00:00:00,4,2024-12-24T00:00:00
3061,13614,cartao_credito,aprovado,2291.38,2025-02-12T00:00:00,2,2025-03-24T00:00:00
3062,12166,cartao_credito,aprovado,2003.53,2026-02-10T00:00:00,1,2026-04-12T00:00:00
3063,5589,cartao_credito,aprovado,1787.29,2023-03-21T00:00:00,1,2026-02-11T00:00:00
3064,2784,cartao_credito,aprovado,2836.77,2023-06-19T00:00:00,7,2025-02-24T00:00:00
3065,10033,cartao_debito,aprovado,2143.76,2024-07-14T00:00:00,1,2025-11-22T00:00:00
3066,8913,cartao_credito,aprovado,2287.59,2025-09-02T00:00:00,8,2026-01-12T00:00:00
3067,5225,cartao_credito,aprovado,2212.45,2023-09-14T00:00:00,3,2023-10-06T00:00:00
3068,10560,cartao_credito,aprovado,2368.31,2025-02-03T00:00:00,8,2025-02-10T00:00:00
3069,6264,pix,aprovado,2724.17,2025-10-03T00:00:00,1,2025-10-12T00:00:00
3070,135,cartao_credito,aprovado,543.7,2025-06-15T00:00:00,11,2026-02-11T00:00:00
3071,1386,pix,aprovado,1301.68,2023-09-16T00:00:00,1,2025-11-17T00:00:00
3072,14774,cartao_credito,aprovado,896.0,2023-04-18T00:00:00,9,2024-10-01T00:00:00
3073,14236,cartao_credito,aprovado,99.11,2023-06-03T00:00:00,2,2023-10-08T00:00:00
3074,12064,cartao_credito,aprovado,1308.18,2023-08-04T00:00:00,10,2024-12-14T00:00:00
3075,9337,pix,aprovado,536.72,2025-11-14T00:00:00,1,2026-05-09T00:00:00
3076,1840,cartao_credito,pendente,1195.91,2023-08-22T00:00:00,4,2026-02-05T00:00:00
3077,8748,cartao_credito,aprovado,1466.35,2025-01-30T00:00:00,3,2026-01-01T00:00:00
3078,6610,cartao_credito,aprovado,2758.34,2024-10-18T00:00:00,5,2025-02-05T00:00:00
3079,680,boleto,aprovado,2868.42,2023-07-29T00:00:00,1,2024-05-25T00:00:00
3080,4293,pix,recusado,502.36,2023-12-18T00:00:00,1,2024-10-06T00:00:00
3081,9550,pix,aprovado,131.19,2023-10-30T00:00:00,1,2024-01-01T00:00:00
3082,737,boleto,aprovado,1653.03,2023-07-28T00:00:00,1,2023-12-07T00:00:00
3083,4069,boleto,aprovado,1634.85,2023-01-03T00:00:00,1,2024-02-17T00:00:00
3084,5619,cartao_debito,aprovado,1503.07,2024-02-27T00:00:00,1,2025-12-12T00:00:00
3085,5828,cartao_credito,pendente,352.04,2025-01-18T00:00:00,12,2025-04-24T00:00:00
3086,3219,boleto,aprovado,786.11,2023-10-31T00:00:00,1,2024-05-22T00:00:00
3087,4532,cartao_credito,aprovado,2959.13,2025-09-20T00:00:00,8,2026-03-07T00:00:00
3088,2999,cartao_credito,aprovado,264.36,2023-11-13T00:00:00,7,2025-08-16T00:00:00
3089,918,pix,recusado,2619.01,2023-05-03T00:00:00,1,2025-11-29T00:00:00
3090,7028,pix,aprovado,1950.36,2024-10-04T00:00:00,1,2025-12-06T00:00:00
3091,7345,boleto,aprovado,2311.19,2023-06-30T00:00:00,1,2023-09-20T00:00:00
3092,1022,pix,pendente,2837.65,2024-12-02T00:00:00,1,2026-02-03T00:00:00
3093,716,cartao_credito,aprovado,121.88,2026-02-28T00:00:00,10,2026-05-10T00:00:00
3094,13433,cartao_credito,aprovado,2089.89,2023-07-12T00:00:00,1,2023-07-22T00:00:00
3095,1269,cartao_credito,aprovado,599.52,2023-08-22T00:00:00,11,2024-07-19T00:00:00
3096,2091,cartao_credito,aprovado,1154.53,2025-11-17T00:00:00,6,2026-04-12T00:00:00
3097,5335,cartao_credito,aprovado,1462.21,2023-08-11T00:00:00,3,2026-02-22T00:00:00
3098,11194,cartao_debito,pendente,2507.4,2025-04-18T00:00:00,1,2026-02-21T00:00:00
3099,13410,pix,aprovado,2546.11,2024-12-23T00:00:00,1,2025-02-09T00:00:00
3100,755,cartao_credito,aprovado,427.44,2024-01-24T00:00:00,4,2025-04-18T00:00:00
3101,93,cartao_credito,estornado,573.45,2025-02-16T00:00:00,9,2025-10-10T00:00:00
3102,9269,cartao_credito,pendente,2802.95,2026-02-20T00:00:00,7,2026-05-04T00:00:00
3103,7470,cartao_credito,aprovado,2215.93,2024-10-27T00:00:00,3,2026-04-22T00:00:00
3104,911,cartao_credito,aprovado,2606.28,2024-12-16T00:00:00,9,2026-02-12T00:00:00
3105,8400,cartao_credito,aprovado,870.59,2023-07-04T00:00:00,5,2023-11-13T00:00:00
3106,9070,pix,aprovado,285.51,2023-05-19T00:00:00,1,2025-08-08T00:00:00
3107,7497,boleto,pendente,2440.08,2023-07-10T00:00:00,1,2025-12-14T00:00:00
3108,7349,cartao_credito,aprovado,2303.89,2026-06-04T00:00:00,2,2026-06-04T00:00:00
3109,13334,cartao_credito,aprovado,1928.94,2023-08-05T00:00:00,7,2026-05-08T00:00:00
3110,5057,pix,aprovado,1491.26,2026-03-09T00:00:00,1,2026-05-02T00:00:00
3111,5759,boleto,aprovado,643.42,2026-02-27T00:00:00,1,2026-04-21T00:00:00
3112,14014,cartao_credito,aprovado,1573.98,2025-03-09T00:00:00,8,2025-11-07T00:00:00
3113,13197,pix,aprovado,1605.41,2023-09-15T00:00:00,1,2024-06-07T00:00:00
3114,6642,cartao_debito,recusado,2656.58,2025-08-26T00:00:00,1,2026-03-08T00:00:00
3115,3040,cartao_credito,aprovado,1791.61,2025-11-23T00:00:00,3,2026-01-04T00:00:00
3116,9027,cartao_credito,pendente,1490.13,2024-05-01T00:00:00,1,2025-08-21T00:00:00
3117,7767,boleto,aprovado,1799.77,2024-08-20T00:00:00,1,2025-11-12T00:00:00
3118,13049,pix,aprovado,2324.31,2024-05-12T00:00:00,1,2024-06-23T00:00:00
3119,13536,pix,aprovado,1622.49,2024-07-03T00:00:00,1,2025-11-19T00:00:00
3120,1533,cartao_debito,aprovado,2953.16,2025-10-17T00:00:00,1,2026-06-03T00:00:00
3121,993,cartao_debito,aprovado,696.0,2025-10-03T00:00:00,1,2025-12-12T00:00:00
3122,2902,pix,aprovado,555.04,2023-04-27T00:00:00,1,2026-04-24T00:00:00
3123,2859,pix,aprovado,121.64,2024-10-17T00:00:00,1,2025-06-09T00:00:00
3124,14110,cartao_credito,aprovado,826.41,2023-09-12T00:00:00,4,2024-10-29T00:00:00
3125,5171,pix,aprovado,439.52,2024-12-06T00:00:00,1,2025-09-09T00:00:00
3126,9352,boleto,aprovado,1125.24,2024-04-02T00:00:00,1,2026-05-06T00:00:00
3127,1974,cartao_debito,aprovado,1463.43,2024-02-12T00:00:00,1,2024-08-31T00:00:00
3128,3638,pix,aprovado,2238.85,2025-10-31T00:00:00,1,2026-06-08T00:00:00
3129,14748,cartao_credito,aprovado,2647.23,2025-02-24T00:00:00,12,2025-07-04T00:00:00
3130,13350,cartao_debito,aprovado,1430.86,2023-08-06T00:00:00,1,2026-01-28T00:00:00
3131,4172,cartao_debito,aprovado,1896.73,2023-04-19T00:00:00,1,2025-09-02T00:00:00
3132,2561,cartao_debito,aprovado,601.79,2025-01-06T00:00:00,1,2025-05-25T00:00:00
3133,12388,pix,aprovado,1893.15,2024-03-21T00:00:00,1,2025-07-16T00:00:00
3134,13074,cartao_credito,aprovado,660.76,2026-04-03T00:00:00,10,2026-04-21T00:00:00
3135,10330,boleto,recusado,70.07,2024-01-02T00:00:00,1,2025-10-17T00:00:00
3136,4441,cartao_debito,aprovado,734.37,2023-11-18T00:00:00,1,2024-09-19T00:00:00
3137,2912,cartao_debito,aprovado,1757.57,2023-08-12T00:00:00,1,2026-01-07T00:00:00
3138,601,cartao_credito,aprovado,2450.95,2023-07-01T00:00:00,7,2025-07-13T00:00:00
3139,201,boleto,aprovado,2564.38,2023-01-28T00:00:00,1,2024-01-01T00:00:00
3140,4526,cartao_credito,aprovado,2510.94,2024-07-16T00:00:00,8,2025-09-23T00:00:00
3141,2462,cartao_credito,aprovado,2342.62,2023-11-25T00:00:00,10,2025-04-06T00:00:00
3142,3918,cartao_credito,aprovado,2127.85,2025-05-29T00:00:00,12,2026-05-08T00:00:00
3143,13779,cartao_credito,aprovado,1276.33,2024-05-16T00:00:00,8,2024-12-18T00:00:00
3144,10945,pix,aprovado,1778.23,2023-05-12T00:00:00,1,2025-08-09T00:00:00
3145,12578,cartao_credito,pendente,2973.64,2025-03-28T00:00:00,11,2025-12-25T00:00:00
3146,1448,cartao_debito,aprovado,2067.35,2025-03-09T00:00:00,1,2026-03-13T00:00:00
3147,7841,cartao_credito,pendente,554.51,2025-06-03T00:00:00,1,2025-11-03T00:00:00
3148,2751,pix,aprovado,2419.37,2024-05-12T00:00:00,1,2025-09-22T00:00:00
3149,1555,boleto,aprovado,2376.27,2024-12-04T00:00:00,1,2026-03-13T00:00:00
3150,11230,cartao_debito,aprovado,1087.5,2023-11-28T00:00:00,1,2024-07-06T00:00:00
3151,14614,cartao_credito,aprovado,2709.29,2024-04-22T00:00:00,10,2026-05-15T00:00:00
3152,14026,cartao_credito,aprovado,2687.13,2023-05-30T00:00:00,5,2026-01-03T00:00:00
3153,4076,pix,aprovado,1772.72,2024-12-06T00:00:00,1,2026-03-03T00:00:00
3154,13809,boleto,aprovado,2775.64,2024-05-23T00:00:00,1,2026-02-09T00:00:00
3155,12110,pix,aprovado,2749.4,2026-03-16T00:00:00,1,2026-04-16T00:00:00
3156,12435,cartao_credito,aprovado,2755.93,2025-09-30T00:00:00,12,2026-02-06T00:00:00
3157,5386,cartao_credito,aprovado,778.08,2023-01-25T00:00:00,9,2024-03-05T00:00:00
3158,4530,pix,aprovado,1984.04,2025-06-12T00:00:00,1,2025-09-02T00:00:00
3159,13912,cartao_debito,aprovado,1971.71,2025-09-11T00:00:00,1,2026-04-06T00:00:00
3160,1352,cartao_credito,aprovado,1268.16,2025-08-01T00:00:00,2,2025-08-24T00:00:00
3161,12966,cartao_debito,aprovado,324.85,2024-10-23T00:00:00,1,2024-12-13T00:00:00
3162,1843,cartao_debito,pendente,917.03,2023-10-26T00:00:00,1,2024-03-26T00:00:00
3163,2037,cartao_credito,aprovado,1607.29,2025-12-15T00:00:00,6,2026-04-04T00:00:00
3164,5610,cartao_debito,aprovado,201.38,2026-04-29T00:00:00,1,2026-05-28T00:00:00
3165,6783,pix,aprovado,1860.87,2025-10-17T00:00:00,1,2025-11-25T00:00:00
3166,6255,cartao_credito,pendente,673.27,2024-04-16T00:00:00,10,2024-10-26T00:00:00
3167,11236,cartao_debito,aprovado,1288.26,2023-04-15T00:00:00,1,2024-10-04T00:00:00
3168,13112,pix,aprovado,1365.56,2025-01-15T00:00:00,1,2026-01-23T00:00:00
3169,6971,pix,aprovado,2779.48,2025-10-10T00:00:00,1,2025-11-21T00:00:00
3170,7979,cartao_credito,recusado,2988.83,2025-08-30T00:00:00,8,2025-12-18T00:00:00
3171,2,pix,aprovado,432.07,2024-05-31T00:00:00,1,2024-09-13T00:00:00
3172,5420,boleto,aprovado,1756.14,2023-07-05T00:00:00,1,2025-09-22T00:00:00
3173,2223,boleto,aprovado,161.66,2024-09-13T00:00:00,1,2025-12-30T00:00:00
3174,122,cartao_credito,aprovado,2346.75,2023-02-27T00:00:00,1,2024-10-18T00:00:00
3175,6541,cartao_credito,aprovado,594.87,2024-10-14T00:00:00,12,2025-06-07T00:00:00
3176,3140,cartao_credito,pendente,2273.72,2023-02-13T00:00:00,1,2024-03-09T00:00:00
3177,1144,cartao_credito,aprovado,1451.32,2025-02-19T00:00:00,5,2026-05-02T00:00:00
