id_avaliacao,id_pedido,id_cliente,id_produto,nota,comentario,data_avaliacao,updated_at
2199,1561,6713,9111,5,"Muito satisfeito com a compra, recomendo!",2024-01-07T00:00:00,2024-02-04T00:00:00
2200,1148,13817,7965,5,"Ótimo custo-benefício, chegou antes do prazo.",2025-01-13T00:00:00,2025-08-15T00:00:00
2201,5809,14655,4719,5,"Muito satisfeito com a compra, recomendo!",2025-10-07T00:00:00,2026-05-09T00:00:00
2202,7882,12703,8962,5,Atendimento incrível e produto top!,2025-12-13T00:00:00,2026-02-28T00:00:00
2203,6662,8263,3816,4,"Produto excelente, superou minhas expectativas!",2026-03-06T00:00:00,2026-03-08T00:00:00
2204,10860,4525,7645,5,"Muito satisfeito com a compra, recomendo!",2026-03-08T00:00:00,2026-04-04T00:00:00
2205,3721,11222,7948,3,Qualidade mediana pelo preço cobrado.,2024-10-07T00:00:00,2026-02-19T00:00:00
2206,13090,13687,12380,5,Atendimento incrível e produto top!,2025-08-31T00:00:00,2026-05-14T00:00:00
2207,12994,12173,13078,4,"Ótimo custo-benefício, chegou antes do prazo.",2024-03-24T00:00:00,2026-05-30T00:00:00
2208,5860,8482,10254,5,"Ótimo custo-benefício, chegou antes do prazo.",2026-05-11T00:00:00,2026-06-04T00:00:00
2209,6314,1407,3437,4,"Produto excelente, superou minhas expectativas!",2023-08-31T00:00:00,2023-11-21T00:00:00
2210,13854,4287,2270,4,Entrega rápida e produto de ótima qualidade.,2023-11-10T00:00:00,2025-12-31T00:00:00
2211,7103,1121,12357,4,"Produto conforme descrito, embalagem perfeita.",2023-04-05T00:00:00,2026-02-19T00:00:00
2212,5905,6287,9778,5,Atendimento incrível e produto top!,2023-09-20T00:00:00,2025-10-26T00:00:00
2213,7490,9134,13783,4,"Muito satisfeito com a compra, recomendo!",2026-01-17T00:00:00,2026-03-10T00:00:00
2214,2715,4353,5009,5,Comprei e já quero comprar de novo. Perfeito!,2026-03-23T00:00:00,2026-05-11T00:00:00
2215,4571,2322,11060,5,"Produto conforme descrito, embalagem perfeita.",2024-04-16T00:00:00,2025-07-08T00:00:00
2216,9781,11512,5963,2,"Produto com defeito, decepcionante.",2023-11-17T00:00:00,2025-05-27T00:00:00
2217,12194,9767,2793,5,Comprei e já quero comprar de novo. Perfeito!,2024-02-23T00:00:00,2025-07-05T00:00:00
2218,10006,13454,577,4,Atendimento incrível e produto top!,2023-07-15T00:00:00,2024-03-07T00:00:00
2219,5853,1989,2144,3,Qualidade mediana pelo preço cobrado.,2024-01-13T00:00:00,2026-01-08T00:00:00
2220,10314,12823,1169,4,"Ótimo custo-benefício, chegou antes do prazo.",2025-11-07T00:00:00,2026-02-20T00:00:00
2221,872,2029,2398,4,Atendimento incrível e produto top!,2023-09-27T00:00:00,2024-12-13T00:00:00
2222,4053,6050,6961,5,"Muito satisfeito com a compra, recomendo!",2023-08-22T00:00:00,2023-09-28T00:00:00
2223,13820,11545,13355,5,"Ótimo custo-benefício, chegou antes do prazo.",2026-04-30T00:00:00,2026-05-22T00:00:00
2224,4310,12873,14988,4,Entrega rápida e produto de ótima qualidade.,2023-02-03T00:00:00,2023-11-13T00:00:00
2225,1083,6930,1649,2,Qualidade muito abaixo do esperado.,2024-11-02T00:00:00,2025-03-11T00:00:00
2226,12973,10873,2899,4,"Produto conforme descrito, embalagem perfeita.",2026-01-11T00:00:00,2026-02-28T00:00:00
2227,6031,14227,7113,4,"Produto excelente, superou minhas expectativas!",2025-02-20T00:00:00,2025-08-04T00:00:00
2228,10629,11606,959,5,Comprei e já quero comprar de novo. Perfeito!,2024-04-18T00:00:00,2026-01-10T00:00:00
2229,12220,2016,2619,4,"Produto excelente, superou minhas expectativas!",2025-01-26T00:00:00,2025-03-06T00:00:00
2230,3236,5484,2669,2,"Péssima experiência, não voltarei a comprar.",2025-10-17T00:00:00,2026-02-17T00:00:00
2231,8780,846,1170,3,"Chegou no prazo, produto razoável.",2024-05-22T00:00:00,2025-12-10T00:00:00
2232,195,14424,14160,3,"Chegou no prazo, produto razoável.",2024-09-14T00:00:00,2025-02-04T00:00:00
2233,13788,6502,13144,5,"Muito satisfeito com a compra, recomendo!",2024-01-01T00:00:00,2024-10-21T00:00:00
2234,705,3914,7450,5,"Ótimo custo-benefício, chegou antes do prazo.",2023-08-25T00:00:00,2026-02-07T00:00:00
2235,6439,3450,7042,5,Atendimento incrível e produto top!,2023-07-12T00:00:00,2024-04-23T00:00:00
2236,2608,11655,1980,5,Entrega rápida e produto de ótima qualidade.,2024-01-30T00:00:00,2026-02-13T00:00:00
2237,6165,14049,1836,5,"Produto excelente, superou minhas expectativas!",2025-04-07T00:00:00,2025-06-04T00:00:00
2238,12393,14539,5760,2,"Não recomendo, produto diferente do anunciado.",2025-08-16T00:00:00,2026-02-08T00:00:00
2239,11613,14663,12607,3,"Nada de mais, mas cumpre o que promete.",2023-10-23T00:00:00,2024-03-25T00:00:00
2240,569,7019,3664,4,"Muito satisfeito com a compra, recomendo!",2023-11-13T00:00:00,2025-07-16T00:00:00
2241,5676,7795,645,4,Entrega rápida e produto de ótima qualidade.,2025-09-27T00:00:00,2025-11-27T00:00:00
2242,9776,4886,2651,4,"Ótimo custo-benefício, chegou antes do prazo.",2023-11-26T00:00:00,2025-10-25T00:00:00
2243,1215,9795,953,3,Qualidade mediana pelo preço cobrado.,2023-07-21T00:00:00,2024-07-08T00:00:00
2244,1880,9219,3200,4,"Produto conforme descrito, embalagem perfeita.",2024-02-10T00:00:00,2025-12-17T00:00:00
2245,3272,8132,3911,5,"Produto excelente, superou minhas expectativas!",2025-10-11T00:00:00,2026-05-06T00:00:00
2246,7982,2845,7351,3,"Chegou no prazo, produto razoável.",2023-04-20T00:00:00,2024-01-05T00:00:00
2247,3408,2024,5663,4,Atendimento incrível e produto top!,2025-06-05T00:00:00,2026-05-31T00:00:00
2248,10622,5531,12461,4,Comprei e já quero comprar de novo. Perfeito!,2023-04-13T00:00:00,2024-02-05T00:00:00
2249,13993,9648,10853,5,Entrega rápida e produto de ótima qualidade.,2024-10-10T00:00:00,2025-03-02T00:00:00
2250,4760,11363,14980,1,"Produto com defeito, decepcionante.",2024-09-30T00:00:00,2025-10-14T00:00:00
2251,13587,4304,6133,4,"Muito satisfeito com a compra, recomendo!",2026-02-06T00:00:00,2026-06-05T00:00:00
2252,14027,2974,117,4,Comprei e já quero comprar de novo. Perfeito!,2025-07-31T00:00:00,2025-11-25T00:00:00
2253,4660,14262,8799,5,"Produto excelente, superou minhas expectativas!",2024-08-05T00:00:00,2024-10-09T00:00:00
2254,7083,7606,14281,5,"Ótimo custo-benefício, chegou antes do prazo.",2023-09-09T00:00:00,2025-06-19T00:00:00
2255,919,12212,4689,5,"Ótimo custo-benefício, chegou antes do prazo.",2025-12-01T00:00:00,2026-06-10T00:00:00
2256,3800,14188,3765,3,"Nada de mais, mas cumpre o que promete.",2023-09-11T00:00:00,2025-11-19T00:00:00
2257,868,6709,10177,4,"Ótimo custo-benefício, chegou antes do prazo.",2026-05-28T00:00:00,2026-06-09T00:00:00
2258,2537,7500,6021,4,Entrega rápida e produto de ótima qualidade.,2024-03-19T00:00:00,2025-01-23T00:00:00
2259,12190,4035,12398,5,Entrega rápida e produto de ótima qualidade.,2024-11-12T00:00:00,2026-03-28T00:00:00
2260,14632,11686,6201,5,"Muito satisfeito com a compra, recomendo!",2025-05-25T00:00:00,2025-07-04T00:00:00
2261,8235,7024,2925,2,"Péssima experiência, não voltarei a comprar.",2023-12-31T00:00:00,2024-10-13T00:00:00
2262,14163,9520,3698,3,"Produto ok, dentro do esperado.",2025-10-09T00:00:00,2025-11-21T00:00:00
2263,13462,7068,4815,5,"Produto conforme descrito, embalagem perfeita.",2024-04-15T00:00:00,2025-03-15T00:00:00
2264,9486,8839,11895,4,"Produto conforme descrito, embalagem perfeita.",2023-03-18T00:00:00,2025-01-29T00:00:00
2265,5583,8687,13429,1,Qualidade muito abaixo do esperado.,2023-06-30T00:00:00,2023-10-14T00:00:00
2266,79,3714,5290,5,Comprei e já quero comprar de novo. Perfeito!,2026-02-09T00:00:00,2026-03-12T00:00:00
2267,1477,9640,11602,5,"Muito satisfeito com a compra, recomendo!",2026-02-09T00:00:00,2026-05-01T00:00:00
2268,8162,5674,9818,1,Qualidade muito abaixo do esperado.,2026-04-11T00:00:00,2026-05-02T00:00:00
2269,5551,6135,12249,4,"Muito satisfeito com a compra, recomendo!",2024-11-09T00:00:00,2025-06-24T00:00:00
2270,14613,1055,118,2,Demorou muito para chegar e veio errado.,2023-11-13T00:00:00,2025-03-25T00:00:00
2271,507,9333,1205,5,"Produto excelente, superou minhas expectativas!",2026-06-11T00:00:00,2026-06-12T00:00:00
2272,13505,9103,14445,5,Comprei e já quero comprar de novo. Perfeito!,2025-08-12T00:00:00,2025-10-09T00:00:00
2273,6333,3492,437,5,"Produto conforme descrito, embalagem perfeita.",2023-03-08T00:00:00,2023-04-28T00:00:00
2274,7964,10122,5750,4,"Produto conforme descrito, embalagem perfeita.",2023-02-22T00:00:00,2023-05-14T00:00:00
2275,8978,13370,11384,5,"Produto conforme descrito, embalagem perfeita.",2025-04-16T00:00:00,2025-10-19T00:00:00
2276,14086,341,8113,1,Qualidade muito abaixo do esperado.,2023-10-18T00:00:00,2025-07-03T00:00:00
2277,3815,13019,13628,4,"Muito satisfeito com a compra, recomendo!",2023-02-01T00:00:00,2024-07-01T00:00:00
2278,4073,8991,10803,5,Comprei e já quero comprar de novo. Perfeito!,2025-04-29T00:00:00,2026-02-10T00:00:00
2279,14610,2441,5561,5,Entrega rápida e produto de ótima qualidade.,2024-08-15T00:00:00,2025-08-14T00:00:00
2280,1997,5234,6591,5,"Produto conforme descrito, embalagem perfeita.",2025-04-29T00:00:00,2026-05-23T00:00:00
2281,1057,5652,106,5,Entrega rápida e produto de ótima qualidade.,2026-02-02T00:00:00,2026-05-16T00:00:00
2282,2057,9834,3065,5,"Produto excelente, superou minhas expectativas!",2023-09-01T00:00:00,2024-11-21T00:00:00
2283,610,2463,12673,3,"Chegou no prazo, produto razoável.",2024-09-03T00:00:00,2025-12-27T00:00:00
2284,11064,4522,9291,4,Entrega rápida e produto de ótima qualidade.,2026-05-17T00:00:00,2026-06-05T00:00:00
2285,9123,1438,4700,5,Entrega rápida e produto de ótima qualidade.,2026-01-18T00:00:00,2026-06-11T00:00:00
2286,6420,961,6019,4,"Muito satisfeito com a compra, recomendo!",2026-04-13T00:00:00,2026-05-20T00:00:00
2287,9687,724,9730,3,"Nada de mais, mas cumpre o que promete.",2023-10-19T00:00:00,2024-12-25T00:00:00
2288,9691,255,6776,4,"Produto conforme descrito, embalagem perfeita.",2025-04-08T00:00:00,2025-07-15T00:00:00
2289,8757,10632,10111,3,"Chegou no prazo, produto razoável.",2023-03-24T00:00:00,2025-11-02T00:00:00
2290,1315,2915,1851,4,Comprei e já quero comprar de novo. Perfeito!,2025-03-08T00:00:00,2026-04-02T00:00:00
2291,12556,4498,9112,5,"Muito satisfeito com a compra, recomendo!",2026-04-27T00:00:00,2026-04-27T00:00:00
2292,10236,1060,3552,5,Entrega rápida e produto de ótima qualidade.,2025-12-22T00:00:00,2026-03-20T00:00:00
2293,2386,2740,5118,2,"Produto com defeito, decepcionante.",2025-12-05T00:00:00,2026-01-04T00:00:00
2294,11267,190,13921,4,"Muito satisfeito com a compra, recomendo!",2024-12-16T00:00:00,2026-03-02T00:00:00
2295,3471,684,12979,5,"Ótimo custo-benefício, chegou antes do prazo.",2025-11-23T00:00:00,2026-04-02T00:00:00
2296,3986,8143,13780,4,"Muito satisfeito com a compra, recomendo!",2026-04-17T00:00:00,2026-05-28T00:00:00
2297,3862,5159,6464,5,"Produto conforme descrito, embalagem perfeita.",2024-08-30T00:00:00,2025-09-04T00:00:00
2298,7970,9049,2666,2,Demorou muito para chegar e veio errado.,2024-01-29T00:00:00,2025-08-28T00:00:00
2299,2431,1513,8841,5,"Produto excelente, superou minhas expectativas!",2023-05-30T00:00:00,2026-02-02T00:00:00
2300,14594,12726,1643,4,"Produto excelente, superou minhas expectativas!",2024-06-26T00:00:00,2024-11-01T00:00:00
2301,12882,4184,653,4,"Ótimo custo-benefício, chegou antes do prazo.",2025-12-19T00:00:00,2026-03-22T00:00:00
2302,5629,2243,6943,5,"Ótimo custo-benefício, chegou antes do prazo.",2025-10-12T00:00:00,2026-05-13T00:00:00
2303,1304,12595,13119,4,"Produto excelente, superou minhas expectativas!",2025-09-04T00:00:00,2026-03-18T00:00:00
2304,13062,9868,10472,4,Entrega rápida e produto de ótima qualidade.,2025-03-22T00:00:00,2025-05-16T00:00:00
2305,9879,9912,6912,5,"Muito satisfeito com a compra, recomendo!",2023-03-19T00:00:00,2023-08-05T00:00:00
2306,5781,2491,4837,4,Comprei e já quero comprar de novo. Perfeito!,2024-03-11T00:00:00,2026-05-21T00:00:00
2307,14114,9369,7133,4,"Muito satisfeito com a compra, recomendo!",2023-10-21T00:00:00,2025-06-29T00:00:00
2308,12153,5096,11427,4,"Ótimo custo-benefício, chegou antes do prazo.",2023-12-24T00:00:00,2024-08-24T00:00:00
2309,9217,4039,4344,5,Atendimento incrível e produto top!,2026-03-08T00:00:00,2026-03-30T00:00:00
2310,3962,3249,3286,5,"Muito satisfeito com a compra, recomendo!",2023-01-16T00:00:00,2023-08-22T00:00:00
2311,12248,9491,3820,5,"Muito satisfeito com a compra, recomendo!",2023-12-14T00:00:00,2026-06-06T00:00:00
2312,5293,701,883,1,"Produto com defeito, decepcionante.",2025-09-06T00:00:00,2026-05-22T00:00:00
2313,7040,6945,5880,5,Atendimento incrível e produto top!,2025-09-08T00:00:00,2025-10-25T00:00:00
2314,5232,8790,12201,1,"Produto com defeito, decepcionante.",2023-10-13T00:00:00,2024-05-11T00:00:00
2315,1583,7552,7916,5,Entrega rápida e produto de ótima qualidade.,2023-07-19T00:00:00,2024-12-12T00:00:00
2316,2252,11920,7775,3,"Nada de mais, mas cumpre o que promete.",2024-04-18T00:00:00,2024-05-26T00:00:00
2317,13480,8294,8122,4,"Ótimo custo-benefício, chegou antes do prazo.",2024-04-14T00:00:00,2025-07-24T00:00:00
2318,8523,9149,14567,5,"Produto excelente, superou minhas expectativas!",2025-08-31T00:00:00,2025-11-10T00:00:00
2319,10366,10352,12423,4,"Muito satisfeito com a compra, recomendo!",2025-08-16T00:00:00,2026-02-11T00:00:00
2320,11033,2537,1077,5,Comprei e já quero comprar de novo. Perfeito!,2025-03-22T00:00:00,2025-06-27T00:00:00
2321,2232,4035,9987,4,Comprei e já quero comprar de novo. Perfeito!,2023-06-19T00:00:00,2025-09-07T00:00:00
2322,5266,12106,10140,5,"Produto excelente, superou minhas expectativas!",2024-05-11T00:00:00,2026-02-23T00:00:00
2323,3497,11697,1838,5,"Muito satisfeito com a compra, recomendo!",2023-07-16T00:00:00,2025-06-27T00:00:00
2324,7835,8839,11299,5,"Muito satisfeito com a compra, recomendo!",2024-06-01T00:00:00,2025-01-11T00:00:00
2325,8958,10964,13582,2,"Não recomendo, produto diferente do anunciado.",2025-11-09T00:00:00,2026-01-14T00:00:00
2326,14652,2998,13755,2,"Não recomendo, produto diferente do anunciado.",2024-11-08T00:00:00,2025-12-27T00:00:00
2327,7289,9602,12789,1,Qualidade muito abaixo do esperado.,2023-07-04T00:00:00,2026-03-15T00:00:00
2328,9387,3831,9912,4,"Muito satisfeito com a compra, recomendo!",2023-08-16T00:00:00,2024-10-01T00:00:00
2329,11962,2623,1180,5,"Ótimo custo-benefício, chegou antes do prazo.",2025-04-21T00:00:00,2026-06-10T00:00:00
2330,13229,8248,1682,4,Entrega rápida e produto de ótima qualidade.,2026-05-16T00:00:00,2026-05-28T00:00:00
2331,9190,2920,4036,5,"Muito satisfeito com a compra, recomendo!",2025-04-28T00:00:00,2026-03-16T00:00:00
2332,1466,9114,8126,1,"Produto com defeito, decepcionante.",2026-04-12T00:00:00,2026-04-20T00:00:00
2333,1442,5175,3482,5,Atendimento incrível e produto top!,2023-10-29T00:00:00,2025-08-05T00:00:00
2334,9611,2603,12844,3,Qualidade mediana pelo preço cobrado.,2023-04-26T00:00:00,2024-08-09T00:00:00
2335,2074,4098,12230,3,"Poderia ter mais opções, mas está bom.",2025-03-05T00:00:00,2026-05-26T00:00:00
2336,11237,11625,4990,5,Comprei e já quero comprar de novo. Perfeito!,2025-09-28T00:00:00,2025-10-26T00:00:00
2337,11167,2702,2089,4,Atendimento incrível e produto top!,2024-06-05T00:00:00,2024-09-30T00:00:00
2338,11963,10408,10339,4,"Ótimo custo-benefício, chegou antes do prazo.",2025-03-10T00:00:00,2025-11-21T00:00:00
2339,1477,5254,937,1,"Péssima experiência, não voltarei a comprar.",2024-02-24T00:00:00,2025-08-25T00:00:00
2340,7149,1869,2196,5,Comprei e já quero comprar de novo. Perfeito!,2026-03-08T00:00:00,2026-05-06T00:00:00
2341,12974,3733,1857,5,"Muito satisfeito com a compra, recomendo!",2024-11-13T00:00:00,2025-03-12T00:00:00
2342,11814,14548,11783,4,Atendimento incrível e produto top!,2023-09-21T00:00:00,2024-08-03T00:00:00
2343,9737,1224,2210,5,Atendimento incrível e produto top!,2023-07-04T00:00:00,2024-12-16T00:00:00
2344,8604,4366,11468,5,"Muito satisfeito com a compra, recomendo!",2024-08-16T00:00:00,2025-06-20T00:00:00
2345,14183,11024,1316,5,Comprei e já quero comprar de novo. Perfeito!,2024-11-07T00:00:00,2025-11-15T00:00:00
2346,3707,14445,4133,5,"Ótimo custo-benefício, chegou antes do prazo.",2026-03-27T00:00:00,2026-04-20T00:00:00
2347,5250,7841,11609,5,Atendimento incrível e produto top!,2025-02-24T00:00:00,2025-06-08T00:00:00
2348,7580,516,11815,4,Comprei e já quero comprar de novo. Perfeito!,2025-05-15T00:00:00,2025-09-01T00:00:00
2349,10559,190,6373,4,"Muito satisfeito com a compra, recomendo!",2025-01-13T00:00:00,2025-06-16T00:00:00
2350,12588,8246,12191,3,"Chegou no prazo, produto razoável.",2025-08-13T00:00:00,2026-02-03T00:00:00
2351,10815,1609,711,5,Atendimento incrível e produto top!,2024-09-20T00:00:00,2024-10-09T00:00:00
2352,12394,13443,12630,5,"Muito satisfeito com a compra, recomendo!",2023-02-13T00:00:00,2024-01-24T00:00:00
2353,72,1234,7107,4,Comprei e já quero comprar de novo. Perfeito!,2024-09-10T00:00:00,2025-03-14T00:00:00
2354,7894,12589,12357,5,"Muito satisfeito com a compra, recomendo!",2026-04-01T00:00:00,2026-06-05T00:00:00
2355,9839,14690,12720,1,"Produto com defeito, decepcionante.",2023-10-15T00:00:00,2025-10-15T00:00:00
2356,1211,2498,7590,3,Qualidade mediana pelo preço cobrado.,2024-05-19T00:00:00,2024-09-01T00:00:00
2357,8236,6814,6435,5,Entrega rápida e produto de ótima qualidade.,2025-07-19T00:00:00,2025-08-03T00:00:00
2358,14771,1663,4228,4,"Ótimo custo-benefício, chegou antes do prazo.",2024-11-05T00:00:00,2024-12-16T00:00:00
2359,14746,13727,2288,3,"Chegou no prazo, produto razoável.",2023-09-12T00:00:00,2025-04-12T00:00:00
2360,8265,5572,8687,5,Comprei e já quero comprar de novo. Perfeito!,2025-07-20T00:00:00,2025-11-12T00:00:00
2361,9018,10344,10481,5,"Muito satisfeito com a compra, recomendo!",2023-11-10T00:00:00,2026-01-02T00:00:00
2362,14239,11747,6554,4,Comprei e já quero comprar de novo. Perfeito!,2024-06-29T00:00:00,2026-02-15T00:00:00
2363,9091,511,10800,5,"Produto conforme descrito, embalagem perfeita.",2024-04-28T00:00:00,2026-02-15T00:00:00
2364,208,1403,3880,4,"Ótimo custo-benefício, chegou antes do prazo.",2026-04-03T00:00:00,2026-06-02T00:00:00
2365,11699,6496,6452,4,Entrega rápida e produto de ótima qualidade.,2023-05-13T00:00:00,2024-07-05T00:00:00
2366,3981,7049,3040,3,Qualidade mediana pelo preço cobrado.,2026-05-30T00:00:00,2026-06-04T00:00:00
2367,9619,12448,177,4,Entrega rápida e produto de ótima qualidade.,2024-07-08T00:00:00,2026-01-28T00:00:00
2368,2807,6562,13629,3,"Poderia ter mais opções, mas está bom.",2023-07-07T00:00:00,2024-10-11T00:00:00
2369,9546,13315,12030,5,Atendimento incrível e produto top!,2024-04-11T00:00:00,2025-10-27T00:00:00
2370,7449,7469,5992,5,"Produto excelente, superou minhas expectativas!",2024-05-31T00:00:00,2025-04-15T00:00:00
2371,12451,4267,2617,2,"Péssima experiência, não voltarei a comprar.",2024-01-20T00:00:00,2024-03-13T00:00:00
2372,11686,8717,8431,2,"Péssima experiência, não voltarei a comprar.",2025-10-25T00:00:00,2026-02-15T00:00:00
2373,14692,2768,2489,4,Comprei e já quero comprar de novo. Perfeito!,2025-09-18T00:00:00,2025-12-25T00:00:00
2374,11392,13247,7963,1,Demorou muito para chegar e veio errado.,2023-03-21T00:00:00,2023-07-02T00:00:00
2375,8853,12009,12110,3,"Chegou no prazo, produto razoável.",2026-06-06T00:00:00,2026-06-07T00:00:00
2376,12640,10900,13838,2,"Péssima experiência, não voltarei a comprar.",2023-05-01T00:00:00,2024-01-23T00:00:00
2377,1935,13180,13817,4,Comprei e já quero comprar de novo. Perfeito!,2024-03-28T00:00:00,2026-06-01T00:00:00
2378,5831,7340,1906,5,Comprei e já quero comprar de novo. Perfeito!,2024-10-11T00:00:00,2025-02-02T00:00:00
2379,11836,6756,5962,4,Entrega rápida e produto de ótima qualidade.,2025-03-05T00:00:00,2025-10-07T00:00:00
2380,5431,5267,7793,1,Qualidade muito abaixo do esperado.,2024-01-12T00:00:00,2024-11-21T00:00:00
2381,5364,11912,10,5,"Muito satisfeito com a compra, recomendo!",2026-04-01T00:00:00,2026-04-30T00:00:00
2382,14603,5243,13413,4,Atendimento incrível e produto top!,2023-08-19T00:00:00,2025-12-04T00:00:00
2383,12947,2148,7712,4,Atendimento incrível e produto top!,2025-07-30T00:00:00,2025-08-06T00:00:00
2384,12044,8772,7674,5,"Produto conforme descrito, embalagem perfeita.",2025-04-15T00:00:00,2025-12-30T00:00:00
2385,7005,6175,9229,5,Comprei e já quero comprar de novo. Perfeito!,2025-01-11T00:00:00,2025-03-16T00:00:00
2386,7222,12544,6477,5,Atendimento incrível e produto top!,2023-03-29T00:00:00,2025-05-27T00:00:00
2387,3567,255,1958,4,Atendimento incrível e produto top!,2023-12-05T00:00:00,2025-09-27T00:00:00
2388,7612,2438,13907,5,"Produto excelente, superou minhas expectativas!",2024-02-24T00:00:00,2025-11-08T00:00:00
2389,7350,3653,13349,4,"Produto excelente, superou minhas expectativas!",2024-08-02T00:00:00,2026-04-18T00:00:00
2390,7877,3761,7456,5,"Produto conforme descrito, embalagem perfeita.",2025-08-31T00:00:00,2026-05-05T00:00:00
2391,5551,10041,9456,4,Atendimento incrível e produto top!,2024-05-14T00:00:00,2025-03-05T00:00:00
2392,14576,2986,6143,5,Comprei e já quero comprar de novo. Perfeito!,2025-11-05T00:00:00,2026-04-20T00:00:00
2393,12887,10033,312,5,"Ótimo custo-benefício, chegou antes do prazo.",2025-02-27T00:00:00,2025-04-12T00:00:00
2394,5957,1718,14479,2,"Não recomendo, produto diferente do anunciado.",2024-02-23T00:00:00,2025-02-25T00:00:00
2395,7993,2046,1889,5,"Produto conforme descrito, embalagem perfeita.",2023-01-27T00:00:00,2025-10-15T00:00:00
2396,11888,2796,11902,4,"Produto conforme descrito, embalagem perfeita.",2026-01-02T00:00:00,2026-02-10T00:00:00
2397,8046,12423,3086,5,"Produto conforme descrito, embalagem perfeita.",2023-11-09T00:00:00,2025-10-19T00:00:00
2398,14994,4626,2994,4,"Produto conforme descrito, embalagem perfeita.",2025-02-22T00:00:00,2026-05-24T00:00:00
2399,365,2324,9936,4,Comprei e já quero comprar de novo. Perfeito!,2024-02-21T00:00:00,2025-11-30T00:00:00
2400,11340,582,8399,5,Atendimento incrível e produto top!,2024-02-14T00:00:00,2024-04-04T00:00:00
2401,10956,13949,9875,5,Atendimento incrível e produto top!,2023-01-06T00:00:00,2024-08-31T00:00:00
2402,10691,14071,5590,4,Entrega rápida e produto de ótima qualidade.,2023-09-05T00:00:00,2026-05-29T00:00:00
2403,11119,5905,6303,4,"Muito satisfeito com a compra, recomendo!",2024-12-12T00:00:00,2025-12-18T00:00:00
2404,2759,4830,12180,5,Entrega rápida e produto de ótima qualidade.,2026-04-13T00:00:00,2026-05-06T00:00:00
2405,10052,4527,13393,5,"Produto conforme descrito, embalagem perfeita.",2026-04-17T00:00:00,2026-05-16T00:00:00
2406,9963,9951,3230,4,Comprei e já quero comprar de novo. Perfeito!,2023-09-24T00:00:00,2025-02-18T00:00:00
2407,10485,4278,13277,5,"Produto conforme descrito, embalagem perfeita.",2023-12-11T00:00:00,2025-07-02T00:00:00
2408,3965,8772,8919,3,"Chegou no prazo, produto razoável.",2024-03-17T00:00:00,2024-05-10T00:00:00
2409,2027,10694,9592,5,"Produto conforme descrito, embalagem perfeita.",2023-10-07T00:00:00,2024-12-20T00:00:00
2410,5043,8326,14885,3,"Produto ok, dentro do esperado.",2026-01-10T00:00:00,2026-06-05T00:00:00
2411,13720,8480,2087,5,Atendimento incrível e produto top!,2023-03-25T00:00:00,2024-06-12T00:00:00
2412,2622,4841,3539,5,"Produto conforme descrito, embalagem perfeita.",2024-04-25T00:00:00,2025-06-14T00:00:00
2413,2825,891,4911,5,"Ótimo custo-benefício, chegou antes do prazo.",2023-12-03T00:00:00,2024-04-27T00:00:00
2414,6077,8517,9305,5,"Produto excelente, superou minhas expectativas!",2025-10-06T00:00:00,2025-10-25T00:00:00
2415,11510,5094,9574,5,"Muito satisfeito com a compra, recomendo!",2024-04-26T00:00:00,2025-11-17T00:00:00
2416,3617,12916,586,5,Comprei e já quero comprar de novo. Perfeito!,2025-09-07T00:00:00,2025-11-17T00:00:00
2417,12632,12347,3846,2,"Péssima experiência, não voltarei a comprar.",2025-09-05T00:00:00,2026-03-06T00:00:00
2418,1601,8033,13629,3,Qualidade mediana pelo preço cobrado.,2023-08-15T00:00:00,2025-12-06T00:00:00
2419,11272,2752,8425,2,"Péssima experiência, não voltarei a comprar.",2026-04-02T00:00:00,2026-05-10T00:00:00
2420,9274,5185,12682,1,"Não recomendo, produto diferente do anunciado.",2024-06-10T00:00:00,2024-10-07T00:00:00
2421,9272,252,11419,5,"Produto conforme descrito, embalagem perfeita.",2024-09-13T00:00:00,2024-11-11T00:00:00
2422,1645,1482,11273,5,Comprei e já quero comprar de novo. Perfeito!,2024-03-03T00:00:00,2024-05-07T00:00:00
2423,10987,4788,2294,4,Comprei e já quero comprar de novo. Perfeito!,2024-05-07T00:00:00,2025-02-16T00:00:00
2424,11491,13650,12678,5,"Ótimo custo-benefício, chegou antes do prazo.",2026-01-12T00:00:00,2026-04-03T00:00:00
2425,13610,11612,898,5,"Muito satisfeito com a compra, recomendo!",2024-04-04T00:00:00,2025-12-14T00:00:00
2426,9199,428,13971,3,"Poderia ter mais opções, mas está bom.",2023-09-21T00:00:00,2026-01-21T00:00:00
2427,11224,9790,2340,5,Entrega rápida e produto de ótima qualidade.,2025-08-12T00:00:00,2026-06-05T00:00:00
2428,2578,4535,10358,3,"Chegou no prazo, produto razoável.",2024-05-15T00:00:00,2024-06-14T00:00:00
2429,3238,12355,11575,4,Entrega rápida e produto de ótima qualidade.,2023-10-29T00:00:00,2024-03-23T00:00:00
2430,14360,11435,12388,1,"Produto com defeito, decepcionante.",2025-02-12T00:00:00,2025-12-17T00:00:00
2431,10686,11974,11264,5,"Muito satisfeito com a compra, recomendo!",2025-02-08T00:00:00,2025-09-29T00:00:00
2432,3689,8013,7639,5,"Muito satisfeito com a compra, recomendo!",2023-09-26T00:00:00,2025-09-13T00:00:00
